Date,RTX
2020-09-23,364.5812933681619
2020-09-24,365.6183937253902
2020-09-25,361.1952806679969
2020-09-28,360.8269983092771
2020-09-29,355.19685240233656
2020-09-30,361.77770100199916
2020-10-01,362.2689781986412
2020-10-02,359.02408178859173
2020-10-05,364.8253155925174
2020-10-06,366.55269580962664
2020-10-07,367.2381928092143
2020-10-08,364.3547635363845
2020-10-09,360.7244768549535
2020-10-12,363.67586502104393
2020-10-13,363.7588159512109
2020-10-14,366.99700255419936
2020-10-15,362.0088492738518
2020-10-16,366.85356930779807
2020-10-19,360.33451188000936
2020-10-20,361.26062903015685
2020-10-21,366.07004460023
2020-10-22,370.0042839688514
2020-10-23,365.335602354892
2020-10-26,363.3886529941281
2020-10-27,360.0845519656251
2020-10-28,360.1479838775006
2020-10-29,355.3300371082853
2020-10-30,358.65958213885096
2020-11-02,361.2463515214573
2020-11-03,357.0451933787692
2020-11-04,355.7482492863695
2020-11-05,355.9917336517674
2020-11-06,360.2594508605413
2020-11-09,365.4441868150392
2020-11-10,367.8497098777068
2020-11-11,364.7746292613603
2020-11-12,361.6504359896571
2020-11-13,370.2483921050112
2020-11-16,373.2462261191728
2020-11-17,378.8591366859036
2020-11-18,379.8030516792041
2020-11-19,378.0620727659674
2020-11-20,381.34678474244964
2020-11-23,382.21030215308485
2020-11-24,379.7159703677693
2020-11-25,370.281746207694
2020-11-26,367.96237374374033
2020-11-27,368.9737573192892
2020-11-30,371.6841992462869
2020-12-01,366.629767298667
2020-12-02,368.29561593905913
2020-12-03,374.2250488021508
2020-12-04,378.1338958055152
2020-12-07,371.3615043203503
2020-12-08,379.0796726476884
2020-12-09,379.44760051121943
2020-12-10,383.6992497316429
2020-12-11,382.5824104040364
2020-12-14,385.0250470191945
2020-12-15,397.8502419663873
2020-12-16,408.39776955633863
2020-12-17,416.00290740886135
2020-12-18,414.47417091852844
2020-12-21,415.8810111477557
2020-12-22,420.2485618288249
2020-12-23,421.7961532630456
2020-12-24,419.1350276951015
2020-12-25,415.42899074346275
2020-12-28,417.3014679717482
2020-12-29,419.7161025268477
2020-12-30,412.85167005254493
2020-12-31,409.5981207256624
2021-01-01,414.0944054526306
2021-01-04,408.30232402060096
2021-01-05,408.7399936496086
2021-01-06,409.10482260072206
2021-01-07,411.44941430983266
2021-01-08,403.8330003389246
2021-01-11,403.7697727340186
2021-01-12,411.03510880589533
2021-01-13,409.08830797369257
2021-01-14,408.3867710296311
2021-01-15,397.1383926767685
2021-01-18,397.3707341332
2021-01-19,392.9799347209964
2021-01-20,389.4414917416604
2021-01-21,387.8958691661723
2021-01-22,391.6326728237445
2021-01-25,380.6874699949814
2021-01-26,379.0786318915431
2021-01-27,377.170806470962
2021-01-28,378.38299104925244
2021-01-29,382.81315108820434
2021-02-01,382.27670628979564
2021-02-02,387.8194161125617
2021-02-03,389.34297849528696
2021-02-04,395.61384443581966
2021-02-05,390.83189688992627
2021-02-08,390.17346334313555
2021-02-09,392.4287623480116
2021-02-10,386.1491710690758
2021-02-11,391.7665111487936
2021-02-12,395.6290480728768
2021-02-15,401.9064883723254
2021-02-16,398.5694783114947
2021-02-17,405.3375141871102
2021-02-18,398.70063291029885
2021-02-19,397.5132843038086
2021-02-22,397.31718676328825
2021-02-23,399.64965681972603
2021-02-24,405.85971683405694
2021-02-25,401.20624634404425
2021-02-26,395.91327736285285
2021-03-01,396.9625118079677
2021-03-02,400.1345588365289
2021-03-03,389.1255864083883
2021-03-04,391.28180985890833
2021-03-05,388.96945740518504
2021-03-08,389.7258216600768
2021-03-09,386.0346349717
2021-03-10,389.70203337087867
2021-03-11,389.2718995096454
2021-03-12,393.0391759657304
2021-03-15,390.1006530400118
2021-03-16,392.6427128945424
2021-03-17,393.4840816094101
2021-03-18,393.3989855611949
2021-03-19,396.4863766286622
2021-03-22,394.5517406422552
2021-03-23,393.4297593874502
2021-03-24,391.7681714502306
2021-03-25,388.271170453339
2021-03-26,382.36252763713856
2021-03-29,374.60073202160004
2021-03-30,374.458654550833
2021-03-31,374.4807236009758
2021-04-01,371.26873746354295
2021-04-02,365.99537277818865
2021-04-05,369.0288482359099
2021-04-06,370.04373330373255
2021-04-07,369.74319678140506
2021-04-08,367.0965108461735
2021-04-09,355.8704443745865
2021-04-12,357.16119090561017
2021-04-13,357.03028505855275
2021-04-14,358.2217011114194
2021-04-15,357.3625007913083
2021-04-16,360.26855448510184
2021-04-19,362.36877579471775
2021-04-20,365.5651343362502
2021-04-21,364.189898995062
2021-04-22,364.38671843186705
2021-04-23,359.08555528378173
2021-04-26,358.2907905774905
2021-04-27,363.46708589624956
2021-04-28,367.5947937563593
2021-04-29,369.75950285911466
2021-04-30,368.96186299497225
2021-05-03,363.8201377577489
2021-05-04,363.3708922820839
2021-05-05,360.72300007519397
2021-05-06,357.94035420982647
2021-05-07,359.0349135612741
2021-05-10,356.54549243361805
2021-05-11,353.4530857203819
2021-05-12,347.65301075359076
2021-05-13,342.13647724090237
2021-05-14,346.8090087342951
2021-05-17,349.759638622544
2021-05-18,346.2227380625154
2021-05-19,345.19212090521984
2021-05-20,340.9007065655327
2021-05-21,345.92448080131595
2021-05-24,343.74822935286875
2021-05-25,346.9706336690657
2021-05-26,348.24497509489277
2021-05-27,350.2296153488394
2021-05-28,347.4214149038407
2021-05-31,347.8701076828867
2021-06-01,341.2348433004034
2021-06-02,342.8800817874167
2021-06-03,342.92848831417837
2021-06-04,347.85951584677593
2021-06-07,349.6828188146165
2021-06-08,357.7699788638262
2021-06-09,358.8330732399583
2021-06-10,358.91104282044256
2021-06-11,360.7289368662929
2021-06-14,361.07819614652885
2021-06-15,363.0839685559236
2021-06-16,360.29827503202756
2021-06-17,359.25966920518744
2021-06-18,355.95586503139316
2021-06-21,356.90808607906865
2021-06-22,353.22429509898774
2021-06-23,354.33424797979734
2021-06-24,346.8813889458087
2021-06-25,349.4526614145107
2021-06-28,346.8497359286647
2021-06-29,342.3802712525019
2021-06-30,344.0669207190816
2021-07-01,343.95579186868815
2021-07-02,348.52466488090585
2021-07-05,345.8096589672183
2021-07-06,341.8626774326144
2021-07-07,347.369504760137
2021-07-08,342.89178960651765
2021-07-09,337.00641410794304
2021-07-12,336.2992424598326
2021-07-13,336.2488064695413
2021-07-14,337.474199344975
2021-07-15,340.1689858884266
2021-07-16,340.3102088353216
2021-07-19,342.6457122901569
2021-07-20,338.3525338525711
2021-07-21,335.4883998731952
2021-07-22,334.8109526127749
2021-07-23,330.4236877000673
2021-07-26,329.8136514231117
2021-07-27,329.57318643509706
2021-07-28,326.7925997818733
2021-07-29,329.13531918406136
2021-07-30,325.0535529273713
2021-08-02,328.3209771603957
2021-08-03,328.58948539965127
2021-08-04,338.64712881636655
2021-08-05,342.57126978564406
2021-08-06,345.36816931131955
2021-08-09,345.12016447453965
2021-08-10,345.6288399792072
2021-08-11,341.9649472974239
2021-08-12,342.803987971191
2021-08-13,341.8863708214573
2021-08-16,346.31823918394275
2021-08-17,349.8802215807516
2021-08-18,351.22774102216266
2021-08-19,345.48952859589923
2021-08-20,349.5932150033493
2021-08-23,352.4117055236878
2021-08-24,351.97316135246376
2021-08-25,349.47746181536775
2021-08-26,346.2436685976865
2021-08-27,345.8679193632679
2021-08-30,346.70719968841024
2021-08-31,342.06420243378557
2021-09-01,350.9392728788416
2021-09-02,349.35876630266137
2021-09-03,350.5953648306581
2021-09-06,348.3109583803729
2021-09-07,351.26044922205847
2021-09-08,353.0887876984631
2021-09-09,353.77297828374157
2021-09-10,354.2612973069229
2021-09-13,355.9167387075718
2021-09-14,351.6317324502345
2021-09-15,347.0730479304387
2021-09-16,349.0738217415206
2021-09-17,343.7105371678561
2021-09-20,341.18011669042147
2021-09-21,340.22205133909426
2021-09-22,347.0123271898449
2021-09-23,350.35946858017735
2021-09-24,346.360013488069
2021-09-27,346.2183297901066
2021-09-28,346.4152066092052
2021-09-29,350.50264312599916
2021-09-30,346.3766589828791
2021-10-01,348.58322022928843
2021-10-04,356.5335627781217
2021-10-05,347.59148204701694
2021-10-06,344.62463614494084
2021-10-07,338.85387603271965
2021-10-08,336.55885779895
2021-10-11,335.79709676902036
2021-10-12,332.75199330228025
2021-10-13,332.1309767392048
2021-10-14,327.91434807767234
2021-10-15,332.3600673118863
2021-10-18,330.08198257961953
2021-10-19,330.7493106899217
2021-10-20,329.66695025418977
2021-10-21,325.12159370838333
2021-10-22,322.7723879070041
2021-10-25,321.4789148032524
2021-10-26,328.4077906959332
2021-10-27,326.5053453262777
2021-10-28,323.33143726378444
2021-10-29,325.61458526727387
2021-11-01,329.6912282128886
2021-11-02,329.54560726827896
2021-11-03,331.2132914492558
2021-11-04,328.26211508292795
2021-11-05,329.24878226896055
2021-11-08,325.4583093756866
2021-11-09,328.277743805089
2021-11-10,321.43272132132984
2021-11-11,323.19192763840095
2021-11-12,321.1598713564644
2021-11-15,320.8740260944913
2021-11-16,328.76198506292786
2021-11-17,320.71880427136847
2021-11-18,324.14361294770106
2021-11-19,326.4051965629187
2021-11-22,323.66424579919635
2021-11-23,329.9648777088051
2021-11-24,326.4285665370488
2021-11-25,321.37923560400594
2021-11-26,320.16154265032213
2021-11-29,318.28583201092397
2021-11-30,319.24307168949383
2021-12-01,320.35732999318685
2021-12-02,321.2254073510521
2021-12-03,322.6373964787515
2021-12-06,320.59510550994725
2021-12-07,321.7430189071547
2021-12-08,317.2768247111305
2021-12-09,313.1784563408989
2021-12-10,313.6476403402379
2021-12-13,311.726787589295
2021-12-14,308.87979036782735
2021-12-15,303.0830476818625
2021-12-16,308.16578577100427
2021-12-17,313.63267383578625
2021-12-20,314.71239191442737
2021-12-21,307.0039140464773
2021-12-22,308.7516221963872
2021-12-23,307.0021463229411
2021-12-24,303.59786497686827
2021-12-27,303.0675470239389
2021-12-28,295.2244352618213
2021-12-29,298.7136683461371
2021-12-30,295.2509379632846
2021-12-31,294.30462251686026
2022-01-03,292.5922142145768
2022-01-04,295.33007642480675
2022-01-05,295.83585240034677
2022-01-06,297.3961010212286
2022-01-07,293.7962417954263
2022-01-10,293.0568015323213
2022-01-11,295.4720507537404
2022-01-12,292.4759696561678
2022-01-13,288.0616385865835
2022-01-14,282.9429805944129
2022-01-17,285.6669951659026
2022-01-18,282.6470351325206
2022-01-19,285.63591493569464
2022-01-20,287.6771830554307
2022-01-21,288.51584878440303
2022-01-24,284.8014515086398
2022-01-25,285.7582987324317
2022-01-26,285.2884365585506
2022-01-27,288.8478167976953
2022-01-28,288.44464645693927
2022-01-31,289.1862671058013
2022-02-01,288.38840936800324
2022-02-02,291.59277689251337
2022-02-03,291.7955152922193
2022-02-04,296.05795214385614
2022-02-07,292.1195101824372
2022-02-08,293.4444753743113
2022-02-09,295.25367150213384
2022-02-10,295.02237440439416
2022-02-11,295.68018952983886
2022-02-14,296.3817015412636
2022-02-15,295.81130071463247
2022-02-16,294.514208915178
2022-02-17,296.2396774083741
2022-02-18,296.0820316728138
2022-02-21,292.3463588546371
2022-02-22,293.5804592817909
2022-02-23,292.9485064105545
2022-02-24,296.838275727849
2022-02-25,296.90312346181884
2022-02-28,299.64475843491255
2022-03-01,301.5003335748704
2022-03-02,300.6425934285015
2022-03-03,305.7818931992682
2022-03-04,309.7194182377595
2022-03-07,312.0369490526872
2022-03-08,310.3099853742272
2022-03-09,309.33332251236334
2022-03-10,315.1140486773195
2022-03-11,321.0471574606988
2022-03-14,317.5647601307793
2022-03-15,316.26178012583847
2022-03-16,315.0934479619347
2022-03-17,312.98360070091456
2022-03-18,314.8523000756066
2022-03-21,315.95339946790915
2022-03-22,318.5775179258139
2022-03-23,327.13686789093447
2022-03-24,331.6951292495049
2022-03-25,335.82779704203057
2022-03-28,331.67101219756614
2022-03-29,325.7769232457181
2022-03-30,326.55060351341837
2022-03-31,325.36637683576515
2022-04-01,326.27671718311643
2022-04-04,333.0596603977384
2022-04-05,330.2426530477616
2022-04-06,332.0339078423188
2022-04-07,330.5182695747162
2022-04-08,328.3605709608273
2022-04-11,324.3183443914289
2022-04-12,323.7492008558925
2022-04-13,323.8570099487008
2022-04-14,323.82653662222907
2022-04-15,323.63421872701
2022-04-18,327.1624110112506
2022-04-19,327.3084030380506
2022-04-20,323.1481856738519
2022-04-21,322.9364229615384
2022-04-22,322.6433692793996
2022-04-25,321.4064510483837
2022-04-26,318.5119835821712
2022-04-27,315.5208339633196
2022-04-28,314.26527748518157
2022-04-29,314.5037350900084
2022-05-02,315.5688872351384
2022-05-03,311.59156449736184
2022-05-04,315.7889049033889
2022-05-05,310.6238522028908
2022-05-06,309.92755093070343
2022-05-09,309.00363148865443
2022-05-10,307.8109486964878
2022-05-11,309.3816719675196
2022-05-12,303.90138010531155
2022-05-13,307.86140567067315
2022-05-16,311.22338315392244
2022-05-17,307.8451893864256
2022-05-18,304.1314341482918
2022-05-19,297.1757455870087
2022-05-20,296.7580946658996
2022-05-23,299.9805357856208
2022-05-24,299.869251922917
2022-05-25,300.8831633498505
2022-05-26,304.8236209391971
2022-05-27,306.0695521610772
2022-05-30,312.75819525933343
2022-05-31,305.4248432671776
2022-06-01,306.1026352720229
2022-06-02,302.8834191947045
2022-06-03,305.1034499695788
2022-06-06,310.4374600422874
2022-06-07,309.8287768668126
2022-06-08,311.54486301114014
2022-06-09,307.1469870188682
2022-06-10,311.6492436441295
2022-06-13,312.2174411266094
2022-06-14,317.55156858929274
2022-06-15,317.8809202483908
2022-06-16,315.6709508501277
2022-06-17,312.77835005153185
2022-06-20,313.52587627113604
2022-06-21,316.7652983544606
2022-06-22,319.73879487576846
2022-06-23,320.327745921721
2022-06-24,322.5143042748675
2022-06-27,318.98407562964013
2022-06-28,316.7105544165435
2022-06-29,317.56609661519565
2022-06-30,310.81307630130834
2022-07-01,310.469458152219
2022-07-04,310.1406694927152
2022-07-05,304.4098409788058
2022-07-06,308.10264865402047
2022-07-07,311.61681739323336
2022-07-08,311.65483086238595
2022-07-11,309.79357418375963
2022-07-12,313.9089716181785
2022-07-13,310.5312969109002
2022-07-14,311.11035379866354
2022-07-15,305.7699262829439
2022-07-18,309.80941368323545
2022-07-19,310.60123023075414
2022-07-20,312.6337471080018
2022-07-21,312.12658022914786
2022-07-22,317.73010618437314
2022-07-25,320.7615906013831
2022-07-26,324.59577084788793
2022-07-27,330.2059768244502
2022-07-28,329.6635762283927
2022-07-29,323.8282761781313
2022-08-01,321.8093364064709
2022-08-02,317.8566593052537
2022-08-03,323.8814520270553
2022-08-04,323.03161535784227
2022-08-05,327.15135251098775
2022-08-08,325.8296058084811
2022-08-09,321.2622163687758
2022-08-10,325.8375047343321
2022-08-11,329.6746639603136
2022-08-12,331.8837849272524
2022-08-15,326.44449419726976
2022-08-16,322.0018163514573
2022-08-17,322.8318404425102
2022-08-18,314.42418939847175
2022-08-19,310.45475245423694
2022-08-22,307.97806376136054
2022-08-23,316.033345340867
2022-08-24,314.83693680262627
2022-08-25,312.8288076692189
2022-08-26,316.4828249154589
2022-08-29,318.5864245102272
2022-08-30,316.6405929398428
2022-08-31,316.96024818243325
2022-09-01,321.7442512382573
2022-09-02,328.96437179440227
2022-09-05,324.61466074841087
2022-09-06,330.1942292398667
2022-09-07,326.3206454183446
2022-09-08,331.6227990662116
2022-09-09,336.05069981313534
2022-09-12,337.5243123998985
2022-09-13,339.66273595290227
2022-09-14,339.5527849767679
2022-09-15,336.5180814322144
2022-09-16,332.55047214547204
2022-09-19,334.1605937247472
2022-09-20,334.31422811334136
2022-09-21,340.4631340221233
2022-09-22,343.0782548573288
2022-09-23,341.92012451849087
2022-09-26,342.21391251676846
2022-09-27,341.88681163203256
2022-09-28,351.2135667917703
2022-09-29,349.78678970715305
2022-09-30,349.7013302378625
2022-10-03,352.3939751325472
2022-10-04,350.82907468184334
2022-10-05,350.6214044650203
2022-10-06,346.9299469061031
2022-10-07,348.5819914014293
2022-10-10,346.7205950584435
2022-10-11,350.0877900135067
2022-10-12,352.4747756748447
2022-10-13,347.77049850256225
2022-10-14,342.4605029483847
2022-10-17,341.9093387792554
2022-10-18,339.7496831783489
2022-10-19,336.27071738514593
2022-10-20,341.20547565897647
2022-10-21,344.1657844163677
2022-10-24,340.48772211674014
2022-10-25,343.66241455100766
2022-10-26,348.2604605686064
2022-10-27,342.2302223459955
2022-10-28,349.00337796139775
2022-10-31,357.4249064997321
2022-11-01,355.46337091835886
2022-11-02,355.1106879578053
2022-11-03,357.73391100477704
2022-11-04,354.08125914665777
2022-11-07,351.9329132198235
2022-11-08,350.90692754198545
2022-11-09,355.3288775017716
2022-11-10,355.74133482590634
2022-11-11,357.06571992279385
2022-11-14,354.37879882944304
2022-11-15,361.5398562613306
2022-11-16,364.13584044921913
2022-11-17,368.22449299812547
2022-11-18,368.8091027866127
2022-11-21,374.9718883072666
2022-11-22,370.73705959855664
2022-11-23,372.11459647765355
2022-11-24,373.90757992558895
2022-11-25,380.27931261208585
2022-11-28,382.77719216213444
2022-11-29,379.62458607346105
2022-11-30,382.01693105725104
2022-12-01,379.26937021985486
2022-12-02,377.25669199702156
2022-12-05,374.57326562874454
2022-12-06,373.72918318846456
2022-12-07,375.30249503572867
2022-12-08,376.91065471925566
2022-12-09,376.1948450833617
2022-12-12,379.4239500804798
2022-12-13,381.68943669927233
2022-12-14,380.98980624520607
2022-12-15,383.4692850281784
2022-12-16,383.8849587148761
2022-12-19,392.9715116083579
2022-12-20,390.84888355988954
2022-12-21,392.4175878790222
2022-12-22,388.0631062859623
2022-12-23,383.2076097688464
2022-12-26,390.3152445443747
2022-12-27,388.2664479808168
2022-12-28,389.913298840533
2022-12-29,393.6839241852541
2022-12-30,394.2039437126651
2023-01-02,394.4725052737844
2023-01-03,395.3537951782836
2023-01-04,397.9871123339438
2023-01-05,400.2981278551897
2023-01-06,397.44132404002534
2023-01-09,399.2938244003426
2023-01-10,398.26396405643993
2023-01-11,393.6196767894922
2023-01-12,387.73141327974633
2023-01-13,387.23474408926165
2023-01-16,378.80161769484386
2023-01-17,377.7307833352917
2023-01-18,374.0237042581348
2023-01-19,372.5369936898431
2023-01-20,376.0053235438907
2023-01-23,373.76225725744155
2023-01-24,379.880767652261
2023-01-25,383.85978037250715
2023-01-26,380.06381647885956
2023-01-27,377.13886717875044
2023-01-30,382.0034130693901
2023-01-31,382.1968396748946
2023-02-01,387.7869032907239
2023-02-02,386.73724628367495
2023-02-03,387.5386490977717
2023-02-06,383.40563744897196
2023-02-07,385.8929967307561
2023-02-08,388.9334551632796
2023-02-09,395.2546724940807
2023-02-10,397.41026829259226
2023-02-13,393.0784976525875
2023-02-14,389.48968330269093
2023-02-15,395.1453984474337
2023-02-16,393.5121102983543
2023-02-17,394.0673424027685
2023-02-20,391.37312642231717
2023-02-21,393.7621585515377
2023-02-22,393.0438439622533
2023-02-23,395.98173064883787
2023-02-24,394.5800681139188
2023-02-27,396.21690589158925
2023-02-28,387.33260633895014
2023-03-01,388.3127285181727
2023-03-02,389.0008274193175
2023-03-03,394.0689693727684
2023-03-06,389.13002687271194
2023-03-07,394.64362843356224
2023-03-08,392.3706155385758
2023-03-09,388.34630437190475
2023-03-10,385.84001364632195
2023-03-13,384.67884361687544
2023-03-14,383.9022422366519
2023-03-15,386.04039953245587
2023-03-16,385.72852243163385
2023-03-17,386.4006984521958
2023-03-20,387.0452049391789
2023-03-21,386.1599575430135
2023-03-22,391.6570988723934
2023-03-23,397.028702812547
2023-03-24,397.22372424251523
2023-03-27,405.9689310340508
2023-03-28,406.22134955685925
2023-03-29,408.7141521484504
2023-03-30,406.0134089175605
2023-03-31,410.7305954751196
2023-04-03,407.10379183533723
2023-04-04,412.65278030546773
2023-04-05,414.72086623908916
2023-04-06,413.40047777942004
2023-04-07,407.6035642474839
2023-04-10,412.1770394105349
2023-04-11,411.2570338799269
2023-04-12,410.0424915026092
2023-04-13,407.7259465962442
2023-04-14,398.89590938403353
2023-04-17,396.47543298603694
2023-04-18,392.4322075212472
2023-04-19,397.6690679870803
2023-04-20,392.1038591119365
2023-04-21,383.4912171273353
2023-04-24,377.73271971555056
2023-04-25,374.60505234822324
2023-04-26,376.96116570386243
2023-04-27,380.1165942531853
2023-04-28,380.02523391439945
2023-05-01,388.1131261242412
2023-05-02,390.99095933829983
2023-05-03,383.3648725565527
2023-05-04,381.95788896022833
2023-05-05,382.3100956079105
2023-05-08,383.618309810652
2023-05-09,387.6677358782729
2023-05-10,394.7342309732998
2023-05-11,396.4069419500606
2023-05-12,392.2986876374949
2023-05-15,396.0311290352725
2023-05-16,386.6852071390239
2023-05-17,388.7349227457951
2023-05-18,388.06959581917545
2023-05-19,382.903403032854
2023-05-22,383.90357910963286
2023-05-23,384.26480404463564
2023-05-24,380.4305142874626
2023-05-25,381.83723402463914
2023-05-26,382.16449573847024
2023-05-29,386.5995403724332
2023-05-30,389.8758284575599
2023-05-31,392.3683166039859
2023-06-01,389.44884384911205
2023-06-02,395.9390245118585
2023-06-05,403.2864832107467
2023-06-06,404.8048257800673
2023-06-07,407.90847357807036
2023-06-08,416.43041418055134
2023-06-09,420.31254636106144
2023-06-12,415.7775698158941
2023-06-13,416.6499083296803
2023-06-14,417.11117375148274
2023-06-15,415.80463055299293
2023-06-16,407.5297233128441
2023-06-19,414.31683137653727
2023-06-20,424.7804582237847
2023-06-21,428.06969713214846
2023-06-22,431.427792147654
2023-06-23,429.2982772043197
2023-06-26,426.8191514772323
2023-06-27,423.7071572903543
2023-06-28,415.2867007008491
2023-06-29,422.84696285941254
2023-06-30,420.10179398648063
2023-07-03,418.39531686493154
2023-07-04,422.56569073675666
2023-07-05,417.7709510871921
2023-07-06,413.6821869181346
2023-07-07,412.9714049768996
2023-07-10,409.77114605428176
2023-07-11,408.15202774983214
2023-07-12,403.06512781057774
2023-07-13,406.9248995433872
2023-07-14,402.6583599721333
2023-07-17,402.1900877007005
2023-07-18,407.05513649465763
2023-07-19,407.57066367590244
2023-07-20,407.95213325890353
2023-07-21,402.72762903790186
2023-07-24,404.0827879970899
2023-07-25,402.61770152794156
2023-07-26,398.9279585478296
2023-07-27,396.6351490120129
2023-07-28,393.8656756202733
2023-07-31,390.2727711266395
2023-08-01,386.47038339808665
