Date,TROW
2021-06-04,503.35510555795275
2021-06-07,499.02791149128336
2021-06-08,487.7841636387505
2021-06-09,488.0000349016284
2021-06-10,496.72119174897784
2021-06-11,502.56860186509715
2021-06-14,489.10638952903133
2021-06-15,487.6905533219828
2021-06-16,492.09870054420344
2021-06-17,489.10416004638796
2021-06-18,489.85438068409775
2021-06-21,493.3738111783499
2021-06-22,510.42841978025126
2021-06-23,516.130303907508
2021-06-24,505.29529073290627
2021-06-25,525.5176686390333
2021-06-28,525.4177846201981
2021-06-29,507.7464696397892
2021-06-30,522.2356794684263
2021-07-01,517.3115536753057
2021-07-02,509.58091360500276
2021-07-05,509.0063240190236
2021-07-06,506.93876497987543
2021-07-07,502.49622648585466
2021-07-08,505.852335365828
2021-07-09,521.3209155168788
2021-07-12,522.4918493125189
2021-07-13,540.7853711771003
2021-07-14,537.0866864792063
2021-07-15,518.7386450685028
2021-07-16,509.8409529594054
2021-07-19,515.2594076835095
2021-07-20,523.6320427159044
2021-07-21,518.4252717716423
2021-07-22,513.0209798671726
2021-07-23,493.1651982297814
2021-07-26,487.3531444468699
2021-07-27,483.85329792440444
2021-07-28,491.78695978577093
2021-07-29,499.5582449035615
2021-07-30,489.5355994674025
2021-08-02,498.6835877419272
2021-08-03,499.88315715286353
2021-08-04,499.4181724372169
2021-08-05,500.89712974845025
2021-08-06,484.61429354155547
2021-08-09,496.03035040298516
2021-08-10,494.6472654522382
2021-08-11,497.3477086304372
2021-08-12,475.74769554798263
2021-08-13,498.41821134166725
2021-08-16,491.1093093897692
2021-08-17,499.9700916290219
2021-08-18,486.5266342990588
2021-08-19,489.5880880142443
2021-08-20,497.99936624256424
2021-08-23,508.7989453167975
2021-08-24,503.8101424193937
2021-08-25,504.04855989353723
2021-08-26,523.7219585314584
2021-08-27,545.2500058442016
2021-08-30,551.1172431003496
2021-08-31,538.0634522513266
2021-09-01,542.0506270794527
2021-09-02,554.3584774566019
2021-09-03,562.5275779565932
2021-09-06,590.8577867650944
2021-09-07,596.1059861992626
2021-09-08,592.6829827418843
2021-09-09,576.2777802200663
2021-09-10,574.4072538428455
2021-09-13,563.2304733503338
2021-09-14,556.5610645308096
2021-09-15,554.9155373744734
2021-09-16,570.5666187802221
2021-09-17,559.2897572352686
2021-09-20,591.8443288194222
2021-09-21,588.6900270792967
2021-09-22,585.7201672052137
2021-09-23,578.7276870714588
2021-09-24,596.0488051018373
2021-09-27,600.8873233646827
2021-09-28,612.1635002507884
2021-09-29,627.4684617463574
2021-09-30,641.8161614167797
2021-10-01,643.3029680456451
2021-10-04,664.5321500480115
2021-10-05,666.6113183912754
2021-10-06,663.3503060732627
2021-10-07,648.5119569259596
2021-10-08,642.8115890648163
2021-10-11,660.9156858244119
2021-10-12,666.1036277505048
2021-10-13,689.406553351038
2021-10-14,677.3242808742214
2021-10-15,658.4163477573854
2021-10-18,642.2538173733626
2021-10-19,643.1496919719232
2021-10-20,661.1838295764277
2021-10-21,692.9672878566357
2021-10-22,691.8110491135941
2021-10-25,685.937940548357
2021-10-26,688.4397290679573
2021-10-27,709.1325198574702
2021-10-28,706.0208410495368
2021-10-29,699.7362262533679
2021-11-01,706.1005039887176
2021-11-02,717.9005984515177
2021-11-03,723.2513254479425
2021-11-04,738.8172247098121
2021-11-05,694.2883536133261
2021-11-08,714.3658060255137
2021-11-09,726.6304132289307
2021-11-10,751.3870910455325
2021-11-11,762.4806525259095
2021-11-12,742.8273326262718
2021-11-15,738.0727983504141
2021-11-16,754.3298495641873
2021-11-17,753.4877437065054
2021-11-18,770.1883434862847
2021-11-19,794.7049650717493
2021-11-22,834.772221684788
2021-11-23,813.4520715983037
2021-11-24,814.9878182284951
2021-11-25,795.2787312594406
2021-11-26,777.5126932818899
2021-11-29,746.5641844483321
2021-11-30,733.9481029248111
2021-12-01,768.7327559388413
2021-12-02,766.4540227755928
2021-12-03,766.9999736277641
2021-12-06,741.2959106073598
2021-12-07,745.3370759428637
2021-12-08,742.1455176170557
2021-12-09,754.129568587968
2021-12-10,743.0517673604688
2021-12-13,757.4550109375505
2021-12-14,760.1865409175124
2021-12-15,774.4324003216922
2021-12-16,768.7569483845468
2021-12-17,759.8965091617008
2021-12-20,754.5453484729328
2021-12-21,739.5593859835344
2021-12-22,736.6910048727965
2021-12-23,717.0517726082965
2021-12-24,730.2045094231953
2021-12-27,743.5048052241467
2021-12-28,735.1024847057355
2021-12-29,731.9708014436555
2021-12-30,731.7347876890242
2021-12-31,739.5601682709787
2022-01-03,751.356281618784
2022-01-04,733.0055129400481
2022-01-05,725.336919287431
2022-01-06,733.9708406384112
2022-01-07,736.8794467967365
2022-01-10,741.2282754060592
2022-01-11,750.9756587399171
2022-01-12,757.067272798964
2022-01-13,765.037791693204
2022-01-14,782.4919868475606
2022-01-17,787.7316916399508
2022-01-18,779.711260859319
2022-01-19,779.552978956687
2022-01-20,767.1534450926642
2022-01-21,763.4152163227192
2022-01-24,731.3394586666661
2022-01-25,758.8751793250105
2022-01-26,774.9466650197278
2022-01-27,768.7643620586057
2022-01-28,791.603876003411
2022-01-31,818.4330809834358
2022-02-01,842.212362411561
2022-02-02,861.864434703059
2022-02-03,848.3868047550067
2022-02-04,844.641803956856
2022-02-07,849.9536691205282
2022-02-08,849.3016669052753
2022-02-09,814.9717499459767
2022-02-10,811.6171037773917
2022-02-11,815.1574533412389
2022-02-14,840.6887752626517
2022-02-15,847.2297435087222
2022-02-16,856.740448297018
2022-02-17,879.2090667070635
2022-02-18,854.9010075366003
2022-02-21,836.1426518318309
2022-02-22,868.0015797420721
2022-02-23,843.8914276202237
2022-02-24,876.1712690179512
2022-02-25,865.7712919083014
2022-02-28,876.1979202283243
2022-03-01,886.2894989584615
2022-03-02,882.0621611054945
2022-03-03,872.838667576137
2022-03-04,883.9750382262628
2022-03-07,864.6950751114211
2022-03-08,865.4329814992507
2022-03-09,862.5033259147242
2022-03-10,854.1931779060876
2022-03-11,833.6093980285913
2022-03-14,830.4560506638197
2022-03-15,796.5184724892479
2022-03-16,806.5314783068795
2022-03-17,770.5485955313073
2022-03-18,794.5344657236676
2022-03-21,829.725549076013
2022-03-22,810.5312706971789
2022-03-23,802.9742070966579
2022-03-24,776.7688423785827
2022-03-25,767.1595818693226
2022-03-28,753.2963354097766
2022-03-29,762.0235357589893
2022-03-30,760.0586445376098
2022-03-31,753.4981069692293
2022-04-01,749.2693402113061
2022-04-04,760.0493598584425
2022-04-05,775.1980893766108
2022-04-06,743.7918835515467
2022-04-07,750.880145897011
2022-04-08,749.6446205954004
2022-04-11,717.0606392235874
2022-04-12,743.0681220663502
2022-04-13,739.8750049912692
2022-04-14,758.31307243039
2022-04-15,776.6308440084731
2022-04-18,781.3393872705999
2022-04-19,743.3777715596246
2022-04-20,770.2889438081389
2022-04-21,744.4315288348305
2022-04-22,756.8266073655728
2022-04-25,748.7249602548977
2022-04-26,723.94398421875
2022-04-27,733.0584790863222
2022-04-28,739.8615986575203
2022-04-29,735.0883033341435
2022-05-02,753.8550822210264
2022-05-03,751.6673958547416
2022-05-04,751.2904715056645
2022-05-05,742.0196894325636
2022-05-06,754.5129920933936
2022-05-09,746.7678150660287
2022-05-10,747.6091919767495
2022-05-11,745.9091972973278
2022-05-12,706.1160077268306
2022-05-13,707.9279202315174
2022-05-16,716.6395733825616
2022-05-17,722.3129411534487
2022-05-18,744.1626222498867
2022-05-19,749.3987514716835
2022-05-20,768.6643369043445
2022-05-23,781.2534583606352
2022-05-24,782.5709431800957
2022-05-25,767.8002655730654
2022-05-26,768.8754354084786
2022-05-27,762.9213441142499
2022-05-30,763.2835951650986
2022-05-31,738.5981433182387
2022-06-01,719.2838748295684
2022-06-02,720.2093568707762
2022-06-03,715.3520192313667
2022-06-06,711.1417108811982
2022-06-07,694.1423890457884
2022-06-08,727.7210468510428
2022-06-09,740.1550864666216
2022-06-10,712.4169939001401
2022-06-13,723.3116546536093
2022-06-14,733.9401584841577
2022-06-15,724.7859799826762
2022-06-16,742.0566921271037
2022-06-17,737.4349084911407
2022-06-20,749.7694748083545
2022-06-21,751.6169792551885
2022-06-22,764.4575176620491
2022-06-23,754.4062533070946
2022-06-24,763.4797891017372
2022-06-27,734.5337417211664
2022-06-28,719.5222445102136
2022-06-29,718.6324856930287
2022-06-30,704.1146579650829
2022-07-01,709.2669286006962
2022-07-04,697.602553728777
2022-07-05,679.5894035625292
2022-07-06,670.137621374533
2022-07-07,661.4589015608176
2022-07-08,673.6771774118736
2022-07-11,670.968853781975
2022-07-12,670.0771615959212
2022-07-13,673.6802593335018
2022-07-14,675.5023521258631
2022-07-15,681.5257348691948
2022-07-18,698.4870780469562
2022-07-19,692.3020834556318
2022-07-20,667.3064928750043
2022-07-21,681.278004360656
2022-07-22,684.4675258516629
2022-07-25,697.0617489098399
2022-07-26,707.2473260312854
2022-07-27,697.7860668296134
2022-07-28,705.0577044547795
2022-07-29,713.204869991902
2022-08-01,732.9687205529218
2022-08-02,707.5364337583229
2022-08-03,726.995214554228
2022-08-04,733.3146561246249
2022-08-05,726.9268236573711
2022-08-08,729.3593599342609
2022-08-09,709.6575041972209
2022-08-10,710.2958062460161
2022-08-11,702.2706322713397
2022-08-12,673.2027497626749
2022-08-15,696.0062678383705
2022-08-16,698.7417414400207
2022-08-17,721.0875270714483
2022-08-18,716.510698885739
2022-08-19,685.2536009426486
2022-08-22,699.5179857043095
2022-08-23,709.9637464221712
2022-08-24,714.3916000393157
2022-08-25,716.7552632072424
2022-08-26,705.9641259133482
2022-08-29,704.7933439562714
2022-08-30,696.5488272337866
2022-08-31,686.2368012678836
2022-09-01,699.2521565772684
2022-09-02,701.6191687057627
2022-09-05,727.009428059334
2022-09-06,702.477468047259
2022-09-07,675.2908108441742
2022-09-08,664.4484932269633
2022-09-09,657.7184590881357
2022-09-12,647.6867491444962
2022-09-13,641.9526446627812
2022-09-14,650.0755521944857
2022-09-15,644.5386103631118
2022-09-16,634.9548564531591
2022-09-19,623.1119326099207
2022-09-20,643.9527204128699
2022-09-21,648.7969241506861
2022-09-22,653.7369116627962
2022-09-23,636.8666980176441
2022-09-26,643.030638608653
2022-09-27,627.9017698478248
2022-09-28,625.4730428549107
2022-09-29,644.5515425436278
2022-09-30,650.8787307113212
2022-10-03,638.6648230113349
2022-10-04,635.3524618330856
2022-10-05,635.284321141083
2022-10-06,649.7343282897964
2022-10-07,674.0429817564517
2022-10-10,665.1588459901764
2022-10-11,656.8890399509478
2022-10-12,668.1265370451728
2022-10-13,657.4833220887039
2022-10-14,669.1000000163608
2022-10-17,648.7040658656615
2022-10-18,655.6524967638537
2022-10-19,661.2835524093508
2022-10-20,646.3378993995324
2022-10-21,670.6936142394153
2022-10-24,692.4399755519346
2022-10-25,692.8664792895786
2022-10-26,700.186809868115
2022-10-27,699.2525054366366
2022-10-28,732.8658273939759
2022-10-31,742.8240861671511
2022-11-01,703.0260937389077
2022-11-02,687.2387821787919
2022-11-03,695.6133265616971
2022-11-04,662.0736304613187
2022-11-07,681.3546958869146
2022-11-08,679.2090964666028
2022-11-09,653.4853048541647
2022-11-10,650.470269830757
2022-11-11,641.8591996023782
2022-11-14,626.9002354834296
2022-11-15,632.7948485738804
2022-11-16,632.9665203569375
2022-11-17,626.2474633414115
2022-11-18,628.4399930937755
2022-11-21,617.9645390093823
2022-11-22,609.7887725298465
2022-11-23,599.1585060561127
2022-11-24,607.5709205202276
2022-11-25,591.4900590635838
2022-11-28,594.4550816620391
2022-11-29,612.069902439974
2022-11-30,608.804960755615
2022-12-01,610.5964242933314
2022-12-02,596.1081479778452
2022-12-05,614.1914029305898
2022-12-06,622.580998303213
2022-12-07,638.7389424527994
2022-12-08,629.95487577028
2022-12-09,624.3197071615499
2022-12-12,590.7346959469245
2022-12-13,588.7706593409212
2022-12-14,602.2626159216748
2022-12-15,600.228628700007
2022-12-16,599.2177058445305
2022-12-19,600.4443469816508
2022-12-20,594.279777856259
2022-12-21,589.4833408982631
2022-12-22,583.0885678459039
2022-12-23,582.6430078138923
2022-12-26,593.2330100581245
2022-12-27,595.1217616999616
2022-12-28,596.3114544228335
2022-12-29,598.5588559316373
2022-12-30,592.6764286436172
2023-01-02,563.8516139560194
2023-01-03,560.9572796015038
2023-01-04,541.2910782209409
2023-01-05,535.3593396317891
2023-01-06,551.3528744542955
2023-01-09,561.5746391030809
2023-01-10,552.3573860054606
2023-01-11,535.1230260288241
2023-01-12,521.7211545783689
2023-01-13,525.3477263342094
2023-01-16,526.2229817950108
2023-01-17,523.3034546414633
2023-01-18,511.33804491610215
2023-01-19,497.6179746652537
2023-01-20,489.0743864600087
2023-01-23,496.21769520752775
2023-01-24,502.3820490400872
2023-01-25,492.14127824791103
2023-01-26,503.99470562474124
2023-01-27,483.76883199379324
2023-01-30,486.5358696326402
2023-01-31,498.99759844667057
2023-02-01,492.5766642306276
2023-02-02,488.6240331768185
2023-02-03,496.356833488222
2023-02-06,493.3460643663769
2023-02-07,495.09088874722255
2023-02-08,513.7948518005235
2023-02-09,509.8921920901661
2023-02-10,517.6887989645035
2023-02-13,500.52744777833766
2023-02-14,487.7145188339671
2023-02-15,492.0350483761424
2023-02-16,473.06277401738635
2023-02-17,474.74201498727507
2023-02-20,470.72790629235527
2023-02-21,476.1326581132913
2023-02-22,476.8252496762885
2023-02-23,489.73982397096376
2023-02-24,484.22494888903793
2023-02-27,481.4027817165595
2023-02-28,456.64407354154685
2023-03-01,463.945100294389
2023-03-02,467.21018345088083
2023-03-03,462.0551338109567
2023-03-06,469.3518644432704
2023-03-07,465.5318975957941
2023-03-08,464.21879209170055
2023-03-09,434.51290609943095
2023-03-10,437.49039710973864
2023-03-13,438.6526159737473
2023-03-14,447.87452257787123
2023-03-15,441.54971871014504
2023-03-16,445.5263499610659
2023-03-17,446.34967557303605
2023-03-20,451.34799254588756
2023-03-21,463.29725516351914
2023-03-22,467.52523964194427
2023-03-23,474.81515810583846
2023-03-24,482.893754852777
2023-03-27,489.57388086197597
2023-03-28,488.9622069240192
2023-03-29,483.8338026226536
2023-03-30,484.88350917251614
2023-03-31,501.4116848137475
2023-04-03,498.8046762845095
2023-04-04,498.4092319815493
2023-04-05,507.4858669646084
2023-04-06,488.9068901094711
2023-04-07,462.70951091660936
2023-04-10,465.87278904506525
2023-04-11,482.02122427993635
2023-04-12,460.3228655562804
2023-04-13,457.79882965665035
2023-04-14,454.44297193059583
2023-04-17,442.19456051402443
2023-04-18,446.31852612407994
2023-04-19,432.0638944583998
2023-04-20,447.726046103702
2023-04-21,434.03495480207727
2023-04-24,428.77390752144373
2023-04-25,430.25190080225184
2023-04-26,430.05784424320797
2023-04-27,443.3192779699044
2023-04-28,442.49856630541075
2023-05-01,441.8671210756252
2023-05-02,439.21940681034243
2023-05-03,430.63005986623887
2023-05-04,440.8514217794131
2023-05-05,447.157329385127
2023-05-08,457.83071425842485
2023-05-09,458.131576829758
2023-05-10,478.0029804767218
2023-05-11,484.41496244635164
2023-05-12,487.6298371860708
2023-05-15,469.2200060088758
2023-05-16,484.41993199026984
2023-05-17,483.61755997987103
2023-05-18,484.96018119174926
2023-05-19,492.00536728112195
2023-05-22,491.0062399730766
2023-05-23,500.5647769689329
2023-05-24,490.1885685257467
2023-05-25,478.3413578939698
2023-05-26,468.8824471354994
2023-05-29,483.29281360184956
2023-05-30,503.6879756918167
2023-05-31,496.4751807877615
2023-06-01,496.26518551262785
2023-06-02,508.170838504833
2023-06-05,496.6345612597442
2023-06-06,502.8873976294505
2023-06-07,504.9544215263455
2023-06-08,498.8253320629799
2023-06-09,484.5292716630752
2023-06-12,492.04779007310805
2023-06-13,506.30533076502076
2023-06-14,493.58377129931165
2023-06-15,496.0580432739015
2023-06-16,509.1166851171612
2023-06-19,515.0521450707329
2023-06-20,514.8648311271302
2023-06-21,522.5020620613831
2023-06-22,516.1168298087009
2023-06-23,496.48163883379283
2023-06-26,510.23967906635505
2023-06-27,522.212781380365
2023-06-28,523.6641812753156
2023-06-29,519.5863900235585
2023-06-30,511.8358117394874
2023-07-03,509.84022138721775
2023-07-04,518.7688712188504
2023-07-05,540.308129094308
2023-07-06,551.440447368323
2023-07-07,556.7847864791784
2023-07-10,556.1594011585318
2023-07-11,548.9194785473122
2023-07-12,547.4504980714913
2023-07-13,559.1115153825342
2023-07-14,588.0185925008767
2023-07-17,583.4226928311415
2023-07-18,589.4568949831937
2023-07-19,616.0226424226701
2023-07-20,622.4002329052637
2023-07-21,652.8932435966743
2023-07-24,662.5045629232891
2023-07-25,673.2305899042001
2023-07-26,660.0826767138652
2023-07-27,669.1532798555451
2023-07-28,690.4425673199613
2023-07-31,695.943373971837
2023-08-01,690.3957021335768
2023-08-02,678.3373703836501
2023-08-03,674.931637511819
2023-08-04,696.1126856127458
2023-08-07,713.6851088610227
