Date,NOW
2020-04-06,183.04835217947425
2020-04-07,184.5990261952367
2020-04-08,189.51974283461476
2020-04-09,188.83962019118513
2020-04-10,188.82074971240596
2020-04-13,194.51759062389365
2020-04-14,202.32558653113097
2020-04-15,203.82532213297284
2020-04-16,199.57293224211216
2020-04-17,199.00637368231014
2020-04-20,196.00295871118115
2020-04-21,197.07332959864118
2020-04-22,199.10719986801854
2020-04-23,201.02242307125857
2020-04-24,206.47919208327454
2020-04-27,205.82205458088922
2020-04-28,199.92635582056448
2020-04-29,195.95387951232
2020-04-30,203.17914193061898
2020-05-01,202.9667796791952
2020-05-04,205.57590952072948
2020-05-05,214.52191232132733
2020-05-06,213.56045618948437
2020-05-07,205.23161927123485
2020-05-08,213.67187544677284
2020-05-11,210.7146965331768
2020-05-12,213.84607970007787
2020-05-13,205.03207211663565
2020-05-14,202.12597323814748
2020-05-15,208.66394898403752
2020-05-18,218.45794668326047
2020-05-19,220.18808286866675
2020-05-20,220.28130042872328
2020-05-21,226.23724878884065
2020-05-22,231.15694750839947
2020-05-25,237.98675527179796
2020-05-26,234.4223936602508
2020-05-27,237.08569702432314
2020-05-28,241.11130323280275
2020-05-29,238.68862892576365
2020-06-01,233.92003497800323
2020-06-02,222.294121295965
2020-06-03,218.49526569335478
2020-06-04,213.83454425459405
2020-06-05,214.0027096102995
2020-06-08,216.24063944595798
2020-06-09,224.68357770762265
2020-06-10,220.58402493934378
2020-06-11,220.84970737204745
2020-06-12,216.3337232768682
2020-06-15,217.0185184935338
2020-06-16,213.79371793582004
2020-06-17,211.46882092887338
2020-06-18,222.76194538566193
2020-06-19,232.3067774941674
2020-06-22,225.74128526520468
2020-06-23,228.95965772447283
2020-06-24,227.93025699422006
2020-06-25,221.4620411410289
2020-06-26,223.22728630655263
2020-06-29,228.47516781777236
2020-06-30,234.20263650023455
2020-07-01,235.8227270638872
2020-07-02,232.23389618506738
2020-07-03,226.96002011702
2020-07-06,225.74907435571282
2020-07-07,232.4882933142607
2020-07-08,232.15014493097502
2020-07-09,227.01056896956788
2020-07-10,230.96512388823652
2020-07-13,235.29162726794644
2020-07-14,234.37730168156168
2020-07-15,239.65978168914444
2020-07-16,247.92007897286743
2020-07-17,240.90574711182563
2020-07-20,249.29119646726076
2020-07-21,252.53576655006006
2020-07-22,262.1530904282486
2020-07-23,268.5058642323567
2020-07-24,280.4872372366333
2020-07-27,295.4585356559611
2020-07-28,276.6977836733451
2020-07-29,268.01189023610664
2020-07-30,281.3638131142123
2020-07-31,280.30264710185725
2020-08-03,279.6047732223981
2020-08-04,278.21058570637086
2020-08-05,280.404290255631
2020-08-06,291.51880076879763
2020-08-07,286.5483719850179
2020-08-10,286.09571287035254
2020-08-11,301.6601503453552
2020-08-12,302.7243024683234
2020-08-13,303.85193636205236
2020-08-14,307.41139338171433
2020-08-17,317.66546762991453
2020-08-18,321.6123285668149
2020-08-19,329.0894333968241
2020-08-20,314.63068747946124
2020-08-21,334.30912301330363
2020-08-24,331.52226348608224
2020-08-25,322.31068812107964
2020-08-26,326.6959140175291
2020-08-27,341.226076133117
2020-08-28,336.9295122395312
2020-08-31,343.09072575127357
2020-09-01,337.0912055484196
2020-09-02,333.25928909645774
2020-09-03,314.452259791271
2020-09-04,300.35190557493314
2020-09-07,296.98154120124605
2020-09-08,294.4067123857421
2020-09-09,295.01189248255446
2020-09-10,292.505065965984
2020-09-11,285.62808605661246
2020-09-14,286.0385843554774
2020-09-15,290.6701543823011
2020-09-16,301.4173536888861
2020-09-17,295.532597275344
2020-09-18,304.56307995368417
2020-09-21,314.48922385551447
2020-09-22,309.75866594957995
2020-09-23,309.7944220260179
2020-09-24,306.5079139877352
2020-09-25,303.70288700707687
2020-09-28,291.65290321656784
2020-09-29,291.92723968779615
2020-09-30,295.2188457280131
2020-10-01,293.79296144009066
2020-10-02,285.41819103217705
2020-10-05,286.20088480687724
2020-10-06,296.0566063840686
2020-10-07,288.8343415714213
2020-10-08,299.3896388374996
2020-10-09,295.27858187913665
2020-10-12,298.9198736683855
2020-10-13,305.64511551378223
2020-10-14,309.41302965703
2020-10-15,311.6859219458535
2020-10-16,327.57388041613865
2020-10-19,322.6594861094212
2020-10-20,325.3359199721731
2020-10-21,323.4215444961772
2020-10-22,321.73651681991794
2020-10-23,304.68258688876455
2020-10-26,302.6618382913383
2020-10-27,291.9143431583776
2020-10-28,292.7519644640171
2020-10-29,286.298823073615
2020-10-30,284.18265905005563
2020-11-02,270.13939363198926
2020-11-03,266.587731297849
2020-11-04,272.18139017981633
2020-11-05,279.75283900992315
2020-11-06,279.2361105312352
2020-11-09,284.42862102885846
2020-11-10,268.4324575632833
2020-11-11,259.60311625128617
2020-11-12,260.16043757189817
2020-11-13,247.4936563768544
2020-11-16,252.7289609225435
2020-11-17,250.46745649058238
2020-11-18,238.7510172887173
2020-11-19,233.7079141124042
2020-11-20,246.78981930378103
2020-11-23,242.3776248715245
2020-11-24,244.50185553246226
2020-11-25,241.8703260825424
2020-11-26,240.13489652924
2020-11-27,247.99922718891608
2020-11-30,245.59395337174828
2020-12-01,244.09414817230163
2020-12-02,243.14196036397925
2020-12-03,239.88593048333487
2020-12-04,241.16329691679994
2020-12-07,243.57045102385575
2020-12-08,251.63823574294634
2020-12-09,246.0682005813904
2020-12-10,251.02747913365468
2020-12-11,246.2945045395624
2020-12-14,254.83145015392498
2020-12-15,254.96685733863038
2020-12-16,253.94278280998915
2020-12-17,244.85004395638722
2020-12-18,244.4729518322647
2020-12-21,238.94170058151636
2020-12-22,240.61189804573542
2020-12-23,244.09781473160515
2020-12-24,250.09483440549653
2020-12-25,253.49493486547647
2020-12-28,243.11288712544555
2020-12-29,242.46779196940562
2020-12-30,240.1855729288893
2020-12-31,237.27590986131523
2021-01-01,229.38480599840813
2021-01-04,231.13291407958044
2021-01-05,224.2386020881051
2021-01-06,222.2857646237716
2021-01-07,217.19101766570014
2021-01-08,219.36160281494455
2021-01-11,214.31963936070574
2021-01-12,212.4061177839524
2021-01-13,212.7666709798658
2021-01-14,207.98849275358924
2021-01-15,197.9651052252926
2021-01-18,191.21183596493
2021-01-19,193.27001224448787
2021-01-20,192.2144448221899
2021-01-21,194.01077160107408
2021-01-22,197.2938521561148
2021-01-25,202.83638912264885
2021-01-26,194.3597000482658
2021-01-27,190.74841513045803
2021-01-28,194.549442139813
2021-01-29,194.6046428262521
2021-02-01,197.4130997407394
2021-02-02,201.00409305018903
2021-02-03,195.46210081133168
2021-02-04,195.51299037391652
2021-02-05,198.6806075637046
2021-02-08,198.55125087641593
2021-02-09,195.51104023749753
2021-02-10,200.34801574625243
2021-02-11,205.63831720974775
2021-02-12,201.6099888669077
2021-02-15,196.73326462481316
2021-02-16,192.42476448241985
2021-02-17,193.265453854257
2021-02-18,190.65342277951828
2021-02-19,195.62610514992832
2021-02-22,192.27740436384784
2021-02-23,189.72569431780795
2021-02-24,193.05648041157144
2021-02-25,186.24840627997156
2021-02-26,187.4119888733848
2021-03-01,193.59411211087374
2021-03-02,198.09893936580164
2021-03-03,204.0450924373243
2021-03-04,201.08615898711534
2021-03-05,196.84465916922827
2021-03-08,198.0908672971762
2021-03-09,192.69568420808747
2021-03-10,191.5376224612019
2021-03-11,195.53780849020177
2021-03-12,187.47212064489563
2021-03-15,191.33225500308563
2021-03-16,199.16704695291583
2021-03-17,188.6181787154346
2021-03-18,187.92237543348568
2021-03-19,176.8085293237173
2021-03-22,183.12849838305712
2021-03-23,191.1981115545263
2021-03-24,192.06014368648556
2021-03-25,192.29396602400357
2021-03-26,190.98370621373755
2021-03-29,193.1634164594048
2021-03-30,193.87555531797312
2021-03-31,186.17269166734457
2021-04-01,182.3494051905196
2021-04-02,187.07783093663164
2021-04-05,184.18585918687546
2021-04-06,183.24436496462195
2021-04-07,178.73287345930396
2021-04-08,178.43779876244375
2021-04-09,183.07984093193465
2021-04-12,178.6667859948107
2021-04-13,183.50314177597753
2021-04-14,182.39816502269127
2021-04-15,185.46947824668234
2021-04-16,182.89104123171214
2021-04-19,189.72824251457538
2021-04-20,189.26331220217958
2021-04-21,185.5900397507304
2021-04-22,191.63469200328058
2021-04-23,190.289710283958
2021-04-26,188.09976465155808
2021-04-27,187.24300494173238
2021-04-28,182.55570967436424
2021-04-29,181.87776005962382
2021-04-30,184.37092442834444
2021-05-03,179.73303549941798
2021-05-04,179.00230990037596
2021-05-05,169.1687979219166
2021-05-06,167.6462077106548
2021-05-07,170.1034784387391
2021-05-10,163.38152626776736
2021-05-11,163.86136006301126
2021-05-12,161.60888535019134
2021-05-13,159.04706111698957
2021-05-14,170.45774364096866
2021-05-17,172.59138780906838
2021-05-18,169.33306322714327
2021-05-19,168.95707523963767
2021-05-20,173.2314460569185
2021-05-21,168.67826934611097
2021-05-24,166.10428101537434
2021-05-25,167.7569889877564
2021-05-26,165.04708428109842
2021-05-27,172.10571290442465
2021-05-28,182.65441230725406
2021-05-31,185.17296225667
2021-06-01,188.49135859481555
2021-06-02,194.33527052051303
2021-06-03,199.23067619912257
2021-06-04,187.6887800732565
2021-06-07,185.49904008155772
2021-06-08,179.2735747655971
2021-06-09,173.18315564267976
2021-06-10,175.75669476130616
2021-06-11,169.4455628092129
2021-06-14,162.56086348780912
2021-06-15,160.68553241438468
2021-06-16,164.6482650293738
2021-06-17,155.30945114457452
2021-06-18,158.66491998851944
2021-06-21,170.55878679724066
2021-06-22,170.28580650502644
2021-06-23,167.33112526803941
2021-06-24,165.65749035143125
2021-06-25,160.7812431774638
2021-06-28,165.3409512157564
2021-06-29,159.7941507562455
2021-06-30,159.9405277701286
2021-07-01,155.01100328711965
2021-07-02,153.7583844002143
2021-07-05,153.80876788987214
2021-07-06,158.27512464452522
2021-07-07,162.19500330306488
2021-07-08,166.2932622175524
2021-07-09,171.22506861866202
2021-07-12,178.073276863973
2021-07-13,178.35928657971237
2021-07-14,173.0411388813874
2021-07-15,176.78022688442255
2021-07-16,178.57569641751422
2021-07-19,179.46119805151073
2021-07-20,180.99350343524432
2021-07-21,183.1168395554802
2021-07-22,180.79674288675082
2021-07-23,186.13686902353854
2021-07-26,176.89965686935042
2021-07-27,178.34249151407306
2021-07-28,180.97522912757145
2021-07-29,179.4702944505916
2021-07-30,183.76559390414576
2021-08-02,182.90263439556693
2021-08-03,180.3696495087012
2021-08-04,182.355917894838
2021-08-05,189.66902454625844
2021-08-06,186.58728840377995
2021-08-09,182.10170181016116
2021-08-10,187.44058995954228
2021-08-11,188.73339059352134
2021-08-12,179.85879056663907
2021-08-13,186.614994488527
2021-08-16,181.93298211128334
2021-08-17,173.95924039148227
2021-08-18,176.93073994128764
2021-08-19,174.59415323595735
2021-08-20,173.0221909625447
2021-08-23,168.06432664097443
2021-08-24,171.2334688664396
2021-08-25,169.28069101539884
2021-08-26,166.70317844974846
2021-08-27,165.92014264282207
2021-08-30,166.95315462400524
2021-08-31,172.87062125597558
2021-09-01,164.73789799095712
2021-09-02,168.7264723225575
2021-09-03,173.84883838496953
2021-09-06,163.89493529124059
2021-09-07,152.36328002177305
2021-09-08,149.09218873473841
2021-09-09,145.54053073415545
2021-09-10,144.58595818239795
2021-09-13,140.65280163329885
2021-09-14,147.50395227917076
2021-09-15,141.52085220848778
2021-09-16,143.59261219195758
2021-09-17,145.76604301749398
2021-09-20,145.820567547789
2021-09-21,142.73364952047143
2021-09-22,150.3607861503905
2021-09-23,154.73275387265326
2021-09-24,155.69107947860977
2021-09-27,156.21723012740858
2021-09-28,152.82252311036578
2021-09-29,144.66299156676794
2021-09-30,139.20100079850337
2021-10-01,133.92277999619992
2021-10-04,133.10373450582134
2021-10-05,128.60974841275942
2021-10-06,133.36482321196732
2021-10-07,129.64172946593882
2021-10-08,129.93989039970347
2021-10-11,126.41032593628564
2021-10-12,132.48707157317327
2021-10-13,131.42877549176464
2021-10-14,127.18135340196817
2021-10-15,126.73246974452844
2021-10-18,127.07984003616065
2021-10-19,130.3885943511005
2021-10-20,127.26183745660852
2021-10-21,123.71443767404595
2021-10-22,127.89851405445252
2021-10-25,119.01624519771816
2021-10-26,122.64690271767427
2021-10-27,118.21245542187697
2021-10-28,121.17519225399346
2021-10-29,122.27954172086382
2021-11-01,118.18381263466978
2021-11-02,112.97689613834274
2021-11-03,116.51080553962824
2021-11-04,115.62619906808169
2021-11-05,113.4974695862391
2021-11-08,112.980156156673
2021-11-09,110.10150352721173
2021-11-10,113.5661317558113
2021-11-11,107.90058114035854
2021-11-12,110.59344454170724
2021-11-15,111.24873472722022
2021-11-16,110.48710904145814
2021-11-17,115.5629769558836
2021-11-18,114.26272869123154
2021-11-19,112.57870186932107
2021-11-22,108.61197560604467
2021-11-23,108.18757338394893
2021-11-24,106.80937227854643
2021-11-25,104.63701887400444
2021-11-26,104.24004856403822
2021-11-29,105.55809723688226
2021-11-30,102.17794963836927
2021-12-01,100.36445879332314
2021-12-02,99.40619735297146
2021-12-03,98.92736279606098
2021-12-06,99.46003502881575
2021-12-07,98.05347947994562
2021-12-08,96.16057380854083
2021-12-09,101.0996837309933
2021-12-10,100.2117655101284
2021-12-13,101.11188741749041
2021-12-14,103.37688014319954
2021-12-15,106.4657170082884
2021-12-16,105.46885060000456
2021-12-17,109.39702956794497
2021-12-20,109.82785068861597
2021-12-21,114.87085847529987
2021-12-22,115.58335433433551
2021-12-23,115.25879283997298
2021-12-24,114.03843207898886
2021-12-27,112.3437082262788
2021-12-28,113.74460234651521
2021-12-29,113.20566011339302
2021-12-30,109.04198438238994
2021-12-31,107.30896658139082
2022-01-03,109.50506034759563
2022-01-04,111.476502374868
2022-01-05,104.75187414568389
2022-01-06,105.50715343448667
2022-01-07,107.01816717539769
2022-01-10,105.57964304480485
2022-01-11,109.16001457161352
2022-01-12,110.69027234981613
2022-01-13,113.1274779325954
2022-01-14,116.93518421930162
2022-01-17,122.12633941473928
2022-01-18,119.44355486372757
2022-01-19,117.44663719740849
2022-01-20,119.62907352363446
2022-01-21,121.69810451813973
2022-01-24,124.68974409577594
2022-01-25,126.62117163636827
2022-01-26,131.42757502933426
2022-01-27,129.41713471493262
2022-01-28,132.01544628816936
2022-01-31,128.6350328814305
2022-02-01,128.11700128426136
2022-02-02,127.54565812018328
2022-02-03,126.55961339800245
2022-02-04,123.11872206398488
2022-02-07,123.55512737502755
2022-02-08,118.45747361946536
2022-02-09,122.69914943510027
2022-02-10,125.0276442967937
2022-02-11,128.0107092879109
2022-02-14,127.93743502726238
2022-02-15,130.8370081796314
2022-02-16,131.45387620666637
2022-02-17,133.2526456870678
2022-02-18,137.60460314152448
2022-02-21,130.34787054174774
2022-02-22,126.65518293370218
2022-02-23,124.83703229457976
2022-02-24,125.64237969869984
2022-02-25,125.81762429556039
2022-02-28,123.03514229717186
2022-03-01,119.37383141089423
2022-03-02,113.0238016315673
2022-03-03,110.91137585162117
2022-03-04,109.46667361282555
2022-03-07,111.10172173816474
2022-03-08,108.46712166063637
2022-03-09,104.80024875878688
2022-03-10,104.60412653347011
2022-03-11,103.26507413484431
2022-03-14,102.04622768846326
2022-03-15,101.51796270912175
2022-03-16,101.45783559595819
2022-03-17,98.316243069497
2022-03-18,100.97642718321288
2022-03-21,100.45228342346826
2022-03-22,98.1638351157007
2022-03-23,96.12569056774657
2022-03-24,95.29220873095184
2022-03-25,94.06504283572042
2022-03-28,86.4896230178892
2022-03-29,91.17849478431006
2022-03-30,88.44436947781858
2022-03-31,92.74342998677919
2022-04-01,92.06813392228746
2022-04-04,90.60661427628219
2022-04-05,92.84175726177341
2022-04-06,93.26405556068771
2022-04-07,89.66170112267535
2022-04-08,91.50236568598815
2022-04-11,85.93881339250103
2022-04-12,82.78725057291012
2022-04-13,79.72021586263023
2022-04-14,81.13776503726423
2022-04-15,81.6543987757342
2022-04-18,79.06554167956865
2022-04-19,78.12398547212035
2022-04-20,76.67515033399617
2022-04-21,78.24566004867002
2022-04-22,74.16982750269565
2022-04-25,74.11794688727119
2022-04-26,72.71534230849379
2022-04-27,77.63947659734238
2022-04-28,78.59727329485276
2022-04-29,76.16768092068028
2022-05-02,77.46105399618422
2022-05-03,74.48290914960727
2022-05-04,77.8913975605478
2022-05-05,79.38102083661764
2022-05-06,76.0813743999862
2022-05-09,77.10353733877902
2022-05-10,73.30273328297474
2022-05-11,76.21391814435405
2022-05-12,78.01414311972877
2022-05-13,76.91042005368945
2022-05-16,76.24017876621019
2022-05-17,73.91597267590743
2022-05-18,74.24420324642372
2022-05-19,74.27966976512002
2022-05-20,75.23796423971223
2022-05-23,75.83846981274415
2022-05-24,75.67567881045034
2022-05-25,75.81184583486728
2022-05-26,72.04661340496523
2022-05-27,71.6218008137753
2022-05-30,71.9152601896401
2022-05-31,70.08236978725364
2022-06-01,68.64088247942304
2022-06-02,71.19343529703501
2022-06-03,69.96944756285275
2022-06-06,70.1460030418767
2022-06-07,72.81696626713462
2022-06-08,74.07712487812543
2022-06-09,74.7413735540375
2022-06-10,73.65010970651755
2022-06-13,75.51660667460095
2022-06-14,75.13739396626268
2022-06-15,76.99657013996206
2022-06-16,76.67071801549864
2022-06-17,73.1095297657841
2022-06-20,73.4943923267753
2022-06-21,72.89523620054273
2022-06-22,73.76190782856402
2022-06-23,69.34756178763094
2022-06-24,69.02677260265406
2022-06-27,69.68414168206806
2022-06-28,71.3268394828093
2022-06-29,71.08159162111275
2022-06-30,70.6196861982501
2022-07-01,68.89044206182905
2022-07-04,68.70480205078245
2022-07-05,68.978455086173
2022-07-06,71.12124970746042
2022-07-07,70.35104102901433
2022-07-08,72.646288074049
2022-07-11,72.40541199393807
2022-07-12,72.94198804845114
2022-07-13,74.85725856938033
2022-07-14,74.0637178045884
2022-07-15,73.21118756319721
2022-07-18,77.56530221690565
2022-07-19,78.8448372479059
2022-07-20,75.57340825949004
2022-07-21,75.61107038797749
2022-07-22,73.16219049155741
2022-07-25,73.43104948092177
2022-07-26,72.66032963005173
2022-07-27,73.41569235980067
2022-07-28,72.3676453193564
2022-07-29,73.90713095710733
2022-08-01,77.35973641361758
2022-08-02,78.72211802419069
2022-08-03,79.68020992013479
2022-08-04,81.8892234583108
2022-08-05,82.43810283901624
2022-08-08,80.52018078058077
2022-08-09,80.05495376809927
2022-08-10,78.98556320436744
2022-08-11,77.4228159171992
2022-08-12,78.4539340072871
2022-08-15,75.0188478036189
2022-08-16,74.38579069001952
2022-08-17,71.25285638971623
2022-08-18,72.35380489931248
2022-08-19,69.79912766289156
2022-08-22,72.56351418997839
2022-08-23,72.03220307471858
2022-08-24,73.54604194866376
2022-08-25,72.36857655096071
2022-08-26,70.72164543622569
2022-08-29,71.25500135875237
2022-08-30,70.73829832107647
2022-08-31,70.24833529235201
2022-09-01,68.76443958486814
2022-09-02,69.28616505107293
2022-09-05,69.01602890912704
2022-09-06,67.62875880246855
2022-09-07,68.27393938645469
2022-09-08,68.74888069435404
2022-09-09,68.41956736383239
2022-09-12,69.53761100258606
2022-09-13,69.2686254221534
2022-09-14,68.83217860456055
2022-09-15,69.92539869230492
2022-09-16,71.37032217153761
2022-09-19,72.66080758520152
2022-09-20,73.2224238996263
2022-09-21,73.12347727510965
2022-09-22,72.0099349506438
2022-09-23,73.51811998366647
2022-09-26,73.29906078380644
2022-09-27,77.04449757091328
2022-09-28,75.05125083345563
2022-09-29,75.39612703226022
2022-09-30,71.25941313358152
2022-10-03,74.12680606588934
2022-10-04,71.96332280974941
2022-10-05,70.31448084292865
2022-10-06,71.0974132804529
2022-10-07,69.3488146652591
2022-10-10,73.86413386683647
2022-10-11,76.27714675696134
2022-10-12,76.29147793393486
2022-10-13,79.13022987732359
2022-10-14,82.25979949651858
2022-10-17,81.5017698074842
2022-10-18,82.23930617979451
2022-10-19,84.38946256933774
2022-10-20,81.743549324938
2022-10-21,84.77480647894012
2022-10-24,88.1494808637671
2022-10-25,90.03629626686329
2022-10-26,88.52928447699637
2022-10-27,86.99123039885029
2022-10-28,86.30434309547502
2022-10-31,85.69193796637792
2022-11-01,84.9935814559747
2022-11-02,87.15392338685135
2022-11-03,86.41069025533584
2022-11-04,82.0353360598748
2022-11-07,82.2420625822214
2022-11-08,82.130020486887
2022-11-09,83.18584812102179
2022-11-10,81.16437075795152
2022-11-11,80.34432170137147
2022-11-14,78.54891882634365
2022-11-15,79.0507173847274
2022-11-16,77.30270498176644
2022-11-17,77.12930514252326
2022-11-18,75.80801808988275
2022-11-21,75.34318061673949
2022-11-22,74.62906429905752
2022-11-23,77.37323397796537
2022-11-24,77.09090422123798
2022-11-25,77.92045484944924
2022-11-28,76.10054465794877
2022-11-29,77.15462964296162
2022-11-30,74.70265845408105
2022-12-01,78.03551381160146
2022-12-02,78.51227736124099
2022-12-05,79.85107259882466
2022-12-06,79.93449415724488
2022-12-07,81.97358902024916
2022-12-08,80.48257096048935
2022-12-09,83.02501322283074
2022-12-12,83.52416589092329
2022-12-13,84.67847343747884
2022-12-14,85.29065791581998
2022-12-15,83.66388687286742
2022-12-16,84.08058523439168
2022-12-19,84.08782112864111
2022-12-20,83.13532721603895
2022-12-21,80.22860502463308
2022-12-22,79.77650574352708
2022-12-23,79.32409206520913
2022-12-26,79.07501331347764
2022-12-27,78.50369297213686
2022-12-28,77.22340944161176
2022-12-29,77.21277060450052
2022-12-30,78.03641301458991
2023-01-02,81.71613074437829
2023-01-03,82.51458324827367
2023-01-04,85.6844680395335
2023-01-05,87.1932093405086
2023-01-06,86.43053316238729
2023-01-09,89.4171859071887
2023-01-10,88.8826020566746
2023-01-11,92.25860483050943
2023-01-12,90.73176615929356
2023-01-13,93.2214435197077
2023-01-16,93.91463655627824
2023-01-17,92.4044988767092
2023-01-18,92.64474430568272
2023-01-19,91.94390028707518
2023-01-20,90.4819893431761
2023-01-23,93.3531071906155
2023-01-24,94.90478385734149
2023-01-25,95.05458180612773
2023-01-26,92.68258692468433
2023-01-27,95.58981091946183
2023-01-30,94.64274664822638
2023-01-31,93.07018793933646
2023-02-01,92.12316750040245
2023-02-02,91.53386755615468
2023-02-03,88.83578847239868
2023-02-06,86.99629954609763
2023-02-07,92.69019999826496
2023-02-08,90.56474614006636
2023-02-09,93.5826480084447
2023-02-10,93.19415618382953
2023-02-13,89.42177596475118
2023-02-14,89.52347272330876
2023-02-15,93.31283859674848
2023-02-16,90.59294609794502
2023-02-17,94.93255574589033
2023-02-20,88.80202594140412
2023-02-21,91.3275735540609
2023-02-22,96.5069152370099
2023-02-23,98.77731338115774
2023-02-24,101.31161326138039
2023-02-27,101.28820587831572
2023-02-28,100.73107151476482
2023-03-01,101.61734453148485
2023-03-02,99.85242207832063
2023-03-03,99.03760751954287
2023-03-06,98.7972027611209
2023-03-07,98.03788469342257
2023-03-08,101.5249340989049
2023-03-09,98.32539626452746
2023-03-10,99.36982954451192
2023-03-13,102.04041798586377
2023-03-14,104.58800065865888
2023-03-15,103.63334682978544
2023-03-16,104.82437453317907
2023-03-17,110.11516136562211
2023-03-20,109.62568457883656
2023-03-21,115.90793412815182
2023-03-22,115.56406976072182
2023-03-23,116.30808398803914
2023-03-24,116.55316968380691
2023-03-27,113.15524037064255
2023-03-28,110.90304052072719
2023-03-29,111.80524897053954
2023-03-30,112.60831014085659
2023-03-31,116.8756817718486
2023-04-03,113.68434622830738
2023-04-04,111.3873263380877
2023-04-05,109.87893500435587
2023-04-06,110.87571422159844
2023-04-07,109.35080978541197
2023-04-10,108.37973192360455
2023-04-11,104.68333865214879
2023-04-12,100.00627770147783
2023-04-13,102.45431014054034
2023-04-14,100.86528363276422
2023-04-17,103.35894711465836
2023-04-18,105.66738087860803
2023-04-19,104.75339041878571
2023-04-20,109.01903939517781
2023-04-21,111.59930125674495
2023-04-24,111.00059854964238
2023-04-25,109.7663828265088
2023-04-26,110.85658666640097
2023-04-27,114.95893756537923
2023-04-28,114.23352001560396
2023-05-01,115.00029756070938
2023-05-02,116.57702951840696
2023-05-03,115.61160044734939
2023-05-04,115.91531779630039
2023-05-05,114.06559668890067
2023-05-08,113.4377169531376
2023-05-09,114.85703715586942
2023-05-10,117.06865281033589
2023-05-11,116.86874347312788
2023-05-12,117.65873238109886
2023-05-15,120.4286567247682
2023-05-16,113.25895237318048
2023-05-17,115.86050521551788
2023-05-18,113.80662862921226
2023-05-19,118.45539100987507
2023-05-22,118.86870885832445
2023-05-23,121.21757433498317
2023-05-24,119.44754059492531
2023-05-25,114.95653324558049
2023-05-26,115.56130013293331
2023-05-29,113.48858058116514
2023-05-30,117.10498165247502
2023-05-31,113.76191183740671
2023-06-01,117.51670505506462
2023-06-02,119.61183655373257
2023-06-05,115.91924415772584
2023-06-06,117.78648832093215
2023-06-07,116.29101983927066
2023-06-08,119.3979011815676
2023-06-09,122.73788282389648
2023-06-12,128.19433499896817
2023-06-13,124.5406494851479
2023-06-14,120.23847465650299
2023-06-15,120.4124615057381
2023-06-16,125.5784240606792
2023-06-19,128.13396753234667
2023-06-20,130.08755432045135
2023-06-21,129.95187166089354
2023-06-22,130.1686028425695
2023-06-23,129.6337939535813
2023-06-26,131.7106068555443
2023-06-27,134.94666454662496
2023-06-28,137.25563225170953
2023-06-29,141.6853947266352
2023-06-30,144.37221229575158
2023-07-03,142.2310920993158
2023-07-04,140.7526382355774
2023-07-05,136.64293457904458
2023-07-06,136.1895774072957
2023-07-07,137.6221113133027
2023-07-10,139.83893374635335
2023-07-11,139.43723157242155
2023-07-12,142.35179968334643
2023-07-13,140.9986555655388
2023-07-14,149.0696883368078
2023-07-17,149.62715924995632
2023-07-18,149.53847717171107
2023-07-19,144.20921628239927
2023-07-20,147.65742244633117
2023-07-21,145.3418810785932
2023-07-24,146.39998911721375
2023-07-25,146.30522133662174
2023-07-26,148.32385245259348
2023-07-27,142.99401086540394
2023-07-28,147.13923796141103
2023-07-31,147.74524015139875
