Date,ZS
2020-04-13,154.77315926229463
2020-04-14,156.0899335088784
2020-04-15,157.60103543398847
2020-04-16,157.62148736779307
2020-04-17,160.1317287691796
2020-04-20,157.07444007654001
2020-04-21,155.27228603766673
2020-04-22,151.82760373375353
2020-04-23,152.08856194868187
2020-04-24,154.9568389905014
2020-04-27,155.55679228308298
2020-04-28,156.73999785619338
2020-04-29,159.36492378942086
2020-04-30,161.09597638636532
2020-05-01,165.3075130785901
2020-05-04,163.55900491001017
2020-05-05,164.26482829495458
2020-05-06,162.50600528978785
2020-05-07,161.25562832190207
2020-05-08,163.22156626311894
2020-05-11,164.25076490152168
2020-05-12,167.2076150782469
2020-05-13,167.22668116996488
2020-05-14,168.05985882158316
2020-05-15,168.73732191232892
2020-05-18,169.1662655517126
2020-05-19,170.6085301858987
2020-05-20,171.0507991646382
2020-05-21,170.18457336113605
2020-05-22,170.77082246319029
2020-05-25,169.0134143970589
2020-05-26,173.28253482523462
2020-05-27,173.80149760110956
2020-05-28,174.6708006214834
2020-05-29,174.06661872653575
2020-06-01,171.92331196854218
2020-06-02,172.92708314672248
2020-06-03,171.91059580472538
2020-06-04,168.63684159020718
2020-06-05,170.17191478145557
2020-06-08,168.51381277652416
2020-06-09,167.2248641092212
2020-06-10,167.6823318333574
2020-06-11,167.91976244971733
2020-06-12,165.4596440726703
2020-06-15,168.10227185672738
2020-06-16,168.093487751046
2020-06-17,168.82389302056677
2020-06-18,169.60909030708473
2020-06-19,168.52713551123045
2020-06-22,168.01963271113058
2020-06-23,170.1966707721285
2020-06-24,171.6255460703152
2020-06-25,173.10236650762477
2020-06-26,173.87279964286546
2020-06-29,178.14140390439715
2020-06-30,177.94736395114234
2020-07-01,181.18134531020726
2020-07-02,180.86683652106618
2020-07-03,180.922061007659
2020-07-06,179.79822247260657
2020-07-07,181.49344941045595
2020-07-08,180.103137658548
2020-07-09,181.912503453747
2020-07-10,178.20289122807105
2020-07-13,175.28553839693177
2020-07-14,174.70467406541496
2020-07-15,171.89433923062433
2020-07-16,170.8347914521714
2020-07-17,170.1664231960466
2020-07-20,170.67637017825416
2020-07-21,166.91983529639774
2020-07-22,167.0343287677407
2020-07-23,163.0171132363348
2020-07-24,161.32351516984784
2020-07-27,161.034653749095
2020-07-28,160.89565284812065
2020-07-29,159.81111067768498
2020-07-30,158.34262849584374
2020-07-31,159.01266369624145
2020-08-03,162.8640090241466
2020-08-04,163.73710432893066
2020-08-05,163.47046548312665
2020-08-06,164.96462876986442
2020-08-07,168.44042219901334
2020-08-10,168.51931352393825
2020-08-11,166.83801383310845
2020-08-12,167.80609901985244
2020-08-13,168.96219797862855
2020-08-14,169.77651861116655
2020-08-17,170.13185007897638
2020-08-18,169.40400029336726
2020-08-19,168.50420773831124
2020-08-20,168.64784220899423
2020-08-21,168.17213282211335
2020-08-24,168.11321367113524
2020-08-25,166.89092279452157
2020-08-26,170.91627798384746
2020-08-27,170.39616802726283
2020-08-28,169.67982403583017
2020-08-31,168.4319513904582
2020-09-01,169.63744691800215
2020-09-02,170.65053107574454
2020-09-03,171.05399450375455
2020-09-04,169.08597220519945
2020-09-07,173.31401985660884
2020-09-08,172.6440955910623
2020-09-09,175.44979255160086
2020-09-10,174.226400460953
2020-09-11,175.2628150340403
2020-09-14,177.26610347296332
2020-09-15,174.45479621667545
2020-09-16,178.73987913329537
2020-09-17,178.25837355719946
2020-09-18,179.67395897447537
2020-09-21,181.98435231113197
2020-09-22,177.60775110793261
2020-09-23,176.60744940607836
2020-09-24,172.7322024930837
2020-09-25,173.97218508858865
2020-09-28,175.0838793683527
2020-09-29,174.70447638049288
2020-09-30,171.3550843130767
2020-10-01,170.42393475897444
2020-10-02,169.5491565725125
2020-10-05,169.120756137475
2020-10-06,166.05547128589672
2020-10-07,167.5731086813422
2020-10-08,169.53779333985784
2020-10-09,168.86431031646552
2020-10-12,167.93705368973698
2020-10-13,170.55084423188
2020-10-14,168.69911756794042
2020-10-15,170.17577420469237
2020-10-16,169.14974749205317
2020-10-19,169.32621177291446
2020-10-20,169.87495433576422
2020-10-21,171.5738503410188
2020-10-22,176.86544495148235
2020-10-23,178.28504387609303
2020-10-26,179.39700367821436
2020-10-27,182.0672328174206
2020-10-28,181.43481149864624
2020-10-29,183.07966522023952
2020-10-30,180.36235803543343
2020-11-02,183.0757876444321
2020-11-03,185.79386906503922
2020-11-04,186.8178327851328
2020-11-05,187.4948474175523
2020-11-06,186.19992744328238
2020-11-09,184.39935207386782
2020-11-10,185.0627132767598
2020-11-11,188.9252403406164
2020-11-12,190.8038192218736
2020-11-13,190.5841981216275
2020-11-16,187.576251695338
2020-11-17,188.18969429454438
2020-11-18,189.6538451752149
2020-11-19,189.924248365375
2020-11-20,189.65782476139353
2020-11-23,185.59580572013897
2020-11-24,185.67059065710075
2020-11-25,184.98179340571204
2020-11-26,184.58243449474406
2020-11-27,182.86115664667534
2020-11-30,183.1151644061198
2020-12-01,185.51725992701301
2020-12-02,185.5444270359879
2020-12-03,182.35110408398572
2020-12-04,182.92745070590198
2020-12-07,183.4562160897633
2020-12-08,180.23502195463928
2020-12-09,177.1709188343772
2020-12-10,176.63495999728784
2020-12-11,175.72738167468063
2020-12-14,176.15595958368772
2020-12-15,177.9003135707442
2020-12-16,175.5363027042122
2020-12-17,175.62703080630268
2020-12-18,173.88440617825114
2020-12-21,172.48287576098537
2020-12-22,170.65811570738686
2020-12-23,171.22311474369752
2020-12-24,171.03638788410524
2020-12-25,170.61424518456874
2020-12-28,176.77868282832796
2020-12-29,181.41278171419583
2020-12-30,183.2426796881955
2020-12-31,180.78181444042116
2021-01-01,183.3660701283921
2021-01-04,186.56316828921834
2021-01-05,184.32044848098312
2021-01-06,186.8973936560286
2021-01-07,186.77355972553264
2021-01-08,187.02534410295513
2021-01-11,184.87750310577516
2021-01-12,187.26307582701398
2021-01-13,187.3061607958237
2021-01-14,184.91384783741603
2021-01-15,184.01906797246266
2021-01-18,182.49566336249953
2021-01-19,186.26228220370635
2021-01-20,183.75354125163133
2021-01-21,186.6867585484836
2021-01-22,188.1454232158678
2021-01-25,184.09254314300628
2021-01-26,186.7476355660508
2021-01-27,187.99687554128727
2021-01-28,187.72057945817798
2021-01-29,189.4711645127031
2021-02-01,191.85480564254095
2021-02-02,190.34444468271477
2021-02-03,188.41629685069265
2021-02-04,184.35585468568746
2021-02-05,183.50206769112145
2021-02-08,184.24399575298364
2021-02-09,187.73297420064665
2021-02-10,188.9174971426055
2021-02-11,188.2100875688767
2021-02-12,186.97745078616595
2021-02-15,186.0949918127901
2021-02-16,186.71477433526934
2021-02-17,181.19498236573412
2021-02-18,179.13615701927924
2021-02-19,177.28775793534788
2021-02-22,177.3383601100748
2021-02-23,172.67909453409396
2021-02-24,172.46411608288668
2021-02-25,169.19732408406188
2021-02-26,165.33126668031338
2021-03-01,162.54545494379877
2021-03-02,166.0534439414523
2021-03-03,168.80269619014197
2021-03-04,169.6220991965227
2021-03-05,169.67210240280718
2021-03-08,172.45338841959628
2021-03-09,172.96919760364702
2021-03-10,173.82347246859925
2021-03-11,172.77869058597767
2021-03-12,171.8260055947727
2021-03-15,173.9739412662558
2021-03-16,176.73699662749598
2021-03-17,175.62943655965924
2021-03-18,173.78473558058892
2021-03-19,174.3722470596421
2021-03-22,175.06343216995413
2021-03-23,173.86575153759344
2021-03-24,172.9683644449893
2021-03-25,174.63278931987438
2021-03-26,175.5484481645851
2021-03-29,176.2660673973887
2021-03-30,176.384032583933
2021-03-31,179.3780625218929
2021-04-01,175.58274438542773
2021-04-02,173.95828281830788
2021-04-05,172.02975539622844
2021-04-06,169.9447200735909
2021-04-07,170.01927510462704
2021-04-08,169.37022242941333
2021-04-09,167.65932673209034
2021-04-12,169.36158585602078
2021-04-13,169.6540185491059
2021-04-14,169.9176879401986
2021-04-15,167.67068551868695
2021-04-16,168.15595653074942
2021-04-19,170.02065230903423
2021-04-20,168.55220573729912
2021-04-21,170.34315289501907
2021-04-22,168.3419207381909
2021-04-23,167.31548360403602
2021-04-26,168.73050453965473
2021-04-27,167.95080247596326
2021-04-28,170.15230605107047
2021-04-29,165.93963434348854
2021-04-30,163.87867684979508
2021-05-03,162.33812630771857
2021-05-04,160.5451591017684
2021-05-05,163.3595326567104
2021-05-06,162.7406355385807
2021-05-07,162.7914200725341
2021-05-10,162.12189820320748
2021-05-11,162.55588369742722
2021-05-12,163.28335551389898
2021-05-13,164.2183764526762
2021-05-14,164.0318378563627
2021-05-17,162.9964143730704
2021-05-18,162.38930569745688
2021-05-19,162.2531623001105
2021-05-20,162.90216254276567
2021-05-21,158.0476004605395
2021-05-24,159.2901006033694
2021-05-25,157.85539670749156
2021-05-26,160.90143126030497
2021-05-27,159.39662419707568
2021-05-28,157.9671164125747
2021-05-31,157.98143740724407
2021-06-01,156.84785247509564
2021-06-02,157.78325736501773
2021-06-03,154.75414167374657
2021-06-04,153.8733291606535
2021-06-07,152.3725230046508
2021-06-08,151.2079667054896
2021-06-09,152.14280899858727
2021-06-10,148.35549125423634
2021-06-11,147.55537890016686
2021-06-14,150.28282367542485
2021-06-15,150.0552039067878
2021-06-16,151.0529233758173
2021-06-17,149.142314132098
2021-06-18,150.0362485977091
2021-06-21,150.75232391056363
2021-06-22,152.92580351913068
2021-06-23,152.36906942885628
2021-06-24,154.23581323526957
2021-06-25,154.03586205175347
2021-06-28,157.53496911793687
2021-06-29,157.87233105400546
2021-06-30,157.32299643784853
2021-07-01,157.783013125387
2021-07-02,159.86811637365912
2021-07-05,158.50300816144053
2021-07-06,161.51863504579688
2021-07-07,162.60236654716843
2021-07-08,165.34055435902823
2021-07-09,165.00809902031796
2021-07-12,162.9668406812978
2021-07-13,165.0230170094509
2021-07-14,165.15036050016002
2021-07-15,163.93707632934365
2021-07-16,166.63768927697953
2021-07-19,166.38085010519674
2021-07-20,164.52416019774685
2021-07-21,166.605650802604
2021-07-22,168.15756419235169
2021-07-23,167.77877518084418
2021-07-26,169.81068679007805
2021-07-27,170.8407083233499
2021-07-28,167.55277289529923
2021-07-29,169.7160208669571
2021-07-30,169.1160800249431
2021-08-02,169.42161932841952
2021-08-03,166.03749642965693
2021-08-04,163.75324082531856
2021-08-05,162.55097695826603
2021-08-06,162.43446600021292
2021-08-09,163.35548083306495
2021-08-10,161.64394795663426
2021-08-11,161.11110325001331
2021-08-12,161.41883955388647
2021-08-13,160.76057933132458
2021-08-16,161.79838983040997
2021-08-17,159.3915101068071
2021-08-18,160.32699547437596
2021-08-19,161.37362851575315
2021-08-20,168.39728514449274
2021-08-23,167.2508212396617
2021-08-24,167.95185160604925
2021-08-25,169.80881038829094
2021-08-26,169.51676349892227
2021-08-27,170.805368214942
2021-08-30,172.12454403501573
2021-08-31,174.3785235723472
2021-09-01,171.4675275750544
2021-09-02,172.17768295583426
2021-09-03,168.70126158255962
2021-09-06,169.7389463297942
2021-09-07,166.3530078890657
2021-09-08,166.5605914572123
2021-09-09,168.74183591831635
2021-09-10,168.0410884967177
2021-09-13,170.43604398955304
2021-09-14,173.4956976620503
2021-09-15,176.87387241991638
2021-09-16,176.551362494715
2021-09-17,172.14255220843998
2021-09-20,171.56248958383247
2021-09-21,169.64062405687764
2021-09-22,168.34255669074471
2021-09-23,166.8954655421143
2021-09-24,165.75240360618324
2021-09-27,167.11918727070773
2021-09-28,167.26743608072738
2021-09-29,167.2784082688858
2021-09-30,169.00003216539704
2021-10-01,171.4414777536912
2021-10-04,173.1867678282429
2021-10-05,174.69472156431206
2021-10-06,175.15496534103258
2021-10-07,177.13027610742648
2021-10-08,177.6826145088809
2021-10-11,178.499755387737
2021-10-12,177.83363264938953
2021-10-13,178.9235124117509
2021-10-14,182.39253754117496
2021-10-15,178.29944848250204
2021-10-18,175.44153660338498
2021-10-19,176.09477720765062
2021-10-20,179.84948785563702
2021-10-21,178.0296688649
2021-10-22,176.66208033568856
2021-10-25,176.05403459869547
2021-10-26,178.4141429002508
2021-10-27,177.49641421900634
2021-10-28,178.8968861275632
2021-10-29,180.87399279409345
2021-11-01,181.15088906534365
2021-11-02,179.7529237115542
2021-11-03,180.3856384481277
2021-11-04,183.9975344675432
2021-11-05,185.04374945976966
2021-11-08,186.30579057385182
2021-11-09,186.43836693733738
2021-11-10,188.84543274109745
2021-11-11,187.1846376328054
2021-11-12,192.02843631293968
2021-11-15,189.45086510576957
2021-11-16,188.41016454322465
2021-11-17,188.98465202305246
2021-11-18,188.59940933558326
2021-11-19,190.17361655855916
2021-11-22,189.09170946751615
2021-11-23,194.3145948897419
2021-11-24,192.9990149325635
2021-11-25,192.8116935848325
2021-11-26,198.072482624277
2021-11-29,202.65874466850553
2021-11-30,200.1619771382967
2021-12-01,201.65743100632878
2021-12-02,201.03131110263698
2021-12-03,202.05868738298614
2021-12-06,200.61752468298536
2021-12-07,201.81944377716349
2021-12-08,200.97500513458596
2021-12-09,204.45765147105013
2021-12-10,207.71143453163833
2021-12-13,205.463235961502
2021-12-14,204.72479264359112
2021-12-15,204.02235117822556
2021-12-16,203.67409361712262
2021-12-17,209.10399842396512
2021-12-20,208.05787463600475
2021-12-21,208.80266637771996
2021-12-22,207.2568984884901
2021-12-23,208.54341951905255
2021-12-24,207.97421942545836
2021-12-27,210.0439254455254
2021-12-28,211.45951503589876
2021-12-29,210.2712836517997
2021-12-30,207.48602462565677
2021-12-31,206.0765788623595
2022-01-03,205.9040744191972
2022-01-04,208.79632744923836
2022-01-05,209.08992512199544
2022-01-06,207.840318158248
2022-01-07,206.11989302344483
2022-01-10,207.94660645364831
2022-01-11,208.14026553320144
2022-01-12,208.9971853564319
2022-01-13,211.26735697323522
2022-01-14,213.56674052238407
2022-01-17,215.12311080534613
2022-01-18,214.84286596297838
2022-01-19,209.67723320054012
2022-01-20,213.30950333356427
2022-01-21,210.42287807486133
2022-01-24,210.96682327480804
2022-01-25,210.77097099497158
2022-01-26,210.66538136151792
2022-01-27,207.38747046283893
2022-01-28,209.81677815659478
2022-01-31,212.3218689235431
2022-02-01,212.5631624728994
2022-02-02,215.00882994499023
2022-02-03,215.96083458557965
2022-02-04,215.19895986217762
2022-02-07,217.6682928976102
2022-02-08,220.2127640456032
2022-02-09,215.92295638966166
2022-02-10,215.04888540880523
2022-02-11,217.29108191423637
2022-02-14,217.95512451902187
2022-02-15,222.26809958074043
2022-02-16,222.2978488254912
2022-02-17,221.27431665511045
2022-02-18,221.900831717207
2022-02-21,225.42106636148836
2022-02-22,224.5302087241195
2022-02-23,222.61716466215657
2022-02-24,223.3080182384077
2022-02-25,221.43023659245955
2022-02-28,220.30170566469775
2022-03-01,220.15324822769543
2022-03-02,221.45517504377506
2022-03-03,223.96829516970368
2022-03-04,223.43185038530672
2022-03-07,221.51660529558157
2022-03-08,223.74213951316293
2022-03-09,222.67106679337437
2022-03-10,223.90458007318398
2022-03-11,225.991214463379
2022-03-14,222.19195699546023
2022-03-15,218.8690226009435
2022-03-16,220.62646332485986
2022-03-17,219.25049475588142
2022-03-18,217.96775461723487
2022-03-21,222.30672995759323
2022-03-22,221.23137785911163
2022-03-23,221.0948355597216
2022-03-24,219.4711989312971
2022-03-25,220.32315580056124
2022-03-28,222.5612754102644
2022-03-29,222.2097505135559
2022-03-30,224.9827748661454
2022-03-31,225.6423289134234
2022-04-01,228.6952126906697
2022-04-04,229.61967836331084
2022-04-05,234.2924821016265
2022-04-06,232.12012834183184
2022-04-07,235.28064119480374
2022-04-08,231.1702310545494
2022-04-11,231.4668083216521
2022-04-12,232.4675334119921
2022-04-13,229.89990265159042
2022-04-14,231.00136814998575
2022-04-15,232.90310352545373
2022-04-18,230.77738361168267
2022-04-19,231.9411258878473
2022-04-20,233.72533497471082
2022-04-21,236.37755113157343
2022-04-22,231.46391101576776
2022-04-25,226.01377680914112
2022-04-26,227.86585817321617
2022-04-27,227.1665857420038
2022-04-28,224.59808892116507
2022-04-29,226.81736845584774
2022-05-02,227.26508638292168
2022-05-03,227.220643505885
2022-05-04,232.59459244526028
2022-05-05,233.581073386628
2022-05-06,234.26443876789855
2022-05-09,231.65642936014325
2022-05-10,230.954739752911
2022-05-11,231.59308778727285
2022-05-12,231.93812686904636
2022-05-13,234.15303908830836
2022-05-16,233.98669130358584
2022-05-17,231.47931742164224
2022-05-18,230.15740593229728
2022-05-19,226.82333885131908
2022-05-20,223.9418576490349
2022-05-23,223.70687734365032
2022-05-24,220.26243107426916
2022-05-25,218.79685091413072
2022-05-26,219.85523077060034
2022-05-27,219.78136533567502
2022-05-30,218.4469609967528
2022-05-31,220.0838664703838
2022-06-01,223.1693572513678
2022-06-02,221.21262999878235
2022-06-03,222.793642142464
2022-06-06,223.14474268530793
2022-06-07,221.0619446134326
2022-06-08,221.596785960745
2022-06-09,220.61556460929287
2022-06-10,218.76823291641148
2022-06-13,220.59700635525522
2022-06-14,223.43837635714186
2022-06-15,223.36586934389211
2022-06-16,221.08807504480802
2022-06-17,218.67976658397203
2022-06-20,222.7514271108461
2022-06-21,220.49527420852527
2022-06-22,220.32502139377164
2022-06-23,222.0706613589246
2022-06-24,223.61710368024535
2022-06-27,221.24985381245645
2022-06-28,225.84408043197828
2022-06-29,220.57558275049632
2022-06-30,220.12627250748042
2022-07-01,217.450712276429
2022-07-04,219.3782468290065
2022-07-05,220.96206155961133
2022-07-06,219.66786145627927
2022-07-07,219.6695986027101
2022-07-08,215.16841811687163
2022-07-11,211.90296749866076
2022-07-12,215.26287214808372
2022-07-13,219.89787267043707
2022-07-14,219.57332103321525
2022-07-15,215.59568630685186
2022-07-18,216.56106086715965
2022-07-19,218.26649100782865
2022-07-20,217.9477588905931
2022-07-21,217.0638419484995
2022-07-22,217.23524420271465
2022-07-25,213.76373277624057
2022-07-26,211.6505744062636
2022-07-27,211.9823277077895
2022-07-28,214.89664338294708
2022-07-29,213.42833272159962
2022-08-01,214.23439399282904
2022-08-02,212.74746765199822
2022-08-03,212.6517570603485
2022-08-04,216.33405345118928
2022-08-05,218.20322611150164
2022-08-08,217.09391688312766
2022-08-09,216.18524622448277
2022-08-10,215.7649506569899
2022-08-11,220.9773748766321
2022-08-12,227.5295945536599
2022-08-15,225.05392546817217
2022-08-16,223.0013807502898
2022-08-17,223.66396354932854
2022-08-18,220.97481389907432
2022-08-19,220.27789468485582
2022-08-22,218.224603155261
2022-08-23,223.25961141417176
2022-08-24,222.3854178474842
2022-08-25,220.43215078558072
2022-08-26,223.6801224861719
2022-08-29,224.95369514121097
2022-08-30,225.89836311401993
2022-08-31,219.33060764446705
2022-09-01,218.00178696925266
2022-09-02,215.84152421617082
2022-09-05,218.38914779149545
2022-09-06,219.96423583412798
2022-09-07,218.30505329933786
2022-09-08,215.33653401354184
2022-09-09,213.31863128677782
2022-09-12,214.31032989570645
2022-09-13,220.17768731587034
2022-09-14,218.0702964565882
2022-09-15,215.9178754325387
2022-09-16,217.40588008567863
2022-09-19,217.39451375406156
2022-09-20,216.5613674834313
2022-09-21,216.21192039101092
2022-09-22,216.991912640594
2022-09-23,220.85404654961366
2022-09-26,225.510969797059
2022-09-27,228.4731867814042
2022-09-28,230.13511145060295
2022-09-29,237.28408225109175
2022-09-30,234.8300246650401
2022-10-03,233.6298934911089
2022-10-04,236.8872696281771
2022-10-05,237.61507996521755
2022-10-06,239.04849243972677
2022-10-07,240.3167835952618
2022-10-10,241.19836731466853
2022-10-11,245.11123261948237
2022-10-12,244.46128056223617
2022-10-13,242.89747767489408
2022-10-14,244.09407768095926
2022-10-17,243.5686139629038
2022-10-18,241.95167800418957
2022-10-19,238.7794501146623
2022-10-20,240.03428201527595
2022-10-21,245.61051037369813
2022-10-24,245.98834681044698
2022-10-25,250.20570092945505
2022-10-26,250.8052276550678
2022-10-27,249.16358391918527
2022-10-28,249.11923216638138
2022-10-31,253.0311293810918
2022-11-01,255.43552472276792
2022-11-02,251.8577970631602
2022-11-03,249.43263482999942
2022-11-04,255.14286999976855
2022-11-07,253.0117397393267
2022-11-08,251.18335023070208
2022-11-09,250.7345255421765
2022-11-10,249.23100796693964
2022-11-11,252.15943721202754
2022-11-14,252.32976771794952
2022-11-15,257.00005648196793
2022-11-16,256.71111366018533
2022-11-17,253.28477949421355
2022-11-18,251.12918740941055
2022-11-21,254.05424515406483
2022-11-22,252.30996418550686
2022-11-23,257.52473511735184
2022-11-24,261.6021886089107
2022-11-25,263.5275559350853
2022-11-28,264.98138722774877
2022-11-29,263.80422640967475
2022-11-30,263.62106393135423
2022-12-01,264.76188876696415
2022-12-02,267.79384771870684
2022-12-05,270.3175801379237
2022-12-06,272.0856217955661
2022-12-07,273.29508383129615
2022-12-08,273.4386666336281
2022-12-09,273.0749038941859
2022-12-12,268.7118009625574
2022-12-13,267.4114704243114
2022-12-14,261.6877379174629
2022-12-15,258.771484316141
2022-12-16,255.91145829772816
2022-12-19,256.9921004614784
2022-12-20,259.358257277774
2022-12-21,260.7063707911427
2022-12-22,265.990906606371
2022-12-23,265.8716766785618
2022-12-26,266.5255598251883
2022-12-27,266.650529267572
2022-12-28,268.8437591623625
2022-12-29,269.1705171406721
2022-12-30,269.586095597135
2023-01-02,272.4102551053359
2023-01-03,270.06399830059485
2023-01-04,270.8055044989797
2023-01-05,269.18181885276124
2023-01-06,268.55802437823974
2023-01-09,264.3075846760502
2023-01-10,268.40385834602563
2023-01-11,270.33909642026805
2023-01-12,272.0066740918202
2023-01-13,275.29571318966447
2023-01-16,279.04836093962814
2023-01-17,277.8464441387537
2023-01-18,271.5338492591229
2023-01-19,267.069082082758
2023-01-20,266.32591877059855
2023-01-23,268.2762360524916
2023-01-24,276.0733924252251
2023-01-25,275.61544115366013
2023-01-26,276.99065967429283
2023-01-27,273.3747833877282
2023-01-30,275.6888837806368
2023-01-31,278.83076110665195
2023-02-01,275.9550740902902
2023-02-02,277.0363628701396
2023-02-03,276.73172177815945
2023-02-06,276.4912015955998
2023-02-07,273.1824015586484
2023-02-08,271.3133201891262
2023-02-09,269.85398843568527
2023-02-10,265.16758840489
2023-02-13,260.9259641131094
2023-02-14,260.9020325833275
2023-02-15,264.70381341794183
2023-02-16,264.71748880096567
2023-02-17,266.93459060305975
2023-02-20,266.9927918781619
2023-02-21,266.9040268532485
2023-02-22,262.2498724613594
2023-02-23,264.76701955339126
2023-02-24,263.64842044000017
2023-02-27,261.66321903230744
2023-02-28,257.0868264184497
2023-03-01,251.33293876039534
2023-03-02,249.19157226363495
2023-03-03,250.76369394951095
2023-03-06,249.32326985562662
2023-03-07,252.25332351338648
2023-03-08,251.88366621880408
2023-03-09,247.94193483657287
2023-03-10,246.67540668282936
2023-03-13,248.02366624664552
2023-03-14,247.42412070880368
2023-03-15,247.64056033696062
2023-03-16,248.08268146352245
2023-03-17,247.54046744198567
2023-03-20,246.74198035954063
2023-03-21,246.6352417177472
2023-03-22,247.28137097635522
2023-03-23,244.3171917607128
2023-03-24,245.24806996900094
2023-03-27,246.13427067227832
2023-03-28,248.24677514830466
2023-03-29,248.5724366838294
2023-03-30,246.79305900307742
2023-03-31,249.08347884516627
2023-04-03,251.0876452452208
2023-04-04,250.16666995335137
2023-04-05,249.24190848013671
2023-04-06,254.58060248310593
2023-04-07,253.32947329044222
2023-04-10,255.17211326265408
2023-04-11,255.97844311377494
2023-04-12,253.40337114895115
2023-04-13,252.68574881100642
2023-04-14,256.01240272783303
2023-04-17,253.07104583388897
2023-04-18,253.6807808568825
2023-04-19,253.61300987989122
2023-04-20,255.42514127223305
2023-04-21,254.66231557101156
2023-04-24,248.30047055497187
2023-04-25,248.69805633548248
2023-04-26,249.059771618292
2023-04-27,247.14791323750296
2023-04-28,246.5007750293635
2023-05-01,250.49689871330546
2023-05-02,252.0109564863458
2023-05-03,247.1833334368665
2023-05-04,253.04754577854553
2023-05-05,252.417564263073
2023-05-08,254.5714220238859
2023-05-09,253.9296595920011
2023-05-10,254.9606167542188
2023-05-11,259.0820916130519
2023-05-12,255.20550739341522
2023-05-15,255.51219229035706
2023-05-16,260.6063945288095
2023-05-17,261.2638310649668
2023-05-18,269.8474376509854
2023-05-19,268.4422234624661
2023-05-22,264.5651483364297
2023-05-23,265.75154101226724
2023-05-24,266.9752745117096
2023-05-25,263.2691619199233
2023-05-26,261.7471502962875
2023-05-29,256.75136362883757
2023-05-30,251.57550175243222
2023-05-31,253.02720672347564
2023-06-01,255.13749126600078
2023-06-02,250.5517464170805
2023-06-05,252.82693302519124
2023-06-06,252.73765209030358
2023-06-07,253.0973568586525
2023-06-08,251.54000323474887
2023-06-09,249.98622036357892
2023-06-12,255.11070342273086
2023-06-13,255.8528328780241
2023-06-14,251.36165609434977
2023-06-15,254.15674598846542
2023-06-16,251.1093638443433
2023-06-19,247.7589013926942
2023-06-20,245.68722282598014
2023-06-21,243.05750681365168
2023-06-22,241.83751386985205
2023-06-23,240.6945521805089
2023-06-26,239.0756586923123
2023-06-27,239.37557123129514
2023-06-28,241.42317081996984
2023-06-29,241.0259387965376
2023-06-30,244.2400149069234
2023-07-03,242.5897783385959
2023-07-04,241.00361635228526
2023-07-05,238.0295522238956
2023-07-06,240.5294613638523
2023-07-07,240.85047049607542
2023-07-10,241.67817576265975
2023-07-11,239.94662996805343
2023-07-12,245.1832767955418
2023-07-13,244.26661321683102
2023-07-14,245.46200095611326
2023-07-17,245.75498779360828
2023-07-18,254.14353953731413
2023-07-19,257.3278557966473
2023-07-20,258.0284085028485
2023-07-21,256.4146157327639
2023-07-24,260.79543242617075
2023-07-25,260.76737070485495
2023-07-26,259.5975597033183
2023-07-27,261.44384792690977
2023-07-28,263.9674933364914
2023-07-31,259.68210108532793
2023-08-01,255.38685222811304
