Date,EA
2020-05-25,70.38873100617602
2020-05-26,71.12521495977049
2020-05-27,71.34786300291745
2020-05-28,72.36171969214409
2020-05-29,71.85386475687652
2020-06-01,71.55491853437181
2020-06-02,72.14977342046764
2020-06-03,71.40671631830564
2020-06-04,71.34113478530239
2020-06-05,70.71057901588398
2020-06-08,70.46262279896598
2020-06-09,72.09695802056969
2020-06-10,73.4779342819429
2020-06-11,75.01136557356043
2020-06-12,75.84834242923183
2020-06-15,75.13291175637625
2020-06-16,75.27019221975215
2020-06-17,76.08292880554049
2020-06-18,77.22424272040779
2020-06-19,78.05074849237543
2020-06-22,76.90378928304749
2020-06-23,76.47902781231109
2020-06-24,75.75807146322204
2020-06-25,74.9743048853901
2020-06-26,73.4834015792892
2020-06-29,73.81471467652646
2020-06-30,72.96394241527078
2020-07-01,71.14815606999811
2020-07-02,72.09030054615053
2020-07-03,71.7442379863104
2020-07-06,71.41357310054623
2020-07-07,70.99161730675746
2020-07-08,71.83543187699331
2020-07-09,73.48237422043668
2020-07-10,72.91849806664375
2020-07-13,72.63461518308162
2020-07-14,71.43183869089407
2020-07-15,70.4268075351999
2020-07-16,72.72177041298157
2020-07-17,72.58124327979351
2020-07-20,73.05162212454586
2020-07-21,72.95817776918541
2020-07-22,73.09789788036238
2020-07-23,73.08704224003704
2020-07-24,73.26451412150712
2020-07-27,73.69398383060556
2020-07-28,72.41809731111638
2020-07-29,73.40810130333881
2020-07-30,72.88812088618351
2020-07-31,71.88105760037006
2020-08-03,72.33727872314225
2020-08-04,71.73314458043596
2020-08-05,72.13329637767157
2020-08-06,71.14680843211657
2020-08-07,70.42177777270435
2020-08-10,70.9886079712019
2020-08-11,71.45409474529477
2020-08-12,69.54279218399599
2020-08-13,69.71834262910755
2020-08-14,70.19938891386523
2020-08-17,70.46143455165104
2020-08-18,69.8800400289334
2020-08-19,69.7305096018436
2020-08-20,70.1604364750972
2020-08-21,69.55630647630242
2020-08-24,69.80086503731526
2020-08-25,71.78631099644831
2020-08-26,71.29194073170994
2020-08-27,70.97371724946946
2020-08-28,72.11967641217824
2020-08-31,72.0780508232769
2020-09-01,72.6555173993324
2020-09-02,72.8058310975828
2020-09-03,72.15086610855091
2020-09-04,72.33117863292591
2020-09-07,71.67312090014357
2020-09-08,71.36246736602654
2020-09-09,71.8569167514372
2020-09-10,72.63242183848674
2020-09-11,74.67205278774308
2020-09-14,76.22621529259773
2020-09-15,77.96754291635752
2020-09-16,79.68307345653739
2020-09-17,80.65987775597932
2020-09-18,78.81347348016553
2020-09-21,77.26931646659622
2020-09-22,77.9577578548828
2020-09-23,79.1224499457763
2020-09-24,79.64328435170378
2020-09-25,80.47887480059701
2020-09-28,79.22782400948347
2020-09-29,81.06368742346736
2020-09-30,80.62053381200678
2020-10-01,79.59637165517044
2020-10-02,78.27465553903855
2020-10-05,76.36276522742747
2020-10-06,75.12864008896283
2020-10-07,75.55507110945727
2020-10-08,76.10034827891039
2020-10-09,75.02018429645065
2020-10-12,74.31752096565458
2020-10-13,76.5417584015108
2020-10-14,77.74595138586504
2020-10-15,76.66849791689445
2020-10-16,76.36824774942059
2020-10-19,77.28788763710314
2020-10-20,77.9556613168026
2020-10-21,78.04804683693852
2020-10-22,79.78293152276898
2020-10-23,80.85732024547795
2020-10-26,81.0850852489762
2020-10-27,80.65461292453493
2020-10-28,81.22761851471819
2020-10-29,80.92345142484962
2020-10-30,82.04340454622862
2020-11-02,80.90686606981659
2020-11-03,82.01794567738496
2020-11-04,83.82770571728555
2020-11-05,82.46719639934244
2020-11-06,83.192026801905
2020-11-09,82.67398956448315
2020-11-10,85.08140082345462
2020-11-11,83.97228500614902
2020-11-12,81.89933325926451
2020-11-13,81.80561926037568
2020-11-16,81.07444098642947
2020-11-17,79.8459772476653
2020-11-18,81.3643021556171
2020-11-19,81.78645185218015
2020-11-20,82.57192151486088
2020-11-23,82.65626591852657
2020-11-24,81.82508527856695
2020-11-25,82.44717635320828
2020-11-26,84.2548699680075
2020-11-27,84.26778567078634
2020-11-30,83.9624149632303
2020-12-01,84.39380927270906
2020-12-02,82.33419555567487
2020-12-03,82.04736598301449
2020-12-04,82.02721195406137
2020-12-07,82.72344171404835
2020-12-08,83.69952727713694
2020-12-09,82.87862669926938
2020-12-10,83.07884443860944
2020-12-11,82.71157053122673
2020-12-14,85.66755152042326
2020-12-15,85.06881762718264
2020-12-16,85.50485475860418
2020-12-17,85.98186509538125
2020-12-18,85.39374227954913
2020-12-21,84.66141683093554
2020-12-22,84.41530372510309
2020-12-23,84.25096580483424
2020-12-24,84.34499295573286
2020-12-25,85.27227262510584
2020-12-28,83.84491337287376
2020-12-29,84.74443662693444
2020-12-30,84.65478965601935
2020-12-31,83.56614555683923
2021-01-01,85.16603126976722
2021-01-04,86.52591091891445
2021-01-05,87.57112125001298
2021-01-06,88.2881941691482
2021-01-07,87.79393816956458
2021-01-08,88.45517655012434
2021-01-11,88.22300437184816
2021-01-12,88.62775442686241
2021-01-13,89.88783462771984
2021-01-14,89.64767592816956
2021-01-15,90.93284199367264
2021-01-18,90.63958111994008
2021-01-19,92.70346696870166
2021-01-20,94.98558855170873
2021-01-21,95.54082552432668
2021-01-22,95.63781649852562
2021-01-25,96.11968192277074
2021-01-26,96.06179256986894
2021-01-27,95.90162308451583
2021-01-28,96.50974445233942
2021-01-29,97.7478469097334
2021-02-01,97.66983392401552
2021-02-02,96.77328211289344
2021-02-03,96.37697406281279
2021-02-04,95.97947143104417
2021-02-05,95.79265800557832
2021-02-08,97.56767883727571
2021-02-09,98.7316315433872
2021-02-10,99.37559362942451
2021-02-11,99.0127165059185
2021-02-12,95.60136539175913
2021-02-15,94.97973356986358
2021-02-16,95.6526994576744
2021-02-17,95.6224177726432
2021-02-18,96.29193756789743
2021-02-19,95.78852362855066
2021-02-22,95.03148744627575
2021-02-23,96.12426668723592
2021-02-24,95.60185811888284
2021-02-25,95.03006266053016
2021-02-26,95.82514231234381
2021-03-01,94.60649760388237
2021-03-02,93.10771265372475
2021-03-03,93.7224801018995
2021-03-04,93.23680886462374
2021-03-05,93.66763681553444
2021-03-08,94.16494655956302
2021-03-09,94.59988799972433
2021-03-10,95.86234582601823
2021-03-11,93.91034348781827
2021-03-12,92.51389410952667
2021-03-15,91.377830736453
2021-03-16,90.99291151427782
2021-03-17,88.40958831555702
2021-03-18,88.43978729095612
2021-03-19,87.17899802760853
2021-03-22,88.2852460131356
2021-03-23,89.566107946727
2021-03-24,88.34133581371998
2021-03-25,89.29624288232536
2021-03-26,89.68073381002954
2021-03-29,90.06099819524907
2021-03-30,89.57980639880546
2021-03-31,88.84012470823619
2021-04-01,89.39920662632046
2021-04-02,90.81151099383474
2021-04-05,89.92299265143032
2021-04-06,91.44693886268541
2021-04-07,92.66240031382003
2021-04-08,92.60196528219149
2021-04-09,94.48426760534743
2021-04-12,97.78047371197712
2021-04-13,100.39458729558616
2021-04-14,100.27886542874178
2021-04-15,101.21168585885793
2021-04-16,101.21354783080315
2021-04-19,101.11278782455202
2021-04-20,100.82339428705221
2021-04-21,100.84393131849698
2021-04-22,101.98019283635261
2021-04-23,104.63648443669074
2021-04-26,104.55414097415095
2021-04-27,103.45306579898751
2021-04-28,104.26861795915863
2021-04-29,105.81689679399663
2021-04-30,104.99456817678866
2021-05-03,104.24189338960917
2021-05-04,103.85908492864161
2021-05-05,104.98625476209045
2021-05-06,107.03661618073703
2021-05-07,108.89041530190676
2021-05-10,111.07854684842442
2021-05-11,110.4277911304153
2021-05-12,111.84851242789136
2021-05-13,112.28715231129948
2021-05-14,112.91530722244819
2021-05-17,112.8137578212617
2021-05-18,112.91442746227477
2021-05-19,113.14007564767108
2021-05-20,111.72908657358464
2021-05-21,109.85086003916827
2021-05-24,109.81214109773018
2021-05-25,109.67000410680724
2021-05-26,108.75463048235937
2021-05-27,107.12377034963693
2021-05-28,107.69549915534026
2021-05-31,107.62198109044456
2021-06-01,108.5000275284238
2021-06-02,110.58653406440747
2021-06-03,110.67478155555094
2021-06-04,110.86287814399114
2021-06-07,109.32124340368657
2021-06-08,108.92703220955715
2021-06-09,111.28345536546937
2021-06-10,111.31872744793785
2021-06-11,109.7867801965638
2021-06-14,109.31943843941846
2021-06-15,109.79812405499742
2021-06-16,108.55698358024635
2021-06-17,110.10747167351292
2021-06-18,110.31681295024538
2021-06-21,108.00885924923759
2021-06-22,105.318582074302
2021-06-23,107.78002173556787
2021-06-24,108.90538541052223
2021-06-25,108.97342011828192
2021-06-28,108.20050006535703
2021-06-29,107.19456953735794
2021-06-30,109.001445066947
2021-07-01,108.65974856495541
2021-07-02,107.5429549484484
2021-07-05,107.86523191691971
2021-07-06,108.5667130567276
2021-07-07,108.03364116209009
2021-07-08,107.97806950337701
2021-07-09,107.20905778231649
2021-07-12,105.72783168074452
2021-07-13,106.7963493948888
2021-07-14,105.68160743011366
2021-07-15,105.3409715105951
2021-07-16,106.17135491899674
2021-07-19,105.64642644274092
2021-07-20,104.78782735246592
2021-07-21,103.51880280405584
2021-07-22,101.98044745635556
2021-07-23,102.06270033702879
2021-07-26,103.67565446506612
2021-07-27,103.7136639119895
2021-07-28,105.84355597459223
2021-07-29,105.65273294094257
2021-07-30,106.52159380768626
2021-08-02,106.9185456719381
2021-08-03,107.9209516437258
2021-08-04,106.81127211291566
2021-08-05,107.209563419644
2021-08-06,107.97563881385625
2021-08-09,108.52982987565795
2021-08-10,109.61378955894942
2021-08-11,109.28952672566699
2021-08-12,108.67171507329793
2021-08-13,113.11514404489597
2021-08-16,113.13252568537409
2021-08-17,115.49051599387818
2021-08-18,116.85502512315968
2021-08-19,116.29104465839629
2021-08-20,116.29726782254453
2021-08-23,116.18792894157474
2021-08-24,116.83652102371404
2021-08-25,119.73664301546617
2021-08-26,118.89432696555238
2021-08-27,117.34615682413414
2021-08-30,117.23742846302797
2021-08-31,118.54945278140471
2021-09-01,119.37839954478018
2021-09-02,119.02713444928561
2021-09-03,117.1537071984576
2021-09-06,118.4247654624045
2021-09-07,119.3613577813091
2021-09-08,118.4284404238208
2021-09-09,117.97267724364222
2021-09-10,117.00474825538433
2021-09-13,118.49708935598952
2021-09-14,119.90520931492767
2021-09-15,120.3026744685287
2021-09-16,117.86374482000708
2021-09-17,118.35510149665124
2021-09-20,118.2525493275674
2021-09-21,118.57484236743687
2021-09-22,118.58705867057469
2021-09-23,118.61863260424965
2021-09-24,116.97718405881926
2021-09-27,118.20647671100794
2021-09-28,119.98140168745238
2021-09-29,122.29302524634721
2021-09-30,122.36740837024742
2021-10-01,123.54968233475994
2021-10-04,122.60848525361492
2021-10-05,121.74878458741159
2021-10-06,123.68985655038827
2021-10-07,122.75265520411412
2021-10-08,122.26712471953445
2021-10-11,123.3045125756082
2021-10-12,122.38802198340241
2021-10-13,121.78687460147819
2021-10-14,121.01076622272046
2021-10-15,119.43638625104927
2021-10-18,118.94824195115652
2021-10-19,118.9375178445743
2021-10-20,119.41676470429641
2021-10-21,116.52820499975464
2021-10-22,114.82865563480608
2021-10-25,115.16659478546443
2021-10-26,113.66093663172634
2021-10-27,113.25327609930405
2021-10-28,114.18621822899078
2021-10-29,113.94655249540322
2021-11-01,113.67838898808552
2021-11-02,113.74829571164173
2021-11-03,114.04616567145199
2021-11-04,112.68985126563314
2021-11-05,112.33450246747034
2021-11-08,111.82799158061357
2021-11-09,111.14373563326238
2021-11-10,111.49553321140941
2021-11-11,112.22792273946514
2021-11-12,113.28413819347257
2021-11-15,117.14139901056382
2021-11-16,114.43351081898962
2021-11-17,115.96590440273997
2021-11-18,118.41733840615804
2021-11-19,119.02539826608431
2021-11-22,120.74575264029437
2021-11-23,120.59873261588135
2021-11-24,120.42558585045214
2021-11-25,118.06907649560324
2021-11-26,116.79569477062427
2021-11-29,114.96548025499642
2021-11-30,114.32776051466666
2021-12-01,114.75550989415945
2021-12-02,116.31444853360519
2021-12-03,117.13968969541322
2021-12-06,115.55469057018402
2021-12-07,116.5729246626649
2021-12-08,115.4731418359762
2021-12-09,116.55065013579659
2021-12-10,117.51464281321923
2021-12-13,117.07717463781464
2021-12-14,115.23878401694905
2021-12-15,114.56700168455494
2021-12-16,115.61500278290613
2021-12-17,114.32139168899934
2021-12-20,113.70894703155855
2021-12-21,115.66320767999045
2021-12-22,114.09614047455575
2021-12-23,116.47335415621997
2021-12-24,115.19562369016346
2021-12-27,117.90552527462681
2021-12-28,115.28959204844037
2021-12-29,113.07045505181709
2021-12-30,113.10866110939543
2021-12-31,112.43408560106478
2022-01-03,111.48782952487421
2022-01-04,112.13302003764849
2022-01-05,111.67379003027128
2022-01-06,111.55822370701415
2022-01-07,111.43370363659672
2022-01-10,112.80221665963977
2022-01-11,109.51469645926588
2022-01-12,108.12256095210616
2022-01-13,108.65665063757163
2022-01-14,109.61460564585873
2022-01-17,109.22231934028432
2022-01-18,110.44733509294558
2022-01-19,109.95687111523904
2022-01-20,110.77641565133833
2022-01-21,111.81807280886193
2022-01-24,110.83040645219282
2022-01-25,109.58928827327905
2022-01-26,112.08685858262655
2022-01-27,111.78424842316498
2022-01-28,112.31070779706063
2022-01-31,111.33967123137406
2022-02-01,111.31467566392865
2022-02-02,110.28135165718851
2022-02-03,110.78510428238135
2022-02-04,111.67111196574777
2022-02-07,111.10574340736848
2022-02-08,112.78297387416923
2022-02-09,111.84952387164707
2022-02-10,113.62464816233256
2022-02-11,113.39553231327359
2022-02-14,113.59713632337844
2022-02-15,111.41776205633742
2022-02-16,110.89669459886653
2022-02-17,111.76515263720081
2022-02-18,110.6584627350724
2022-02-21,109.85069793477098
2022-02-22,111.56887152458259
2022-02-23,110.28192596500685
2022-02-24,111.0182817922363
2022-02-25,109.32401520746522
2022-02-28,109.92207836348364
2022-03-01,109.36502784915096
2022-03-02,110.88134841894328
2022-03-03,109.01484423333679
2022-03-04,108.56112903907338
2022-03-07,108.83291961474852
2022-03-08,109.18868478645008
2022-03-09,111.31498188867143
2022-03-10,110.75612054877693
2022-03-11,110.46683718461249
2022-03-14,112.73456046866502
2022-03-15,113.14499337456412
2022-03-16,112.85381803920451
2022-03-17,113.40533711373125
2022-03-18,111.71247179680275
2022-03-21,110.90710317199054
2022-03-22,111.24454615921815
2022-03-23,110.52842351736597
2022-03-24,109.9507273146973
2022-03-25,110.05205441182235
2022-03-28,111.07846163540195
2022-03-29,110.95315905460374
2022-03-30,110.57164814553285
2022-03-31,110.95566971189653
2022-04-01,112.41434105681441
2022-04-04,112.36062146957664
2022-04-05,113.87968278315871
2022-04-06,115.81081652341126
2022-04-07,114.58501146632543
2022-04-08,113.83434381782496
2022-04-11,114.91809417396996
2022-04-12,114.42401860606864
2022-04-13,113.51558765385371
2022-04-14,114.40437769753834
2022-04-15,113.58544254397916
2022-04-18,113.78284731623751
2022-04-19,114.78599077641958
2022-04-20,114.864814878313
2022-04-21,115.53963472507142
2022-04-22,116.89704272522108
2022-04-25,114.79620713987424
2022-04-26,114.06119051082072
2022-04-27,115.67124422854879
2022-04-28,115.9357583293632
2022-04-29,114.20099878090873
2022-05-02,113.83015199797227
2022-05-03,115.31470483112203
2022-05-04,116.21250561837022
2022-05-05,114.08457491729085
2022-05-06,113.56540040092057
2022-05-09,114.1478680961625
2022-05-10,114.16589536104546
2022-05-11,116.44568952919317
2022-05-12,116.25589486431953
2022-05-13,118.84911429183074
2022-05-16,118.22022868674445
2022-05-17,119.96884530420105
2022-05-18,121.37303526540049
2022-05-19,122.85486183865338
2022-05-20,124.68683707919318
2022-05-23,126.10007301251179
2022-05-24,127.54277042129193
2022-05-25,126.55872392067282
2022-05-26,125.52899438758757
2022-05-27,124.30910784494993
2022-05-30,123.8773210046007
2022-05-31,122.89247837598361
2022-06-01,124.29106220587856
2022-06-02,124.42351338578578
2022-06-03,125.10815456110933
2022-06-06,123.7631368591948
2022-06-07,124.23003568496429
2022-06-08,122.50053509076871
2022-06-09,121.2217051046562
2022-06-10,121.30883462986948
2022-06-13,121.46284500734832
2022-06-14,120.53049236876899
2022-06-15,118.3270434484089
2022-06-16,116.20085055248377
2022-06-17,116.40504174892784
2022-06-20,116.39912588376846
2022-06-21,114.05278144451664
2022-06-22,113.79158158416627
2022-06-23,111.90679891986376
2022-06-24,108.90909759879794
2022-06-27,107.21023318798693
2022-06-28,107.09622156100926
2022-06-29,105.60551274925434
2022-06-30,105.86329353179144
2022-07-01,105.42621953255176
2022-07-04,105.98223506864409
2022-07-05,106.52657016620884
2022-07-06,107.16875478770308
2022-07-07,105.93302734361457
2022-07-08,106.29744398268966
2022-07-11,104.76402322442834
2022-07-12,106.14299536946142
2022-07-13,106.78021654934187
2022-07-14,105.12088380618403
2022-07-15,107.06006596983212
2022-07-18,105.18372635082044
2022-07-19,105.9959300311782
2022-07-20,107.63860638354474
2022-07-21,109.06866618945593
2022-07-22,107.70624195162947
2022-07-25,105.35745755544495
2022-07-26,104.31892103252673
2022-07-27,105.86025805787061
2022-07-28,103.87343951090214
2022-07-29,105.25636155317878
2022-08-01,104.89169443810401
2022-08-02,105.51526215127872
2022-08-03,105.33384014258834
2022-08-04,105.04865271783538
2022-08-05,104.1944402204084
2022-08-08,103.15991748348964
2022-08-09,101.80100574454428
2022-08-10,101.86293544963415
2022-08-11,100.49951906905703
2022-08-12,100.39214792862056
2022-08-15,100.0228963132076
2022-08-16,100.5476262017003
2022-08-17,101.9771282308158
2022-08-18,102.96701453579234
2022-08-19,102.92878730347235
2022-08-22,102.5437465175695
2022-08-23,101.40432228442411
2022-08-24,100.4422062350543
2022-08-25,99.75534505924361
2022-08-26,100.84753552861523
2022-08-29,101.63560496290589
2022-08-30,100.26461986925766
2022-08-31,101.54469094177165
2022-09-01,100.49676527320673
2022-09-02,97.25018786931017
2022-09-05,95.49922828211304
2022-09-06,95.4239147114938
2022-09-07,95.38193565780895
2022-09-08,97.7268106965445
2022-09-09,96.40640859179912
2022-09-12,98.08424692415633
2022-09-13,96.69883170072951
2022-09-14,95.94491210223306
2022-09-15,98.05472009958547
2022-09-16,98.18717564069802
2022-09-19,96.9296622986044
2022-09-20,97.81177560831006
2022-09-21,98.760829747088
2022-09-22,99.28611637833045
2022-09-23,98.8733932565542
2022-09-26,99.35334465281075
2022-09-27,99.26897380130728
2022-09-28,98.47073564361357
2022-09-29,97.16145016384588
2022-09-30,96.77811774082532
2022-10-03,97.67375283510385
2022-10-04,98.59573550698775
2022-10-05,100.20865405709011
2022-10-06,99.16843195745899
2022-10-07,98.53910287120434
2022-10-10,98.2849267977677
2022-10-11,97.76886382046531
2022-10-12,97.62584017352698
2022-10-13,97.59138579239568
2022-10-14,97.81064990846771
2022-10-17,96.06801088801065
2022-10-18,96.20578697426687
2022-10-19,95.62347584494445
2022-10-20,95.54843441561992
2022-10-21,94.89342812015056
2022-10-24,95.4113503603083
2022-10-25,95.68080261011177
2022-10-26,94.59897497871155
2022-10-27,91.71758153060993
2022-10-28,92.32468779826608
2022-10-31,94.25230959053684
2022-11-01,94.53867928103057
2022-11-02,92.72920698084742
2022-11-03,93.06226532105221
2022-11-04,92.62534606186108
2022-11-07,90.94126551269055
2022-11-08,90.06956981271072
2022-11-09,90.13148717879706
2022-11-10,90.12523055955984
2022-11-11,89.91323219077745
2022-11-14,91.08969655736279
2022-11-15,92.47690255730667
2022-11-16,92.26404198492807
2022-11-17,91.81161113736572
2022-11-18,91.44774836632091
2022-11-21,92.92716233561126
2022-11-22,92.55336610449443
2022-11-23,92.599159465477
2022-11-24,91.94784169721837
2022-11-25,90.60795892069255
2022-11-28,91.45544083313307
2022-11-29,90.40906471921686
2022-11-30,90.3654258428378
2022-12-01,90.56583256461366
2022-12-02,89.53486098459322
2022-12-05,89.7801040233926
2022-12-06,90.53219181793787
2022-12-07,89.94159586564467
2022-12-08,90.26158966270877
2022-12-09,88.78419357998551
2022-12-12,88.19477657270836
2022-12-13,88.54945109514497
2022-12-14,89.52257273923574
2022-12-15,89.56896861426907
2022-12-16,89.80068920468992
2022-12-19,90.07510879195048
2022-12-20,89.65305618514857
2022-12-21,90.27991248107861
2022-12-22,90.41379463220518
2022-12-23,88.47606095565082
2022-12-26,89.03367377384795
2022-12-27,89.24965051664384
2022-12-28,89.51848477717319
2022-12-29,87.98743728905154
2022-12-30,88.45545164765376
2023-01-02,87.91833191323168
2023-01-03,87.85468914947766
2023-01-04,89.97554201166662
2023-01-05,90.56830723240827
2023-01-06,90.90870283611406
2023-01-09,90.5082788038107
2023-01-10,89.82940334250421
2023-01-11,89.91034518149804
2023-01-12,89.87718337565855
2023-01-13,91.63360558364919
2023-01-16,89.93158866955133
2023-01-17,88.33444205806835
2023-01-18,89.37064543901194
2023-01-19,88.82300371206647
2023-01-20,87.51765912405793
2023-01-23,88.4762172577019
2023-01-24,89.07762131583006
2023-01-25,89.88930183016573
2023-01-26,89.26325544459489
2023-01-27,88.04510892861155
2023-01-30,89.36059000719364
2023-01-31,89.93360734805097
2023-02-01,90.36157571818694
2023-02-02,90.91479701208515
2023-02-03,92.24101570310413
2023-02-06,91.59206149385743
2023-02-07,92.13291253262538
2023-02-08,91.93520359896847
2023-02-09,92.25601440501259
2023-02-10,90.25227632248547
2023-02-13,90.94653777853308
2023-02-14,91.05885882046333
2023-02-15,91.36268390104664
2023-02-16,91.51689478549302
2023-02-17,92.20318921554615
2023-02-20,93.18562770313804
2023-02-21,92.17327240858486
2023-02-22,92.18168509803623
2023-02-23,92.75115186258037
2023-02-24,90.99767077708127
2023-02-27,90.50359904460983
2023-02-28,89.46680817939145
2023-03-01,87.76982168111705
2023-03-02,86.13638787298743
2023-03-03,86.2190093742163
2023-03-06,84.98919885277998
2023-03-07,85.40792684342951
2023-03-08,85.68219580730202
2023-03-09,87.83042891035235
2023-03-10,87.05565411691046
2023-03-13,85.9857030264022
2023-03-14,85.90033353723736
2023-03-15,84.83082878216119
2023-03-16,85.20241464404178
2023-03-17,84.1621905360604
2023-03-20,85.5625144819563
2023-03-21,84.22870477241408
2023-03-22,82.57147653114298
2023-03-23,82.03620316352037
2023-03-24,81.89392862426801
2023-03-27,81.17217348583345
2023-03-28,80.0932368058526
2023-03-29,80.5163253964041
2023-03-30,80.39385924028473
2023-03-31,80.64719059336643
2023-04-03,80.02153766390398
2023-04-04,79.59782072871467
2023-04-05,79.14538087764805
2023-04-06,78.06184997684016
2023-04-07,76.66962325503168
2023-04-10,77.37727468428331
2023-04-11,78.35878634388818
2023-04-12,78.04253342765044
2023-04-13,77.4961569232778
2023-04-14,77.67866712479038
2023-04-17,79.29406698498829
2023-04-18,80.2437016506927
2023-04-19,79.69057426529831
2023-04-20,82.80722699515093
2023-04-21,84.27373882650576
2023-04-24,84.70758842742578
2023-04-25,83.26692834887774
2023-04-26,84.28811337152761
2023-04-27,84.43374327249907
2023-04-28,83.24625994886136
2023-05-01,85.19401215097896
2023-05-02,84.81434414173496
2023-05-03,83.8248907559252
2023-05-04,85.3987636701672
2023-05-05,87.89992682065754
2023-05-08,85.90168790741521
2023-05-09,85.92073557522492
2023-05-10,84.90466839680604
2023-05-11,83.64445528934563
2023-05-12,83.4156697990676
2023-05-15,82.53087874241291
2023-05-16,82.09894467238693
2023-05-17,80.77626446896902
2023-05-18,79.38065431645568
2023-05-19,79.37011001138018
2023-05-22,79.80100257678585
2023-05-23,80.26028116251639
2023-05-24,80.51438749420105
2023-05-25,82.08201509303187
2023-05-26,81.8609255200275
2023-05-29,81.3239430825893
2023-05-30,80.41216086190417
2023-05-31,79.32589571368604
2023-06-01,79.43505173561945
2023-06-02,79.53319807319848
2023-06-05,80.05963520110551
2023-06-06,81.31571165714298
2023-06-07,81.5803086201364
2023-06-08,80.69060518406624
2023-06-09,79.995561350759
2023-06-12,79.61873823775797
2023-06-13,80.491143529976
2023-06-14,80.11713583434972
2023-06-15,80.8241469262978
2023-06-16,80.54364543486282
2023-06-19,80.29243285554008
2023-06-20,79.53507323282074
2023-06-21,79.09217167441159
2023-06-22,79.66049909019067
2023-06-23,80.1542264443781
2023-06-26,79.7356749856237
2023-06-27,79.05786411359777
2023-06-28,78.87754034889329
2023-06-29,79.2128065614029
2023-06-30,78.64030545243705
2023-07-03,79.34088411176876
2023-07-04,78.41649139386452
2023-07-05,79.73228548502708
2023-07-06,80.18134733454548
2023-07-07,82.11265027209579
2023-07-10,82.76648071380524
2023-07-11,82.71464097465663
2023-07-12,81.54797514924275
2023-07-13,81.98409692325825
2023-07-14,83.27069206756582
2023-07-17,84.21137041932671
2023-07-18,85.27595289957958
2023-07-19,85.26359466723503
2023-07-20,84.41910243426055
2023-07-21,85.14009781301407
2023-07-24,85.21208114058095
2023-07-25,85.59274619088643
2023-07-26,85.11244796235685
2023-07-27,86.52584437051102
2023-07-28,86.87143927129026
