Date,LUV
2021-03-24,627.158737774079
2021-03-25,627.3501140784086
2021-03-26,649.9468726479819
2021-03-29,649.3364311510791
2021-03-30,654.6471039140567
2021-03-31,663.7952718840737
2021-04-01,642.5841531440534
2021-04-02,651.9653333436817
2021-04-05,660.3673577923119
2021-04-06,670.937028381
2021-04-07,664.7671448343335
2021-04-08,665.9205347745859
2021-04-09,687.4323453562097
2021-04-12,699.8150611028213
2021-04-13,682.7093857226099
2021-04-14,682.8605809458029
2021-04-15,693.5571732838682
2021-04-16,683.0403203867038
2021-04-19,688.9553260455086
2021-04-20,672.7041769987304
2021-04-21,682.3363203314004
2021-04-22,675.7995351071214
2021-04-23,667.3650278221754
2021-04-26,681.3219849834106
2021-04-27,671.6235400392428
2021-04-28,656.2928121704728
2021-04-29,664.0061134270113
2021-04-30,644.6985690199826
2021-05-03,685.1223330794616
2021-05-04,687.2857915863984
2021-05-05,716.5391418536856
2021-05-06,719.0557479335152
2021-05-07,683.491130616201
2021-05-10,699.0455959489416
2021-05-11,683.4509880861209
2021-05-12,680.1971953158408
2021-05-13,660.0257007510852
2021-05-14,644.6107318761852
2021-05-17,628.700808306351
2021-05-18,613.1018361845022
2021-05-19,609.4112711808361
2021-05-20,587.8246122039629
2021-05-21,573.8523560006478
2021-05-24,568.1889588823182
2021-05-25,569.3918715519818
2021-05-26,574.8483989645592
2021-05-27,582.2453895471131
2021-05-28,596.3428063080803
2021-05-31,584.3949359131886
2021-06-01,571.1728417093954
2021-06-02,555.6231785549477
2021-06-03,567.2087389345427
2021-06-04,567.5028416280934
2021-06-07,564.6633227884394
2021-06-08,590.4336883512058
2021-06-09,593.4264826965693
2021-06-10,575.5164042888886
2021-06-11,555.9505799545863
2021-06-14,564.4566182941154
2021-06-15,570.333551881889
2021-06-16,580.2853987180456
2021-06-17,570.0580997990945
2021-06-18,605.5257236536324
2021-06-21,590.5952137322549
2021-06-22,590.2874030297785
2021-06-23,588.8859255779496
2021-06-24,575.6237705611368
2021-06-25,583.7154912758316
2021-06-28,594.6066873760665
2021-06-29,574.3893033802321
2021-06-30,553.5444658159453
2021-07-01,549.3983715014195
2021-07-02,555.7590381324442
2021-07-05,559.1718085606633
2021-07-06,586.6095362257795
2021-07-07,616.0429879171535
2021-07-08,633.3960294947337
2021-07-09,603.4023101823946
2021-07-12,602.2357756724851
2021-07-13,590.9288003591419
2021-07-14,577.1918046650595
2021-07-15,561.2370288092484
2021-07-16,544.2174113780424
2021-07-19,572.3374334086723
2021-07-20,565.5024703817994
2021-07-21,531.9580576166107
2021-07-22,514.3027737628886
2021-07-23,538.7586695830571
2021-07-26,519.7118424156841
2021-07-27,496.63615921093833
2021-07-28,480.4229416466677
2021-07-29,482.8807126771818
2021-07-30,461.6846108542781
2021-08-02,468.32228466826155
2021-08-03,464.3387241453983
2021-08-04,476.78014789653884
2021-08-05,462.0694440192693
2021-08-06,480.767244751324
2021-08-09,487.89579638610024
2021-08-10,485.6733726350438
2021-08-11,491.4337113695412
2021-08-12,511.86177971691643
2021-08-13,512.8889537469518
2021-08-16,514.609560527328
2021-08-17,513.1247063573697
2021-08-18,515.386367341753
2021-08-19,506.44004369573287
2021-08-20,503.8669069626541
2021-08-23,501.5182765978023
2021-08-24,498.0782216221119
2021-08-25,476.4243933731435
2021-08-26,463.5296982370098
2021-08-27,467.92129914565436
2021-08-30,474.17536158098557
2021-08-31,461.84313280421253
2021-09-01,477.16975601855836
2021-09-02,484.3049535455519
2021-09-03,480.14908986039717
2021-09-06,478.7545792647282
2021-09-07,495.1937590961063
2021-09-08,496.53071586247535
2021-09-09,506.1835684477325
2021-09-10,500.6699569692557
2021-09-13,503.99015998796557
2021-09-14,523.2246323398748
2021-09-15,507.7188161855727
2021-09-16,486.01544306712435
2021-09-17,474.7543548270313
2021-09-20,466.80813086974206
2021-09-21,465.85191514545784
2021-09-22,475.8531318169345
2021-09-23,476.8852136719153
2021-09-24,473.95797623399665
2021-09-27,453.57461221641955
2021-09-28,480.75951095999284
2021-09-29,477.2474855708364
2021-09-30,476.3413347420073
2021-10-01,482.8263557687321
2021-10-04,472.1333671276426
2021-10-05,482.15871441057567
2021-10-06,479.17960573536516
2021-10-07,485.8279574873242
2021-10-08,465.9242917668267
2021-10-11,464.60141605571397
2021-10-12,463.0444967207415
2021-10-13,462.4343207600906
2021-10-14,470.0154801699545
2021-10-15,452.36217691345644
2021-10-18,468.0819247785357
2021-10-19,463.4682170658964
2021-10-20,445.3205365135537
2021-10-21,450.55197077260914
2021-10-22,436.83700118265205
2021-10-25,438.86485724661804
2021-10-26,415.9813974774638
2021-10-27,405.63472911107624
2021-10-28,402.4277315547094
2021-10-29,401.02523932371236
2021-11-01,400.7918063844716
2021-11-02,403.1757822325416
2021-11-03,414.603056881541
2021-11-04,420.7495331014544
2021-11-05,412.20424061170763
2021-11-08,425.1162438259244
2021-11-09,441.89173288648726
2021-11-10,454.82999119586265
2021-11-11,466.0616969836393
2021-11-12,461.98810958726307
2021-11-15,439.0311318645872
2021-11-16,428.58464833026756
2021-11-17,439.4031279992816
2021-11-18,430.4137277228369
2021-11-19,406.8014553907834
2021-11-22,395.68322213040744
2021-11-23,396.59679116415833
2021-11-24,393.9218574642538
2021-11-25,402.50404747149594
2021-11-26,414.7590346229734
2021-11-29,407.80970984962806
2021-11-30,409.7743837612585
2021-12-01,421.0879159440793
2021-12-02,413.1063874518879
2021-12-03,414.8927080689324
2021-12-06,422.51998212489303
2021-12-07,424.4618017301376
2021-12-08,446.76531563915006
2021-12-09,452.78794444074975
2021-12-10,441.5493636887937
2021-12-13,445.0755300642607
2021-12-14,450.1596703760463
2021-12-15,450.20400642623423
2021-12-16,451.2780687529893
2021-12-17,460.7644613548532
2021-12-20,451.46488029266254
2021-12-21,446.99509586805
2021-12-22,450.8196960841697
2021-12-23,446.6718208140073
2021-12-24,436.82898126035565
2021-12-27,435.67647734070357
2021-12-28,438.24004436205263
2021-12-29,444.77823534156596
2021-12-30,459.59425725037426
2021-12-31,471.3901558409258
2022-01-03,470.02893926416004
2022-01-04,468.1944770985345
2022-01-05,456.93849903135026
2022-01-06,450.28717740690087
2022-01-07,472.2836208463805
2022-01-10,490.39915197425904
2022-01-11,476.0247899802702
2022-01-12,446.139531713876
2022-01-13,448.51569842115435
2022-01-14,458.81391555396516
2022-01-17,456.3006536199414
2022-01-18,455.8573597654034
2022-01-19,427.56068093646655
2022-01-20,438.3579518859846
2022-01-21,453.96267076382685
2022-01-24,467.9808484256695
2022-01-25,477.23711932563083
2022-01-26,488.7325357349121
2022-01-27,498.0031103033121
2022-01-28,523.4086156320787
2022-01-31,527.5825286088628
2022-02-01,526.9828490367784
2022-02-02,527.6096021267022
2022-02-03,528.6844407892826
2022-02-04,522.38025728086
2022-02-07,545.8877087714877
2022-02-08,542.7420223353155
2022-02-09,534.1057183715071
2022-02-10,510.4739354665355
2022-02-11,499.2117217209954
2022-02-14,511.08725775768016
2022-02-15,486.5962238309628
2022-02-16,482.42130378301044
2022-02-17,486.62946493364
2022-02-18,483.28350509159435
2022-02-21,466.9185931717026
2022-02-22,480.53042520463396
2022-02-23,474.4508752094125
2022-02-24,472.528897204564
2022-02-25,479.1413405258241
2022-02-28,467.8755439226038
2022-03-01,448.28858460285835
2022-03-02,459.4653745703695
2022-03-03,450.42470086679145
2022-03-04,438.6936827767245
2022-03-07,437.3012902978014
2022-03-08,422.76818426326986
2022-03-09,434.1729201072559
2022-03-10,426.3194599794522
2022-03-11,420.0134779399002
2022-03-14,410.99857729210237
2022-03-15,439.37367013197564
2022-03-16,436.41084396047256
2022-03-17,436.54300360757776
2022-03-18,443.7146087391505
2022-03-21,456.1092150137417
2022-03-22,452.64807192760384
2022-03-23,451.4515343057025
2022-03-24,428.6234424680139
2022-03-25,439.4588334018537
2022-03-28,423.01592171333584
2022-03-29,422.3832197865511
2022-03-30,448.4024317971029
2022-03-31,453.8518278163072
2022-04-01,448.74004751956005
2022-04-04,463.06083491599486
2022-04-05,455.80554515942623
2022-04-06,475.72782308718945
2022-04-07,495.4091147966574
2022-04-08,479.7705106301774
2022-04-11,464.80317125640767
2022-04-12,454.2921314229682
2022-04-13,435.8307966096299
2022-04-14,425.80462068967216
2022-04-15,426.7504143638394
2022-04-18,400.5000515246265
2022-04-19,406.5261977024188
2022-04-20,416.02918909931753
2022-04-21,424.61759357809484
2022-04-22,415.2310654809018
2022-04-25,430.52812650490836
2022-04-26,434.46212173046007
2022-04-27,436.02556382731814
2022-04-28,434.0262709991195
2022-04-29,425.9851443607364
2022-05-02,425.1442933850305
2022-05-03,431.8190588384704
2022-05-04,423.8465298141941
2022-05-05,401.1704546665316
2022-05-06,405.34354843734604
2022-05-09,397.0763633395161
2022-05-10,400.7638854221897
2022-05-11,398.964492048007
2022-05-12,398.86686245950057
2022-05-13,388.47786426647235
2022-05-16,387.6741992233904
2022-05-17,376.79827073000337
2022-05-18,367.9890210368237
2022-05-19,364.61455102449867
2022-05-20,376.7483151889856
2022-05-23,369.5126411894757
2022-05-24,361.61206355575246
2022-05-25,379.526357427794
2022-05-26,394.9641686833318
2022-05-27,416.91515797974995
2022-05-30,425.2787301855604
2022-05-31,438.8990716721744
2022-06-01,429.93641734703107
2022-06-02,446.8940036434205
2022-06-03,447.68506673486496
2022-06-06,463.6883113220492
2022-06-07,460.99723139948827
2022-06-08,452.5082806963333
2022-06-09,458.3918430486289
2022-06-10,450.5003564930388
2022-06-13,434.0441653548731
2022-06-14,443.89481992007836
2022-06-15,449.26233035505714
2022-06-16,433.91696540253895
2022-06-17,425.45542711357433
2022-06-20,417.68458962177914
2022-06-21,424.76517718436907
2022-06-22,424.993382698913
2022-06-23,430.12490010606115
2022-06-24,416.4871686791902
2022-06-27,411.9315678394722
2022-06-28,424.1036418899471
2022-06-29,414.84480041896427
2022-06-30,424.45052313259737
2022-07-01,427.82190219550415
2022-07-04,440.32844078750344
2022-07-05,438.8676828552702
2022-07-06,441.6646609875583
2022-07-07,445.39608648906204
2022-07-08,442.0170864175514
2022-07-11,448.65695201622896
2022-07-12,437.58874434724567
2022-07-13,442.8042846461727
2022-07-14,440.0481093769094
2022-07-15,437.4682932958128
2022-07-18,426.97207886634965
2022-07-19,422.8824853033466
2022-07-20,420.47005876740525
2022-07-21,421.4223875732875
2022-07-22,411.61696417151325
2022-07-25,412.09538599298054
2022-07-26,405.800084813045
2022-07-27,391.4753163260776
2022-07-28,374.82214543456143
2022-07-29,370.98507103658756
2022-08-01,371.17355393899487
2022-08-02,387.83586572653314
2022-08-03,376.0689019056272
2022-08-04,368.48151051832815
2022-08-05,374.70553729660827
2022-08-08,378.5008008245002
2022-08-09,374.814197399142
2022-08-10,372.81195528921387
2022-08-11,369.4741870572643
2022-08-12,368.41413693541995
2022-08-15,359.5719296835086
2022-08-16,348.97457517071166
2022-08-17,352.04387182999653
2022-08-18,358.36607439227606
2022-08-19,357.48366561959915
2022-08-22,359.74708332429776
2022-08-23,377.5843241719121
2022-08-24,367.3921960613988
2022-08-25,365.25548388585264
2022-08-26,367.40722617028405
2022-08-29,342.42991250977167
2022-08-30,360.7376629971753
2022-08-31,369.88758246493484
2022-09-01,363.8942140461619
2022-09-02,361.4997751118961
2022-09-05,342.2423238106619
2022-09-06,339.7071767382291
2022-09-07,342.3995375711951
2022-09-08,340.2900565946595
2022-09-09,342.8330263342085
2022-09-12,340.34968401338716
2022-09-13,348.05262043717795
2022-09-14,341.133100308558
2022-09-15,351.22855537068307
2022-09-16,353.38147154569367
2022-09-19,350.96475962648736
2022-09-20,353.50960752328024
2022-09-21,335.8270739520526
2022-09-22,354.1967510024466
2022-09-23,358.91307819819417
2022-09-26,341.50446161707544
2022-09-27,345.5602978236822
2022-09-28,342.43805440606405
2022-09-29,339.4218291181824
2022-09-30,331.8599374013997
2022-10-03,333.5875969235276
2022-10-04,343.8048358188165
2022-10-05,337.8097957645918
2022-10-06,348.12568093851775
2022-10-07,349.29198851213727
2022-10-10,326.80796847129017
2022-10-11,319.360860540114
2022-10-12,326.0420620533364
2022-10-13,334.8454669816827
2022-10-14,332.2846372481781
2022-10-17,337.01918656039993
2022-10-18,331.1007790471273
2022-10-19,333.7480346440488
2022-10-20,334.04469664343884
2022-10-21,317.5431130043949
2022-10-24,312.73074745726467
2022-10-25,304.7512217781009
2022-10-26,303.9613314662776
2022-10-27,316.2621690222528
2022-10-28,323.4215738932812
2022-10-31,319.94699743858706
2022-11-01,316.4604767327797
2022-11-02,324.9798608380608
2022-11-03,321.7267073522722
2022-11-04,323.161122129411
2022-11-07,317.4333963162104
2022-11-08,319.7938919562849
2022-11-09,322.76830415856716
2022-11-10,332.2558294373619
2022-11-11,320.5601540138807
2022-11-14,330.14221285619766
2022-11-15,315.9723943079058
2022-11-16,306.05582606674824
2022-11-17,309.2105312093847
2022-11-18,314.39097220091156
2022-11-21,327.40937011858335
2022-11-22,328.6565380447819
2022-11-23,329.7845235278785
2022-11-24,326.7594689243934
2022-11-25,312.7547932940647
2022-11-28,312.85610605128124
2022-11-29,320.8305752664848
2022-11-30,311.4627204027928
2022-12-01,310.9342745804438
2022-12-02,301.22148938659325
2022-12-05,308.129855607486
2022-12-06,312.77788998316026
2022-12-07,323.4364158224136
2022-12-08,320.4546890590825
2022-12-09,316.771809232973
2022-12-12,323.76087216435593
2022-12-13,310.0515504162949
2022-12-14,297.37397956449234
2022-12-15,302.6311765191602
2022-12-16,303.7309218362431
2022-12-19,304.81383773825644
2022-12-20,284.42006240563006
2022-12-21,285.1261875555915
2022-12-22,291.43581412032086
2022-12-23,284.63074922672547
2022-12-26,281.9984777235425
2022-12-27,277.0850879478916
2022-12-28,280.40578701652447
2022-12-29,280.0435019961936
2022-12-30,281.3016563041661
2023-01-02,281.99335528509334
2023-01-03,273.5380299948532
2023-01-04,280.1642213302797
2023-01-05,277.77430782332493
2023-01-06,280.5602634996741
2023-01-09,287.38847979275863
2023-01-10,306.01116372128223
2023-01-11,303.20264034269405
2023-01-12,303.30143987495586
2023-01-13,313.58884832677626
2023-01-16,313.6814723366559
2023-01-17,314.17904787304565
2023-01-18,304.3719921606873
2023-01-19,301.1530231093068
2023-01-20,298.45100111086
2023-01-23,298.3507771397163
2023-01-24,303.6783085103837
2023-01-25,294.8247536905644
2023-01-26,318.6665216798846
2023-01-27,329.1003963208834
2023-01-30,330.29945272379683
2023-01-31,324.0946209737895
2023-02-01,331.9550573068189
2023-02-02,341.7392710318283
2023-02-03,332.2551139514019
2023-02-06,334.4589870753804
2023-02-07,320.1411713949112
2023-02-08,313.48955307728306
2023-02-09,298.4182886402524
2023-02-10,306.49109153623345
2023-02-13,301.5518878863693
2023-02-14,296.11839208010434
2023-02-15,288.39292319757936
2023-02-16,286.5990145658055
2023-02-17,289.8801035632175
2023-02-20,289.9217288059904
2023-02-21,295.15879596549644
2023-02-22,293.64202629425813
2023-02-23,293.8722060285348
2023-02-24,298.22008823844646
2023-02-27,307.5800208744338
2023-02-28,300.73632893980226
2023-03-01,296.60786426748604
2023-03-02,290.5252383411544
2023-03-03,287.7847402321856
2023-03-06,276.01235505520555
2023-03-07,285.5768474862678
2023-03-08,295.43912671670387
2023-03-09,302.40123464521076
2023-03-10,295.3688831929906
2023-03-13,295.6400306735764
2023-03-14,301.65144288796847
2023-03-15,292.4555489060717
2023-03-16,303.1122487981582
2023-03-17,315.97096240409417
2023-03-20,323.62799711089474
2023-03-21,322.538931041828
2023-03-22,312.35457873414714
2023-03-23,315.6067239400545
2023-03-24,317.3037949104008
2023-03-27,308.8725503985
2023-03-28,310.7560167951386
2023-03-29,309.5595630127122
2023-03-30,319.4678426118991
2023-03-31,321.14511503149595
2023-04-03,313.7331523550226
2023-04-04,316.2106507835821
2023-04-05,325.45780875119385
2023-04-06,318.78042699623074
2023-04-07,320.90513018117343
2023-04-10,325.47182904167954
2023-04-11,326.89995546280886
2023-04-12,315.5103549878613
2023-04-13,305.01386089913296
2023-04-14,298.93108409074034
2023-04-17,289.78441587529386
2023-04-18,289.4888102493428
2023-04-19,280.42618049752724
2023-04-20,280.2926081299587
2023-04-21,290.58158925707943
2023-04-24,295.457901990054
2023-04-25,303.2488170138228
2023-04-26,310.6921250319941
2023-04-27,306.79984310662235
2023-04-28,310.17594781717884
2023-05-01,315.43383428568296
2023-05-02,319.9511265060994
2023-05-03,299.71098664312234
2023-05-04,290.11219071381544
2023-05-05,286.4434558802761
2023-05-08,278.06293378330537
2023-05-09,276.00594499650003
2023-05-10,268.7012822589993
2023-05-11,281.7118197927132
2023-05-12,291.692865208784
2023-05-15,286.08865473434963
2023-05-16,288.90046051476304
2023-05-17,287.7229530945626
2023-05-18,289.2831288919336
2023-05-19,292.2748944752494
2023-05-22,285.7012242835099
2023-05-23,283.63570369767206
2023-05-24,296.09148345417725
2023-05-25,289.0017967625089
2023-05-26,300.31092928392735
2023-05-29,293.81463559512684
2023-05-30,305.41804997230605
2023-05-31,309.2428582188509
2023-06-01,305.99016969005913
2023-06-02,303.5584430894057
2023-06-05,308.8225679801297
2023-06-06,306.9521355529704
2023-06-07,312.8427845095439
2023-06-08,304.96348596671015
2023-06-09,297.7405220482899
2023-06-12,300.1657134094163
2023-06-13,310.6588129265474
2023-06-14,312.320470909056
2023-06-15,301.84484687032824
2023-06-16,306.9083140087874
2023-06-19,316.516474258716
2023-06-20,318.4741509872138
2023-06-21,324.75062094648666
2023-06-22,317.1361100888863
2023-06-23,320.3940756624714
2023-06-26,323.0534266330986
2023-06-27,322.9933580087847
2023-06-28,326.74661105690365
2023-06-29,331.67216065439186
2023-06-30,345.84095006271593
2023-07-03,344.35718358507046
2023-07-04,344.7392794538069
2023-07-05,328.1295333869074
2023-07-06,343.2921726411283
2023-07-07,343.30330686464964
2023-07-10,341.8656195616145
2023-07-11,338.72158164023114
2023-07-12,332.1426821668082
2023-07-13,319.5436961120809
2023-07-14,321.8550291074468
2023-07-17,309.1899385547786
2023-07-18,318.82019089879657
2023-07-19,312.6602048450625
2023-07-20,320.25609509803473
2023-07-21,311.0854042145339
2023-07-24,326.77800836430697
2023-07-25,319.75644320189747
2023-07-26,312.367799004863
2023-07-27,310.3657532121813
2023-07-28,314.59408315330035
2023-07-31,310.6004003121707
2023-08-01,317.682578993889
2023-08-02,304.3912531638687
