Date,KMI
2023-05-10,197.10518498402675
2023-05-11,192.52488237361658
2023-05-12,197.5906677666272
2023-05-15,194.12545039527225
2023-05-16,199.7986225424062
2023-05-17,206.915855619702
2023-05-18,205.37412389861893
2023-05-19,198.94052002539476
2023-05-22,203.40456802092476
2023-05-23,203.1781938330879
2023-05-24,205.59168080508482
2023-05-25,204.1831564422761
2023-05-26,211.4399155325513
2023-05-29,212.19261505769663
2023-05-30,218.42357487960936
2023-05-31,223.97848751255694
2023-06-01,226.28527837644202
2023-06-02,224.50049215261186
2023-06-05,220.86486146515674
2023-06-06,230.50104332658242
2023-06-07,234.58862332468902
2023-06-08,235.4187798792893
2023-06-09,239.1980304402332
2023-06-12,235.76626574209922
2023-06-13,237.6280755652394
2023-06-14,236.96509802193657
2023-06-15,231.75360461690528
2023-06-16,227.72619255401497
2023-06-19,225.12501491687206
2023-06-20,218.7530802228235
2023-06-21,210.57312237737077
2023-06-22,207.18707515247004
2023-06-23,204.00064181391778
2023-06-26,200.57256905610356
2023-06-27,206.0861007816598
2023-06-28,206.12944460183476
2023-06-29,204.5582940845711
2023-06-30,204.3540952657381
2023-07-03,204.28576854835285
2023-07-04,207.13936580530589
2023-07-05,206.77777328049012
2023-07-06,209.713381500684
2023-07-07,203.02891837731167
2023-07-10,204.24671344053368
2023-07-11,203.14216317657645
2023-07-12,202.24334375209514
2023-07-13,201.92063266692244
2023-07-14,206.89229363480825
2023-07-17,210.7724808803279
2023-07-18,203.20924066529466
2023-07-19,201.63902156505318
2023-07-20,200.9678953080569
2023-07-21,198.00071544919143
2023-07-24,200.18772995551814
2023-07-25,194.05690199991682
2023-07-26,191.56223312515226
2023-07-27,188.70074583244917
2023-07-28,188.0383687857347
2023-07-31,186.09168135229885
