Date,BLK
2020-08-17,207.3790154321028
2020-08-18,202.57606094851747
2020-08-19,205.6761598630533
2020-08-20,207.17382795124044
2020-08-21,204.78777940628981
2020-08-24,203.80250934101056
2020-08-25,201.1858983770687
2020-08-26,203.48222785302798
2020-08-27,205.60492538563616
2020-08-28,202.41633306843087
2020-08-31,206.79256151935132
2020-09-01,208.466006352726
2020-09-02,205.8699335601777
2020-09-03,205.50323685090814
2020-09-04,208.22334648817153
2020-09-07,202.55846520444234
2020-09-08,204.0313375023737
2020-09-09,197.78024625982698
2020-09-10,192.07219962164908
2020-09-11,194.5535112622699
2020-09-14,195.63067153167862
2020-09-15,198.36735501872988
2020-09-16,199.08582879305325
2020-09-17,198.65994175019426
2020-09-18,201.26688827065774
2020-09-21,198.28096446610402
2020-09-22,199.48080244673653
2020-09-23,194.0852748597819
2020-09-24,195.47492804374735
2020-09-25,194.37671921618693
2020-09-28,195.2210218628322
2020-09-29,199.91161293448917
2020-09-30,202.25761417449488
2020-10-01,203.4734998798928
2020-10-02,205.33202463113412
2020-10-05,205.1853301222163
2020-10-06,212.10462887285018
2020-10-07,208.4261524071359
2020-10-08,209.08777309699607
2020-10-09,208.11649557173064
2020-10-12,209.06656575623094
2020-10-13,208.29333256070805
2020-10-14,199.45559806378225
2020-10-15,198.55295332868766
2020-10-16,201.92682129783861
2020-10-19,208.47340025823604
2020-10-20,204.61065233935724
2020-10-21,203.41446463051375
2020-10-22,203.8598352250634
2020-10-23,208.12708653617048
2020-10-26,214.74308166430254
2020-10-27,212.18276326048007
2020-10-28,210.34245869042698
2020-10-29,214.50882052867271
2020-10-30,211.55899076669908
2020-11-02,210.84702000527162
2020-11-03,221.67791152906648
2020-11-04,217.08232070714925
2020-11-05,217.2260962189588
2020-11-06,215.95002119781944
2020-11-09,216.78002768446626
2020-11-10,223.1575693787721
2020-11-11,213.48288932593653
2020-11-12,214.0727547487412
2020-11-13,211.90094623233227
2020-11-16,210.487727827293
2020-11-17,211.20251107618006
2020-11-18,210.22445522023742
2020-11-19,201.83347221662763
2020-11-20,202.90133106523703
2020-11-23,200.4386053751611
2020-11-24,201.91750416402778
2020-11-25,204.77756004915233
2020-11-26,210.49463730838693
2020-11-27,210.11136803187568
2020-11-30,217.7022880157923
2020-12-01,221.23800624528315
2020-12-02,223.61663953119842
2020-12-03,221.0918427091244
2020-12-04,223.30250495347894
2020-12-07,216.67523142113106
2020-12-08,211.30832692956824
2020-12-09,209.1860335777706
2020-12-10,209.394145620376
2020-12-11,198.39686063042183
2020-12-14,198.4202651587473
2020-12-15,200.40008929666695
2020-12-16,202.07610350608402
2020-12-17,200.98773646448998
2020-12-18,195.24980275819456
2020-12-21,191.7525094435469
2020-12-22,187.4705441021915
2020-12-23,191.1441736375173
2020-12-24,194.14709003234182
2020-12-25,194.3765747984972
2020-12-28,193.002128013318
2020-12-29,198.20062588038624
2020-12-30,203.0976399148098
2020-12-31,203.877269586104
2021-01-01,199.44066317004973
2021-01-04,192.35208149702885
2021-01-05,198.3155552039759
2021-01-06,193.06534050818289
2021-01-07,192.44967666149424
2021-01-08,192.4341022411925
2021-01-11,191.483258735981
2021-01-12,194.17479944054145
2021-01-13,191.83333586208164
2021-01-14,189.02698595971327
2021-01-15,192.06107908048193
2021-01-18,197.17795420199892
2021-01-19,202.3835163920947
2021-01-20,204.7471504482352
2021-01-21,209.3771108352581
2021-01-22,205.11908845175077
2021-01-25,203.43795719056112
2021-01-26,206.70226210392997
2021-01-27,202.34502049471294
2021-01-28,203.30523480600058
2021-01-29,203.97608108436307
2021-02-01,203.48879521918172
2021-02-02,201.27438297474438
2021-02-03,205.30312070326104
2021-02-04,207.61594539644753
2021-02-05,202.70960138309863
2021-02-08,194.4889578469639
2021-02-09,193.19261736492868
2021-02-10,191.71809870605452
2021-02-11,194.42440842584855
2021-02-12,199.32116953806516
2021-02-15,206.4297937589488
2021-02-16,208.77328458612482
2021-02-17,212.66672472103016
2021-02-18,209.44387474643165
2021-02-19,211.94362717377035
2021-02-22,210.1662304742511
2021-02-23,215.33037639901232
2021-02-24,219.97634141463675
2021-02-25,225.04440558750318
2021-02-26,224.08702709165402
2021-03-01,233.3180035953324
2021-03-02,234.21859049845253
2021-03-03,232.13139692725895
2021-03-04,234.61903132767895
2021-03-05,234.8291762335012
2021-03-08,227.67105040908967
2021-03-09,220.76058087325623
2021-03-10,221.5183053909041
2021-03-11,222.1038001215634
2021-03-12,222.14754422191675
2021-03-15,219.99752003615532
2021-03-16,225.39275024871185
2021-03-17,227.3131568505594
2021-03-18,236.1351183076594
2021-03-19,236.19053192766393
2021-03-22,234.06161570858495
2021-03-23,231.74974068922734
2021-03-24,226.74696558447502
2021-03-25,226.1937810864997
2021-03-26,231.41646267342273
2021-03-29,233.1388565524593
2021-03-30,237.66561570185075
2021-03-31,248.2957827742109
2021-04-01,251.89161362195065
2021-04-02,251.30786136960026
2021-04-05,257.14537719039805
2021-04-06,262.5069615600049
2021-04-07,265.8810574858997
2021-04-08,269.2256182234498
2021-04-09,270.52045896392974
2021-04-12,276.1248925184154
2021-04-13,285.75401636937085
2021-04-14,277.0018359239151
2021-04-15,285.43850929045647
2021-04-16,287.45793877255227
2021-04-19,278.4965920758
2021-04-20,278.13934396247015
2021-04-21,276.0232810184583
2021-04-22,278.76018157192624
2021-04-23,283.64934410924155
2021-04-26,284.39886057294814
2021-04-27,292.0698435685188
2021-04-28,298.11265018217495
2021-04-29,300.1319106254266
2021-04-30,308.31455612285384
2021-05-03,311.20486213640334
2021-05-04,305.34997403857517
2021-05-05,303.5371243668974
2021-05-06,306.9991438405867
2021-05-07,314.8273964668389
2021-05-10,305.07104243163684
2021-05-11,299.4233132994723
2021-05-12,301.2316704399927
2021-05-13,300.9589751867575
2021-05-14,292.6339616710311
2021-05-17,291.03579226225526
2021-05-18,294.71358086890217
2021-05-19,306.66733793251746
2021-05-20,299.16901971474215
2021-05-21,289.4730809163389
2021-05-24,282.2453541920827
2021-05-25,280.34709898239794
2021-05-26,287.6833295095926
2021-05-27,283.6872406766581
2021-05-28,277.34542166770376
2021-05-31,272.9431843093667
2021-06-01,274.3677256457659
2021-06-02,275.15827620379287
2021-06-03,279.39156428559073
2021-06-04,265.4122112254499
2021-06-07,275.55729102491745
2021-06-08,277.7865360079876
2021-06-09,279.70532410737746
2021-06-10,278.8820114471006
2021-06-11,278.0779832196027
2021-06-14,271.7937758402834
2021-06-15,276.94758790568335
2021-06-16,274.62375549985484
2021-06-17,281.6231232779398
2021-06-18,283.38080245220965
2021-06-21,284.9699666739351
2021-06-22,282.69096347955383
2021-06-23,287.69769551258247
2021-06-24,280.719754983536
2021-06-25,274.586648072614
2021-06-28,272.73000914109946
2021-06-29,281.2498352215032
2021-06-30,281.3472019326302
2021-07-01,277.6638399318586
2021-07-02,275.8885914472015
2021-07-05,278.14092368390925
2021-07-06,267.5534256137617
2021-07-07,266.6022610562391
2021-07-08,263.0183167617622
2021-07-09,271.39785732094714
2021-07-12,269.99255462739376
2021-07-13,263.27578334848374
2021-07-14,261.3720166773583
2021-07-15,256.35216241374786
2021-07-16,263.6352449086445
2021-07-19,261.20835530013005
2021-07-20,268.9443250372126
2021-07-21,269.654828586031
2021-07-22,276.6178538787454
2021-07-23,274.7707210209792
2021-07-26,271.81188910286437
2021-07-27,263.68732958334465
2021-07-28,262.1734752803539
2021-07-29,269.05679117645025
2021-07-30,272.1587115841876
2021-08-02,264.5213519849468
2021-08-03,267.93954532417507
2021-08-04,266.13067319128623
2021-08-05,268.06593473559553
2021-08-06,266.2621199012853
2021-08-09,279.7869525797394
2021-08-10,273.277750548018
2021-08-11,267.3944456966926
2021-08-12,267.0492992869169
2021-08-13,264.89138787468147
2021-08-16,254.6030820200683
2021-08-17,253.82703454020546
2021-08-18,245.67734593362616
2021-08-19,247.82290144125332
2021-08-20,253.06177885979582
2021-08-23,257.88698616358727
2021-08-24,246.66365099581438
2021-08-25,246.20920182913156
2021-08-26,248.092184293212
2021-08-27,251.43071314471166
2021-08-30,254.64333627655625
2021-08-31,259.8756604450801
2021-09-01,257.4346157208162
2021-09-02,264.08958153062747
2021-09-03,269.21986908577065
2021-09-06,264.8303396560331
2021-09-07,266.5084990814734
2021-09-08,270.44253126301334
2021-09-09,270.40664995700735
2021-09-10,268.9846462615395
2021-09-13,268.76925118028777
2021-09-14,264.81003479694624
2021-09-15,266.2950389553597
2021-09-16,261.53126431382697
2021-09-17,265.147560393002
2021-09-20,259.9689362005424
2021-09-21,258.3223571300402
2021-09-22,260.97711708567
2021-09-23,260.8383699518144
2021-09-24,262.4781124081376
2021-09-27,260.657090150178
2021-09-28,256.58414364960004
2021-09-29,253.53466019912335
2021-09-30,248.26519336119244
2021-10-01,246.9911224345354
2021-10-04,247.83466378160833
2021-10-05,242.92625685237348
2021-10-06,249.66096585669536
2021-10-07,249.0193654581409
2021-10-08,254.37676953397093
2021-10-11,251.46602668233527
2021-10-12,250.26304333219753
2021-10-13,249.51433123313413
2021-10-14,261.2795960739064
2021-10-15,263.92458791000087
2021-10-18,272.6605213017716
2021-10-19,277.2845117653801
2021-10-20,280.48707018919316
2021-10-21,278.8472345445586
2021-10-22,281.00622964298867
2021-10-25,292.2606824781328
2021-10-26,300.9812034966211
2021-10-27,304.0265789574101
2021-10-28,304.8949277241353
2021-10-29,301.12143091322076
2021-11-01,299.25742066051254
2021-11-02,304.78817118230654
2021-11-03,300.0305446734997
2021-11-04,296.7976350996826
2021-11-05,295.090757546685
2021-11-08,289.5939661351482
2021-11-09,292.9799753990245
2021-11-10,295.2305931381592
2021-11-11,288.2314198608946
2021-11-12,288.6075454120389
2021-11-15,291.6337477647959
2021-11-16,298.5148254603518
2021-11-17,300.46520762627466
2021-11-18,298.9443741934104
2021-11-19,298.8923202976509
2021-11-22,290.8072638458564
2021-11-23,294.84437893030736
2021-11-24,305.5037156336929
2021-11-25,296.4368062844727
2021-11-26,302.514249840609
2021-11-29,297.51036773080534
2021-11-30,295.83938325736113
2021-12-01,290.17098185250813
2021-12-02,282.4241648566718
2021-12-03,281.5202870500009
2021-12-06,275.8050329003877
2021-12-07,281.48065150555107
2021-12-08,279.5667289803744
2021-12-09,281.9937393151383
2021-12-10,280.8352769531572
2021-12-13,281.1185754430229
2021-12-14,287.7876595859425
2021-12-15,281.2709016043591
2021-12-16,279.11070741391495
2021-12-17,282.8057010471335
2021-12-20,287.3952985036637
2021-12-21,295.2216945025666
2021-12-22,301.88821368843236
2021-12-23,299.7981689986846
2021-12-24,302.4728323772215
2021-12-27,297.7274962824952
2021-12-28,297.3174113941324
2021-12-29,295.04194071152057
2021-12-30,295.00383041881776
2021-12-31,296.1479595525475
2022-01-03,301.71367860582905
2022-01-04,296.9071623317897
2022-01-05,298.62461408544635
2022-01-06,296.3096965511768
2022-01-07,295.6633377161383
2022-01-10,288.8832287070029
2022-01-11,302.62069836201294
2022-01-12,301.37767687438884
2022-01-13,315.59296939584976
2022-01-14,316.3745584041902
2022-01-17,320.42457793016774
2022-01-18,313.96768908388367
2022-01-19,318.5368094682807
2022-01-20,313.0415548818925
2022-01-21,318.35843124736664
2022-01-24,322.10502123922237
2022-01-25,314.39534752144596
2022-01-26,308.90115891488995
2022-01-27,313.25650970379513
2022-01-28,327.9478335624137
2022-01-31,326.52520205298583
2022-02-01,341.81518853587045
2022-02-02,338.8158970027451
2022-02-03,336.7747930836913
2022-02-04,334.8329257501902
2022-02-07,328.57849063637065
2022-02-08,325.6434182633853
2022-02-09,330.21547920940895
2022-02-10,319.82093368128886
2022-02-11,342.31524210494456
2022-02-14,345.25454784544297
2022-02-15,340.0470038038165
2022-02-16,336.6052121557821
2022-02-17,342.2131166867397
2022-02-18,339.29700344444075
2022-02-21,331.87995811277557
2022-02-22,333.4142376747849
2022-02-23,331.34221396018046
2022-02-24,336.2280736528651
2022-02-25,329.94485942703903
2022-02-28,325.60656200531696
2022-03-01,323.7440806998602
2022-03-02,317.71232030907174
2022-03-03,311.33983915027267
2022-03-04,307.18731012836383
2022-03-07,299.5893740209705
2022-03-08,300.4805774332399
2022-03-09,294.8718248183015
2022-03-10,298.20930059784223
2022-03-11,307.46623860582474
2022-03-14,310.8295842425296
2022-03-15,317.0679647621742
2022-03-16,322.79060941236787
2022-03-17,321.91548167708714
2022-03-18,315.1256838630717
2022-03-21,313.081867869711
2022-03-22,312.73211376226686
2022-03-23,318.04554358431324
2022-03-24,310.6078125284708
2022-03-25,305.6478916039298
2022-03-28,311.4765573789083
2022-03-29,319.87534791768434
2022-03-30,316.54128015591164
2022-03-31,319.68135901724855
2022-04-01,325.77707839128306
2022-04-04,314.1369559315991
2022-04-05,312.8397600800029
2022-04-06,321.1284989499907
2022-04-07,328.21205336806804
2022-04-08,334.20528046620854
2022-04-11,335.82608716769823
2022-04-12,334.15580527860527
2022-04-13,333.6063451316879
2022-04-14,329.50424652854196
2022-04-15,337.93175233302935
2022-04-18,337.42107285409946
2022-04-19,344.9540667198732
2022-04-20,336.75202852747066
2022-04-21,341.75365600474663
2022-04-22,332.4995541967441
2022-04-25,335.0376036965101
2022-04-26,339.4026799913488
2022-04-27,331.4856743290608
2022-04-28,331.378851712257
2022-04-29,323.41741487160465
2022-05-02,323.5860963554247
2022-05-03,325.0748484420514
2022-05-04,316.1955360657709
2022-05-05,303.97903813096553
2022-05-06,302.3484151870563
2022-05-09,303.744272393864
2022-05-10,291.5999801828579
2022-05-11,288.73737944833215
2022-05-12,278.0821340174604
2022-05-13,285.0961861631676
2022-05-16,287.50623324153634
2022-05-17,292.724844957552
2022-05-18,288.0519112445525
2022-05-19,291.13696020368786
2022-05-20,288.39077304791635
2022-05-23,281.23840951165556
2022-05-24,284.3254991360525
2022-05-25,298.28216066906464
2022-05-26,297.23221353246146
2022-05-27,294.2426921421641
2022-05-30,288.75134230868963
2022-05-31,290.4512845702533
2022-06-01,295.12038654475936
2022-06-02,304.0312619124084
2022-06-03,302.87704025049277
2022-06-06,303.0188582177733
2022-06-07,311.0065422392237
2022-06-08,307.68916603782145
2022-06-09,313.4312586866769
2022-06-10,313.7263261471059
2022-06-13,316.25162113423727
2022-06-14,325.8412187672336
2022-06-15,331.1663432003515
2022-06-16,329.7250246335341
2022-06-17,327.3196054835094
2022-06-20,325.7824072961371
2022-06-21,324.1585307150778
2022-06-22,316.79242217788055
2022-06-23,324.2619065119908
2022-06-24,318.34147509824265
2022-06-27,314.70334858183503
2022-06-28,314.4971221393355
2022-06-29,310.85714395097875
2022-06-30,312.4753822113672
2022-07-01,319.5255565175472
2022-07-04,309.02595848559827
2022-07-05,310.34695710333125
2022-07-06,321.5967649229506
2022-07-07,319.7789498271328
2022-07-08,329.29485212355394
2022-07-11,337.9113945148732
2022-07-12,335.79594377469283
2022-07-13,334.14153910352235
2022-07-14,337.08329684609924
2022-07-15,335.65952910223706
2022-07-18,322.7662124080311
2022-07-19,318.9737263615394
2022-07-20,326.86308896755946
2022-07-21,321.5568096515859
2022-07-22,332.60470948701993
2022-07-25,322.511588632494
2022-07-26,334.37221715112673
2022-07-27,337.12982671845185
2022-07-28,337.36372390417125
2022-07-29,336.77883555021174
2022-08-01,318.9303221226383
2022-08-02,312.41801593456637
2022-08-03,316.84527089440195
2022-08-04,315.8037389070054
2022-08-05,326.49304542709535
2022-08-08,322.95003266047524
2022-08-09,313.63073753543983
2022-08-10,315.028814492972
2022-08-11,304.4207465963671
2022-08-12,316.3465438213017
2022-08-15,307.2138810315161
2022-08-16,310.7169222445505
2022-08-17,309.30210891311776
2022-08-18,317.602550967153
2022-08-19,324.49445958957847
2022-08-22,322.6006536178934
2022-08-23,324.2171193058753
2022-08-24,315.55114643474917
2022-08-25,315.849247113056
2022-08-26,311.91937789932797
2022-08-29,301.840339338922
2022-08-30,304.63532685712016
2022-08-31,302.4726152603975
2022-09-01,295.95184768319444
2022-09-02,290.0983156387234
2022-09-05,286.73050578164265
2022-09-06,285.3863684345733
2022-09-07,278.4280360312215
2022-09-08,274.84155143177526
2022-09-09,269.8481096171619
2022-09-12,281.63534298298214
2022-09-13,285.570688567749
2022-09-14,284.25231609027475
2022-09-15,284.43056861337874
2022-09-16,283.39509796204646
2022-09-19,294.3030736115999
2022-09-20,293.1130499694362
2022-09-21,287.83929863938175
2022-09-22,299.16162341098453
2022-09-23,286.1958131220567
2022-09-26,286.20810227028164
2022-09-27,282.47356296758244
2022-09-28,278.91192651775475
2022-09-29,277.98831064926736
2022-09-30,279.9285335314555
2022-10-03,281.34744589889243
2022-10-04,280.26323495508797
2022-10-05,273.9129717752447
2022-10-06,278.9821910061946
2022-10-07,271.23990235066475
2022-10-10,274.9082199310594
2022-10-11,273.66940903680126
2022-10-12,264.7671819754859
2022-10-13,262.23932791312546
2022-10-14,260.7769401853545
2022-10-17,255.1526618040262
2022-10-18,251.6682553584508
2022-10-19,247.58039379119938
2022-10-20,248.59356935187498
2022-10-21,244.2944291037806
2022-10-24,236.78621936615087
2022-10-25,241.44618436373446
2022-10-26,237.85197728049343
2022-10-27,242.5306310957662
2022-10-28,241.82102179793424
2022-10-31,240.2975080790071
2022-11-01,238.96893460661826
2022-11-02,238.94262758894342
2022-11-03,238.62566086804227
2022-11-04,241.4515366066869
2022-11-07,236.32287556445914
2022-11-08,236.10421866207778
2022-11-09,239.15478109280906
2022-11-10,234.6495911119747
2022-11-11,236.47488378654026
2022-11-14,244.26353413561964
2022-11-15,246.47460060060283
2022-11-16,243.83853259373782
2022-11-17,239.09336526295817
2022-11-18,238.51619280379174
2022-11-21,240.65308958592829
2022-11-22,241.87859256262243
2022-11-23,235.42361794642923
2022-11-24,229.93216669975226
2022-11-25,233.65403254302493
2022-11-28,229.35892657917867
2022-11-29,229.99343925158874
2022-11-30,231.46672832239554
2022-12-01,238.44065879562774
2022-12-02,230.7288128212391
2022-12-05,238.96971959071794
2022-12-06,239.54121485614507
2022-12-07,234.65575763981587
2022-12-08,233.9108690961991
2022-12-09,229.93805758796336
2022-12-12,230.83186404136148
2022-12-13,225.46282463505347
2022-12-14,226.1764825995982
2022-12-15,228.18840941463563
2022-12-16,220.75590968665148
2022-12-19,215.09851348474191
2022-12-20,213.58219564849148
2022-12-21,211.43319474474137
2022-12-22,213.34386477962803
2022-12-23,207.25502246335571
2022-12-26,211.43297039969863
2022-12-27,215.8342536308091
2022-12-28,212.78162416956874
2022-12-29,212.55435496893858
2022-12-30,210.07587700470802
2023-01-02,218.05065343689972
2023-01-03,216.69443512062142
2023-01-04,218.17511202670224
2023-01-05,219.40872303896103
2023-01-06,218.64748518165845
2023-01-09,217.06496466298194
2023-01-10,216.25082568837092
2023-01-11,210.18560437654207
2023-01-12,211.47408119441522
2023-01-13,215.83807866891735
2023-01-16,209.81662992846407
2023-01-17,213.9090884522945
2023-01-18,218.28401073041607
2023-01-19,216.17248287819808
2023-01-20,215.30913474816367
2023-01-23,217.45541202348738
2023-01-24,216.92543071693456
2023-01-25,207.52345540460098
2023-01-26,208.5133001313991
2023-01-27,209.05332132854684
2023-01-30,206.93882230502442
2023-01-31,208.40307575362039
2023-02-01,209.18827414017198
2023-02-02,207.36460366601005
2023-02-03,197.65032735985085
2023-02-06,196.56787404397508
2023-02-07,199.76378092644686
2023-02-08,194.0563039770085
2023-02-09,191.18326141782995
2023-02-10,194.80981548724972
2023-02-13,189.86043111987308
2023-02-14,188.3998885112855
2023-02-15,193.32792034004078
2023-02-16,191.31561787725195
2023-02-17,193.692635450857
2023-02-20,199.77361467834083
2023-02-21,189.17388110862487
2023-02-22,187.23779367637948
2023-02-23,183.2795124017765
2023-02-24,186.14903328917256
2023-02-27,190.44109560738147
2023-02-28,186.51703225519165
2023-03-01,185.89202755623887
2023-03-02,184.08059082521532
2023-03-03,184.97245237068506
2023-03-06,180.94921653742068
2023-03-07,182.9809636158359
2023-03-08,183.30846911154546
2023-03-09,181.1293791094904
2023-03-10,185.20987308088453
2023-03-13,178.66324956312155
2023-03-14,176.55110861350803
2023-03-15,174.29052959657804
2023-03-16,174.45845260566375
2023-03-17,169.9332562263708
2023-03-20,175.43340194487237
2023-03-21,168.99123106030623
2023-03-22,171.32286300441547
2023-03-23,175.51313693064824
2023-03-24,182.05435146246734
2023-03-27,180.1218362532126
2023-03-28,184.28097006753217
2023-03-29,186.6339602961292
2023-03-30,189.8978975424161
2023-03-31,188.028645770771
2023-04-03,193.15164973866456
2023-04-04,196.73893632840742
2023-04-05,197.06852096317138
2023-04-06,208.82040012188807
2023-04-07,212.51849544067343
2023-04-10,211.84131296417726
2023-04-11,208.26794456292828
2023-04-12,210.6707177109562
2023-04-13,208.5362155535645
2023-04-14,201.55276677848076
2023-04-17,198.22887051485853
2023-04-18,199.81471262610611
2023-04-19,206.04739543105757
2023-04-20,211.06501489077172
2023-04-21,210.73057237554667
2023-04-24,210.92617387785265
2023-04-25,211.4220970250052
2023-04-26,207.15874669051243
2023-04-27,202.37063736354412
2023-04-28,205.77403608161896
2023-05-01,207.4468845334618
2023-05-02,205.27482950814567
2023-05-03,201.1601953167121
2023-05-04,204.9611367835589
2023-05-05,208.99666103539022
2023-05-08,215.56042706381078
2023-05-09,217.63859748580637
2023-05-10,216.30815537644412
2023-05-11,219.47322667948092
2023-05-12,214.38230943312195
2023-05-15,213.4945602051194
2023-05-16,211.20147202314536
2023-05-17,204.27475664296443
2023-05-18,201.4062646275747
2023-05-19,198.53492435158353
2023-05-22,193.42511347185228
2023-05-23,197.08815725008108
2023-05-24,194.92639590184496
2023-05-25,197.39320799098485
2023-05-26,195.146291617699
2023-05-29,196.71902877498454
2023-05-30,192.86106631926924
2023-05-31,196.91922496769647
2023-06-01,201.15526271308096
2023-06-02,201.05875124289625
2023-06-05,202.59441844881184
2023-06-06,201.49752360284012
2023-06-07,201.7412630057908
2023-06-08,205.3477308399673
2023-06-09,203.92463166923775
2023-06-12,196.54169802080912
2023-06-13,202.36902806332452
2023-06-14,201.76213080265975
2023-06-15,198.07032744312633
2023-06-16,206.12325506160607
2023-06-19,202.0183065042559
2023-06-20,196.4240422866594
2023-06-21,196.83463610084885
2023-06-22,189.6566678757278
2023-06-23,193.46800901649306
2023-06-26,189.01283811328304
2023-06-27,191.96502964112736
2023-06-28,191.86881553308427
2023-06-29,195.39724880256625
2023-06-30,197.32304906577477
2023-07-03,199.00032732989345
2023-07-04,198.47053521557436
2023-07-05,196.70655149221233
2023-07-06,200.76471922964956
2023-07-07,202.02946767261022
2023-07-10,205.40631733908293
2023-07-11,207.94366886801038
2023-07-12,206.9402404865969
2023-07-13,210.8950003867961
2023-07-14,208.9085334834154
2023-07-17,207.60556426567442
2023-07-18,209.7193388227101
2023-07-19,210.8017188694624
2023-07-20,211.90492263374009
2023-07-21,216.88587359795696
2023-07-24,218.3021831723374
2023-07-25,222.84901729683375
2023-07-26,224.92219135490652
2023-07-27,230.44208389312539
2023-07-28,234.08007888843616
2023-07-31,234.93887795524196
