Date,TFC
2020-06-03,578.9789196690436
2020-06-04,576.8109850165731
2020-06-05,550.2391639258368
2020-06-08,534.0909760801086
2020-06-09,517.9832625495252
2020-06-10,496.19830297173957
2020-06-11,491.0343538505569
2020-06-12,487.2309710191374
2020-06-15,506.32063555230286
2020-06-16,500.17279826927967
2020-06-17,531.4419199946423
2020-06-18,536.3387903412287
2020-06-19,534.82843546574
2020-06-22,552.8568058825297
2020-06-23,570.4065132690374
2020-06-24,557.495106159858
2020-06-25,547.0765757325352
2020-06-26,546.0428527805357
2020-06-29,550.539100828993
2020-06-30,543.500837120726
2020-07-01,559.8022612545208
2020-07-02,565.1158244424231
2020-07-03,557.4690350043397
2020-07-06,569.7300927895434
2020-07-07,559.8962205937481
2020-07-08,541.6400131905633
2020-07-09,553.2472107558327
2020-07-10,571.27840787825
2020-07-13,555.6324850100957
2020-07-14,555.9264789137386
2020-07-15,560.5751096676073
2020-07-16,572.4258451537129
2020-07-17,578.9217698664585
2020-07-20,597.9030248620678
2020-07-21,623.5551687007262
2020-07-22,609.2962105612559
2020-07-23,614.350453071118
2020-07-24,625.6223270739533
2020-07-27,626.3712492493603
2020-07-28,634.704148116613
2020-07-29,643.1647568144099
2020-07-30,663.3497156256487
2020-07-31,641.3423079951092
2020-08-03,649.4996377671712
2020-08-04,653.4218889973246
2020-08-05,665.6020122984651
2020-08-06,675.9029233937503
2020-08-07,673.4682638935917
2020-08-10,681.3346197166054
2020-08-11,689.7691063345106
2020-08-12,695.4919047421876
2020-08-13,710.2865648111442
2020-08-14,706.2357096983386
2020-08-17,712.7100130217474
2020-08-18,706.7290973218684
2020-08-19,739.5326987319884
2020-08-20,736.3398588341904
2020-08-21,760.7801933521281
2020-08-24,747.127482294645
2020-08-25,722.1873428597166
2020-08-26,726.9533931857206
2020-08-27,747.6631424866521
2020-08-28,741.8276215506588
2020-08-31,755.0665514282829
2020-09-01,753.6284297703445
2020-09-02,727.637405751132
2020-09-03,717.7592893591479
2020-09-04,702.9141188478254
2020-09-07,710.1038907409053
2020-09-08,771.4521301245328
2020-09-09,757.9419428096819
2020-09-10,746.4635202107042
2020-09-11,756.439666299767
2020-09-14,767.7860220552262
2020-09-15,771.0072543787907
2020-09-16,792.8633024443109
2020-09-17,834.0785371435452
2020-09-18,807.9801836345939
2020-09-21,802.8142372054187
2020-09-22,799.9430132883109
2020-09-23,766.4852303952744
2020-09-24,730.2172478710819
2020-09-25,722.1894067895397
2020-09-28,733.089360139478
2020-09-29,731.9878215461639
2020-09-30,746.4847280738236
2020-10-01,715.8514362518716
2020-10-02,729.1135435063183
2020-10-05,737.2632635492624
2020-10-06,743.3010774857628
2020-10-07,749.2454863475488
2020-10-08,746.2056746391345
2020-10-09,725.2175790193356
2020-10-12,734.7541766358706
2020-10-13,740.6582203557452
2020-10-14,751.9708800993303
2020-10-15,759.1504327828646
2020-10-16,772.5110304576159
2020-10-19,771.1731571208552
2020-10-20,801.110979161006
2020-10-21,813.0821343239162
2020-10-22,803.1051207119353
2020-10-23,784.0610054027172
2020-10-26,772.3415385748038
2020-10-27,777.6570289361825
2020-10-28,786.8999259290538
2020-10-29,803.5603576035257
2020-10-30,774.4289736601332
2020-11-02,797.1873611435748
2020-11-03,796.0480518894356
2020-11-04,776.6562346522899
2020-11-05,780.4626560698579
2020-11-06,754.6095476688529
2020-11-09,766.3611113252666
2020-11-10,749.9324245281247
2020-11-11,763.9684076765691
2020-11-12,781.1241193538217
2020-11-13,789.5316337014618
2020-11-16,799.7931847701146
2020-11-17,779.5061427647078
2020-11-18,754.7984755604548
2020-11-19,779.0364856934468
2020-11-20,773.7032541754811
2020-11-23,802.0645556259229
2020-11-24,763.3176338738012
2020-11-25,789.2412232089144
2020-11-26,772.7180558357375
2020-11-27,769.1669440848302
2020-11-30,781.5772659842825
2020-12-01,799.0017622202575
2020-12-02,821.3935828956807
2020-12-03,792.2687343233071
2020-12-04,791.3316041385602
2020-12-07,809.2411723979704
2020-12-08,785.8585455100953
2020-12-09,823.0712201485833
2020-12-10,817.5921188251343
2020-12-11,826.4604197393444
2020-12-14,821.9949845856796
2020-12-15,840.8372235707267
2020-12-16,814.0006191427927
2020-12-17,807.882651689339
2020-12-18,789.369297856532
2020-12-21,784.6430334097487
2020-12-22,804.477165965673
2020-12-23,802.6276612350791
2020-12-24,835.4380150332461
2020-12-25,867.0620596935565
2020-12-28,867.1450995095307
2020-12-29,858.5291253091838
2020-12-30,893.3130110005719
2020-12-31,901.8405402477475
2021-01-01,901.5126268249898
2021-01-04,928.3374247157911
2021-01-05,912.4681673741962
2021-01-06,924.2801342173217
2021-01-07,886.1820971912415
2021-01-08,950.5396904212505
2021-01-11,952.4152120448492
2021-01-12,929.8334277008179
2021-01-13,914.7598966529964
2021-01-14,897.4067520712056
2021-01-15,919.1819969161824
2021-01-18,860.178330047242
2021-01-19,830.0098737489714
2021-01-20,848.6225938245716
2021-01-21,854.9913591802386
2021-01-22,863.8120291743797
2021-01-25,852.1537681732478
2021-01-26,834.5381178059547
2021-01-27,827.3172411286056
2021-01-28,822.6390443591862
2021-01-29,795.1609201645124
2021-02-01,761.3942652920753
2021-02-02,769.2833759370733
2021-02-03,797.4618540049851
2021-02-04,798.3328595878405
2021-02-05,761.7631868300001
2021-02-08,758.645750811247
2021-02-09,747.4016540657332
2021-02-10,734.8542335822303
2021-02-11,733.4181808910979
2021-02-12,723.3288605041711
2021-02-15,746.3325097356106
2021-02-16,740.7595132723927
2021-02-17,751.6143683358541
2021-02-18,758.2200826117487
2021-02-19,767.0823358376655
2021-02-22,770.4277307205541
2021-02-23,784.5120764638496
2021-02-24,773.1936970842386
2021-02-25,790.0155230739744
2021-02-26,770.9590981539393
2021-03-01,758.8749042120359
2021-03-02,767.9312606130442
2021-03-03,790.9513045513974
2021-03-04,790.4961547211844
2021-03-05,788.7903288797515
2021-03-08,812.1878132161456
2021-03-09,823.3078253201551
2021-03-10,827.4435452979614
2021-03-11,830.3848611645988
2021-03-12,816.6766385161047
2021-03-15,813.9758229646957
2021-03-16,828.7026326899482
2021-03-17,848.2915994059267
2021-03-18,841.699912040029
2021-03-19,830.5761367258707
2021-03-22,832.6729556384794
2021-03-23,819.9240640726603
2021-03-24,829.0292487854631
2021-03-25,872.0469032554076
2021-03-26,865.987091798242
2021-03-29,854.1774155307714
2021-03-30,828.4941553352825
2021-03-31,828.5386391656208
2021-04-01,824.2386942843648
2021-04-02,841.9117433814394
2021-04-05,858.4302415126112
2021-04-06,860.3036697744827
2021-04-07,845.3226163497344
2021-04-08,858.4005324263784
2021-04-09,868.602668061578
2021-04-12,853.200748163288
2021-04-13,891.0031656702348
2021-04-14,879.3829826184846
2021-04-15,880.4094092851718
2021-04-16,888.4865851585296
2021-04-19,886.6705902034688
2021-04-20,907.5507409681584
2021-04-21,901.4195062683862
2021-04-22,876.8972140765727
2021-04-23,897.8301119979438
2021-04-26,899.4949984333102
2021-04-27,939.093550664311
2021-04-28,944.4323560647449
2021-04-29,941.7287327230579
2021-04-30,946.9143564212169
2021-05-03,935.4393260374208
2021-05-04,942.4278210352767
2021-05-05,987.8054636124472
2021-05-06,968.3370131698395
2021-05-07,963.8398814771264
2021-05-10,968.0700148766261
2021-05-11,938.9891021556265
2021-05-12,920.1651785316387
2021-05-13,908.048536296179
2021-05-14,886.44628845596
2021-05-17,871.6737892205301
2021-05-18,878.4044000285684
2021-05-19,882.8372873797409
2021-05-20,858.8272732838484
2021-05-21,862.640365880091
2021-05-24,841.4692732025567
2021-05-25,861.5320399445594
2021-05-26,869.3014738108676
2021-05-27,828.8827444468917
2021-05-28,817.0437372371487
2021-05-31,807.3314737377121
2021-06-01,839.2129494814741
2021-06-02,868.8723850813184
2021-06-03,868.7741243514812
2021-06-04,884.9605069089516
2021-06-07,910.6303741270737
2021-06-08,898.7936371312866
2021-06-09,880.7873629470658
2021-06-10,908.4339002557709
2021-06-11,862.4229757487735
2021-06-14,859.4968454205064
2021-06-15,877.6491986668206
2021-06-16,893.1406319580086
2021-06-17,842.344792300361
2021-06-18,888.8129206851072
2021-06-21,913.1580781586974
2021-06-22,909.0141676898654
2021-06-23,914.0845224141691
2021-06-24,928.4743381637055
2021-06-25,928.2218771117948
2021-06-28,974.253089135683
2021-06-29,957.1065638194905
2021-06-30,986.909710849176
2021-07-01,976.4070212841845
2021-07-02,961.2912613828998
2021-07-05,937.6841483893535
2021-07-06,916.8245872822249
2021-07-07,915.1381374940898
2021-07-08,914.8027923835913
2021-07-09,901.6447508900366
2021-07-12,871.0216971966229
2021-07-13,859.6201860901489
2021-07-14,893.2276231162607
2021-07-15,920.9900097467162
2021-07-16,923.2973901908392
2021-07-19,920.0087749571453
2021-07-20,927.3133606770925
2021-07-21,941.6586092317502
2021-07-22,936.8129511053976
2021-07-23,939.6463084197889
2021-07-26,951.3906272448501
2021-07-27,930.7605929512641
2021-07-28,910.2479159068084
2021-07-29,917.9637892551226
2021-07-30,892.9326796845044
2021-08-02,912.1526811118388
2021-08-03,908.7720236634198
2021-08-04,850.4123494247232
2021-08-05,806.7632027434723
2021-08-06,832.9358850550592
2021-08-09,835.696165945393
2021-08-10,796.5713545497802
2021-08-11,799.2515870039173
2021-08-12,814.4807030410552
2021-08-13,815.4227484131206
2021-08-16,822.4252376587576
2021-08-17,790.0155372120056
2021-08-18,783.9312780759201
2021-08-19,790.3576149931704
2021-08-20,791.0227450918021
2021-08-23,812.2036540784428
2021-08-24,830.5742941422811
2021-08-25,813.3419341854843
2021-08-26,815.2995831336247
2021-08-27,811.1164334909074
2021-08-30,848.7660555988568
2021-08-31,852.7643305617862
2021-09-01,866.1541120685267
2021-09-02,863.1482070280098
2021-09-03,846.1808565845305
2021-09-06,797.7366124523703
2021-09-07,778.6551737847835
2021-09-08,801.9793144686448
2021-09-09,828.7498251124854
2021-09-10,854.5061283916731
2021-09-13,858.389115806079
2021-09-14,805.9785785406726
2021-09-15,798.6201842452434
2021-09-16,802.9750515389466
2021-09-17,841.6176915606899
2021-09-20,857.2183046682181
2021-09-21,850.3763539168324
2021-09-22,828.4582037979776
2021-09-23,841.2957290031791
2021-09-24,839.8838379831791
2021-09-27,848.7565458137925
2021-09-28,830.2957384319142
2021-09-29,842.3193140265444
2021-09-30,861.8511831032347
2021-10-01,832.9090264685856
2021-10-04,837.5028534554958
2021-10-05,849.6743265771752
2021-10-06,814.4837867507678
2021-10-07,842.548404628473
2021-10-08,835.4058022306971
2021-10-11,854.8458086296739
2021-10-12,884.6473098517913
2021-10-13,906.2389318717471
2021-10-14,884.0752006387338
2021-10-15,923.826235498359
2021-10-18,903.5635952842084
2021-10-19,925.510051351768
2021-10-20,905.433918911293
2021-10-21,922.8601608336714
2021-10-22,933.503265482293
2021-10-25,968.6439556223581
2021-10-26,985.474644852596
2021-10-27,954.0190871556989
2021-10-28,923.0360618687166
2021-10-29,905.4190851304371
2021-11-01,909.8926667614095
2021-11-02,941.1203301269497
2021-11-03,941.9546066092732
2021-11-04,974.4918744335985
2021-11-05,961.8029454146005
2021-11-08,960.0247518145194
2021-11-09,977.119240738151
2021-11-10,951.20160076168
2021-11-11,954.4452678172125
2021-11-12,939.2977435101949
2021-11-15,931.4747288359854
2021-11-16,957.5011557296153
2021-11-17,937.3762347957086
2021-11-18,948.805632030485
2021-11-19,924.7719284100606
2021-11-22,938.3757044062542
2021-11-23,953.0887043071965
2021-11-24,952.3791120971255
2021-11-25,974.5456607162848
2021-11-26,930.7056224975765
2021-11-29,926.2931612414204
2021-11-30,929.1095651638013
2021-12-01,924.4928023060623
2021-12-02,918.2005250902367
2021-12-03,879.952824613836
2021-12-06,844.8902625655442
2021-12-07,848.7268251478121
2021-12-08,869.9977746312522
2021-12-09,830.0574934050543
2021-12-10,839.5619251789097
2021-12-13,825.605702091851
2021-12-14,827.0139133766752
2021-12-15,808.6475305642524
2021-12-16,821.7976543320032
2021-12-17,814.2168547462866
2021-12-20,802.0611125323541
2021-12-21,813.9547210035649
2021-12-22,805.2888541002187
2021-12-23,824.2780240794915
2021-12-24,823.4974184384683
2021-12-27,801.7304425858202
2021-12-28,760.8149827197695
2021-12-29,748.5864140423612
2021-12-30,750.0167283523076
2021-12-31,753.153271088072
2022-01-03,741.2636659528764
2022-01-04,734.6913004771847
2022-01-05,743.2835335290179
2022-01-06,711.3773442765039
2022-01-07,683.2415510264482
2022-01-10,691.5759297493242
2022-01-11,723.2839006512
2022-01-12,727.1397183446986
2022-01-13,734.9883233681093
2022-01-14,707.6081596182022
2022-01-17,734.9749478214954
2022-01-18,739.247792208343
2022-01-19,750.55890866097
2022-01-20,751.8877235838271
2022-01-21,766.1684745684098
2022-01-24,756.1544238081248
2022-01-25,751.771060385102
2022-01-26,759.9185029518625
2022-01-27,751.4294490413458
2022-01-28,755.6104747563749
2022-01-31,747.7466491403313
2022-02-01,732.1725930900599
2022-02-02,707.9249571422296
2022-02-03,720.0784791446969
2022-02-04,712.8679796851559
2022-02-07,699.9165241371825
2022-02-08,710.502414588365
2022-02-09,685.126079589524
2022-02-10,693.4807713272593
2022-02-11,690.9328000043866
2022-02-14,679.3299480959187
2022-02-15,715.2041167282053
2022-02-16,734.3402420330185
2022-02-17,706.4236487638872
2022-02-18,714.6570029117958
2022-02-21,726.8629428510341
2022-02-22,726.305285173056
2022-02-23,717.3049354927904
2022-02-24,708.8242353442704
2022-02-25,707.7640345015393
2022-02-28,706.3272804576359
2022-03-01,709.7603978670909
2022-03-02,721.4535226488356
2022-03-03,705.3794692142972
2022-03-04,697.7790179115037
2022-03-07,702.1071150410576
2022-03-08,707.3949372350668
2022-03-09,735.6769352645864
2022-03-10,750.3922831705814
2022-03-11,738.8113881329269
2022-03-14,779.1398786625616
2022-03-15,749.5259011905348
2022-03-16,759.7158162240031
2022-03-17,737.0604133367584
2022-03-18,733.4005606277981
2022-03-21,743.038665193221
2022-03-22,733.238389412043
2022-03-23,710.4155180947758
2022-03-24,734.152456925679
2022-03-25,729.2865075794408
2022-03-28,752.440180977069
2022-03-29,749.8537171066077
2022-03-30,720.4436325701668
2022-03-31,737.9164243004195
2022-04-01,742.9175045024125
2022-04-04,737.8266252960551
2022-04-05,741.0614213430781
2022-04-06,762.3763312843163
2022-04-07,759.4285804937491
2022-04-08,772.1821632724303
2022-04-11,792.2758028016733
2022-04-12,791.899741291215
2022-04-13,801.0470646995283
2022-04-14,816.1258902761328
2022-04-15,806.4539743487809
2022-04-18,839.2286064116745
2022-04-19,843.0841732477797
2022-04-20,833.7156719643762
2022-04-21,845.3945985928535
2022-04-22,832.5130737181944
2022-04-25,821.6981660588218
2022-04-26,805.4320026932714
2022-04-27,786.9035332295994
2022-04-28,809.4460147396048
2022-04-29,831.7519006931615
2022-05-02,821.4524053763225
2022-05-03,807.0107827503435
2022-05-04,810.4774123931742
2022-05-05,787.5886469211368
2022-05-06,763.9147638362318
2022-05-09,778.4279580868564
2022-05-10,770.8430528129322
2022-05-11,779.1979148324809
2022-05-12,771.1018745507787
2022-05-13,765.0671928838963
2022-05-16,767.627029052835
2022-05-17,775.7954022587071
2022-05-18,780.9288813833266
2022-05-19,763.8285782076331
2022-05-20,746.461082301478
2022-05-23,747.791062182361
2022-05-24,751.3260692663151
2022-05-25,762.9714837816313
2022-05-26,729.5331096312208
2022-05-27,729.9106118075824
2022-05-30,734.2024731268629
2022-05-31,723.8493893490428
2022-06-01,750.1054897020828
2022-06-02,752.1783617799308
2022-06-03,743.9169007934846
2022-06-06,714.5288629733182
2022-06-07,729.9407925682954
2022-06-08,725.2734306184083
2022-06-09,735.3565976776246
2022-06-10,741.893130379519
2022-06-13,736.9946282498234
2022-06-14,735.9034991942345
2022-06-15,702.775332684269
2022-06-16,709.6113447890662
2022-06-17,701.1661229271638
2022-06-20,688.4079176581383
2022-06-21,686.6095649082556
2022-06-22,682.1369956531885
2022-06-23,677.5195670110121
2022-06-24,662.0687131972413
2022-06-27,645.15789729321
2022-06-28,666.9653218937908
2022-06-29,660.6046028923383
2022-06-30,662.2379371405461
2022-07-01,677.5313946764852
2022-07-04,647.2588841490254
2022-07-05,653.6340014988596
2022-07-06,648.0371176696008
2022-07-07,665.9059561908156
2022-07-08,668.9359445183285
2022-07-11,661.7431761360893
2022-07-12,647.2458716897393
2022-07-13,645.416589411666
2022-07-14,649.322334368327
2022-07-15,653.4428216368406
2022-07-18,653.9600222903048
2022-07-19,615.5633751556574
2022-07-20,577.6617134446619
2022-07-21,593.3443650927683
2022-07-22,597.1259579729015
2022-07-25,590.5511826987143
2022-07-26,600.7161330296553
2022-07-27,590.8322315290621
2022-07-28,603.3127852055643
2022-07-29,596.2262435423914
2022-08-01,602.3455290073532
2022-08-02,618.125347669739
2022-08-03,625.1104127344576
2022-08-04,614.2485956770827
2022-08-05,592.7714684167543
2022-08-08,609.9564306566609
2022-08-09,620.5187182838631
2022-08-10,644.2444272485424
2022-08-11,637.6368814666916
2022-08-12,653.2206381864925
2022-08-15,687.5896113460292
2022-08-16,682.6242037551687
2022-08-17,692.22295147728
2022-08-18,670.1197725558801
2022-08-19,685.9108000137428
2022-08-22,703.9820779556421
2022-08-23,708.3677736810398
2022-08-24,727.8847155739137
2022-08-25,746.5081419758424
2022-08-26,735.1642109312447
2022-08-29,739.2524271180803
2022-08-30,726.4079938625974
2022-08-31,714.3064837844411
2022-09-01,736.8700315792764
2022-09-02,753.745581113239
2022-09-05,776.4184665518384
2022-09-06,772.9976484383632
2022-09-07,808.3916693714295
2022-09-08,827.7167107376973
2022-09-09,866.0251750541705
2022-09-12,909.0032900403511
2022-09-13,916.9461440750493
2022-09-14,913.6946111807534
2022-09-15,984.1231641528909
2022-09-16,978.5166483445207
2022-09-19,969.3074547202053
2022-09-20,954.7317306894607
2022-09-21,928.6122804924504
2022-09-22,927.267845579646
2022-09-23,929.0028770415385
2022-09-26,949.8645878787277
2022-09-27,913.8121954110239
2022-09-28,936.9385375438515
2022-09-29,947.5659854799344
2022-09-30,905.584859918153
2022-10-03,924.5241285697804
2022-10-04,926.3682390591205
2022-10-05,896.0091295388149
2022-10-06,898.2712308634159
2022-10-07,908.9152025505123
2022-10-10,907.9726086085916
2022-10-11,898.213178180275
2022-10-12,897.8051265396715
2022-10-13,877.7700575676223
2022-10-14,875.9174599238074
2022-10-17,868.9376464099487
2022-10-18,868.1031106104627
2022-10-19,868.2512509882204
2022-10-20,872.2365371047933
2022-10-21,879.6352261232128
2022-10-24,911.5578782046679
2022-10-25,881.5581342006255
2022-10-26,866.7673401024672
2022-10-27,894.3016653835248
2022-10-28,912.710320514136
2022-10-31,902.999967898101
2022-11-01,879.1560498864696
2022-11-02,879.9796851549206
2022-11-03,901.6136635832863
2022-11-04,912.1951159349437
2022-11-07,902.9181074657052
2022-11-08,907.4529648438294
2022-11-09,905.2425510449084
2022-11-10,877.6267407597668
2022-11-11,879.3476686337921
2022-11-14,867.7638774964672
2022-11-15,875.6518944582018
2022-11-16,880.5170754105161
2022-11-17,882.7337685414494
2022-11-18,906.7093863477501
2022-11-21,912.7292500367582
2022-11-22,935.2493692908739
2022-11-23,929.0538996732896
2022-11-24,917.1559969073496
2022-11-25,915.82922788197
2022-11-28,907.9156937671469
2022-11-29,895.4555491514271
2022-11-30,902.2535371787206
2022-12-01,926.6290704421637
2022-12-02,910.4781173102888
2022-12-05,890.0084196216977
2022-12-06,829.9840767179596
2022-12-07,852.7561695630782
2022-12-08,890.5085328106452
2022-12-09,876.8478300149046
2022-12-12,900.8880463029975
2022-12-13,924.6744588401253
2022-12-14,888.9359611596751
2022-12-15,901.6337588771993
2022-12-16,894.1809620465482
2022-12-19,904.4602238512525
2022-12-20,925.8017549030714
2022-12-21,894.8870104219939
2022-12-22,903.6281286505122
2022-12-23,901.911695467292
2022-12-26,949.1908670519215
2022-12-27,939.7404614970177
2022-12-28,916.6470354300504
2022-12-29,922.0377114597806
2022-12-30,910.4034346421191
2023-01-02,904.9033031289888
2023-01-03,872.8315103811243
2023-01-04,890.1789294714173
2023-01-05,866.2392727492842
2023-01-06,845.8435561600414
2023-01-09,838.5246657659779
2023-01-10,836.7695732458018
2023-01-11,853.6305849553341
2023-01-12,845.9078669062767
2023-01-13,848.1167411021696
2023-01-16,843.7123129842767
2023-01-17,833.8838675656631
2023-01-18,869.5943723425356
2023-01-19,869.6244282409016
2023-01-20,883.3622925509839
2023-01-23,884.8894020371046
2023-01-24,890.603056326149
2023-01-25,887.5435041058497
2023-01-26,898.7440003210569
2023-01-27,899.0920622830091
2023-01-30,886.0459105269043
2023-01-31,920.0979605834251
2023-02-01,925.5918914172876
2023-02-02,902.5755626367063
2023-02-03,905.4863386092256
2023-02-06,867.1462180344769
2023-02-07,880.767499304226
2023-02-08,895.9984423007762
2023-02-09,881.2809899685858
2023-02-10,881.6974308615316
2023-02-13,876.3212395083145
2023-02-14,885.9863586400647
2023-02-15,884.5579065312896
2023-02-16,914.2248387731725
2023-02-17,900.9191927301722
2023-02-20,880.6840767822189
2023-02-21,880.5691507238615
2023-02-22,875.3915847318381
2023-02-23,871.1078381664895
2023-02-24,859.2102441676185
2023-02-27,853.3546928396837
2023-02-28,832.3482916653821
2023-03-01,821.8190717985111
2023-03-02,831.545480727317
2023-03-03,816.9267661240197
2023-03-06,813.9478057876215
2023-03-07,808.0904685393366
2023-03-08,812.1537970317484
2023-03-09,790.2728320263788
2023-03-10,790.9898838632364
2023-03-13,749.05366379569
2023-03-14,740.0335833792377
2023-03-15,744.7485706816838
2023-03-16,720.0065294344895
2023-03-17,714.1568557619456
2023-03-20,729.7143183681173
2023-03-21,726.4219704316487
2023-03-22,753.0186945333564
2023-03-23,776.9992932188796
2023-03-24,767.5552307316104
2023-03-27,803.8706356332319
2023-03-28,834.4617798020288
2023-03-29,829.4057407771375
2023-03-30,817.1662972886096
2023-03-31,790.1723449941522
2023-04-03,783.4782880747333
2023-04-04,777.5773435380929
2023-04-05,809.1468788980059
2023-04-06,812.9937313028286
2023-04-07,783.0357460302213
2023-04-10,775.2417741609019
2023-04-11,777.5031019612886
2023-04-12,752.0756950485243
2023-04-13,730.8675109829259
2023-04-14,737.4692089250849
2023-04-17,758.478071510054
2023-04-18,764.6799768779736
2023-04-19,779.0173064999791
2023-04-20,791.7255350836715
2023-04-21,778.9634166645807
2023-04-24,796.7861467235633
2023-04-25,785.6926335184412
2023-04-26,810.2173114716421
2023-04-27,811.2914585533076
2023-04-28,809.6399211092267
2023-05-01,798.5347990507131
2023-05-02,803.0025029892786
2023-05-03,813.9237888596631
2023-05-04,819.3470545471823
2023-05-05,786.0968076520279
2023-05-08,757.6968164608289
2023-05-09,795.1381616162969
2023-05-10,780.1112665368202
2023-05-11,784.9518393185398
2023-05-12,777.7064231474972
2023-05-15,777.2916661640841
2023-05-16,771.9490834069509
2023-05-17,749.1806863950543
2023-05-18,738.1538309111379
2023-05-19,725.1576329240585
2023-05-22,760.9325549425212
2023-05-23,745.5952361338212
2023-05-24,754.0254814169286
2023-05-25,781.4665429984693
2023-05-26,800.2418268974092
2023-05-29,819.7797668336735
2023-05-30,782.2957665272072
2023-05-31,782.1285336687515
2023-06-01,769.0944328951421
2023-06-02,755.4281781695381
2023-06-05,740.1082853610351
2023-06-06,717.5784783238425
2023-06-07,712.2496005404296
2023-06-08,692.6211897989441
2023-06-09,692.2872388890069
2023-06-12,716.4081406716809
2023-06-13,706.2993332603509
2023-06-14,727.3612425465468
2023-06-15,698.0009027165494
2023-06-16,684.076821950096
2023-06-19,679.4781381034571
2023-06-20,665.8233320601388
2023-06-21,661.0167589777172
2023-06-22,641.8206232090723
2023-06-23,652.7753883417566
2023-06-26,653.5390968652534
2023-06-27,651.7789938669071
2023-06-28,676.2055277730861
2023-06-29,687.9660609668567
2023-06-30,654.477230984383
2023-07-03,637.4941752722115
2023-07-04,626.7043917803277
2023-07-05,629.2789207062538
2023-07-06,639.7645818825233
2023-07-07,664.1586921781583
2023-07-10,676.4532243968616
2023-07-11,675.9516173797963
2023-07-12,651.9006576510014
2023-07-13,660.2634160654112
2023-07-14,665.351152971358
2023-07-17,651.7593458108661
2023-07-18,640.3746492095868
2023-07-19,646.4567617271409
2023-07-20,647.5574656214005
2023-07-21,654.3004664419202
2023-07-24,649.4537310155524
2023-07-25,647.7979754468066
2023-07-26,656.440995991659
2023-07-27,638.9622305249044
2023-07-28,623.4355730757239
2023-07-31,612.7306703721081
2023-08-01,617.5278308603923
2023-08-02,612.306927963563
2023-08-03,604.5751960200264
2023-08-04,612.6123109900938
