Date,PG
2020-05-20,248.30682026165488
2020-05-21,248.49746274925334
2020-05-22,234.1545855969304
2020-05-25,230.8388345158296
2020-05-26,223.97724657896035
2020-05-27,207.9782616064718
2020-05-28,209.17540152847934
2020-05-29,209.82486544144655
2020-06-01,211.5900140665639
2020-06-02,222.14804173668335
2020-06-03,223.08559794695472
2020-06-04,228.5288310915462
2020-06-05,224.29474709528267
2020-06-08,218.91214447580322
2020-06-09,217.30022058977534
2020-06-10,217.2943846710319
2020-06-11,223.56221889593553
2020-06-12,219.63568736434857
2020-06-15,219.11342247309767
2020-06-16,222.48499848144164
2020-06-17,212.27593318290607
2020-06-18,208.6488251322188
2020-06-19,214.9905464677083
2020-06-22,218.21766159860513
2020-06-23,221.4433425436991
2020-06-24,221.64815842335256
2020-06-25,222.2415731227877
2020-06-26,223.53872235698196
2020-06-29,218.97053506482118
2020-06-30,207.73099342327464
2020-07-01,202.22814906787124
2020-07-02,199.2098032261434
2020-07-03,198.2829819864134
2020-07-06,205.50099465451552
2020-07-07,190.83082101300252
2020-07-08,186.0623590252281
2020-07-09,189.27934760933823
2020-07-10,195.84099208332233
2020-07-13,195.9221388878634
2020-07-14,190.8237491752534
2020-07-15,184.74491380329843
2020-07-16,179.11747424150803
2020-07-17,176.23118036986233
2020-07-20,176.2057524915827
2020-07-21,176.43741318478084
2020-07-22,183.9610072729165
2020-07-23,184.8090224115706
2020-07-24,188.17992150685254
2020-07-27,187.10694095009865
2020-07-28,185.326705525
2020-07-29,177.2514671141349
2020-07-30,179.86576190258216
2020-07-31,175.4596655193029
2020-08-03,173.23059912350342
2020-08-04,175.02777769396087
2020-08-05,182.76700279619055
2020-08-06,179.8393605497409
2020-08-07,187.1902835611574
2020-08-10,195.37066714986366
2020-08-11,187.091374157949
2020-08-12,185.5920076080974
2020-08-13,184.94770101301006
2020-08-14,193.95235367409123
2020-08-17,190.80241064531978
2020-08-18,192.78075273679627
2020-08-19,199.15170353291225
2020-08-20,192.60577745778232
2020-08-21,195.78992772490324
2020-08-24,186.2104987534488
2020-08-25,194.84725878070378
2020-08-26,195.47262453415428
2020-08-27,189.55582798798073
2020-08-28,185.15607163992738
2020-08-31,186.0629195794866
2020-09-01,194.24452233648418
2020-09-02,194.53989870699692
2020-09-03,198.6066238240338
2020-09-04,193.54193604029174
2020-09-07,189.22208098917503
2020-09-08,183.16436622076577
2020-09-09,189.35740746030405
2020-09-10,198.27595783286188
2020-09-11,193.9380484619334
2020-09-14,187.85429113913273
2020-09-15,195.4242465642732
2020-09-16,190.31913464284233
2020-09-17,196.00159886927906
2020-09-18,194.6577529838045
2020-09-21,199.31777879866223
2020-09-22,197.2504534938852
2020-09-23,195.65947889976022
2020-09-24,194.42316575664628
2020-09-25,191.48310129440407
2020-09-28,187.61478249951006
2020-09-29,187.2502479775276
2020-09-30,189.9862437174529
2020-10-01,193.148044804831
2020-10-02,190.78212095319083
2020-10-05,185.48682289057723
2020-10-06,185.23516678040025
2020-10-07,185.75589679210782
2020-10-08,183.37599621137963
2020-10-09,182.33518381018146
2020-10-12,181.11842821533432
2020-10-13,176.23653516602675
2020-10-14,169.64099348208984
2020-10-15,170.05469916782548
2020-10-16,166.77124361675934
2020-10-19,165.73207645698588
2020-10-20,167.6958782320015
2020-10-21,166.04804052275801
2020-10-22,163.96025871242836
2020-10-23,162.0170920478628
2020-10-26,157.68144411906493
2020-10-27,160.28994277254648
2020-10-28,166.2102501385626
2020-10-29,162.73536882426566
2020-10-30,162.64188616523975
2020-11-02,162.64113605019898
2020-11-03,163.74296477826636
2020-11-04,167.95787276909064
2020-11-05,173.7141184121321
2020-11-06,169.95300508475674
2020-11-09,176.42308009281783
2020-11-10,168.88628642782862
2020-11-11,171.17261328690148
2020-11-12,167.99747515467976
2020-11-13,160.56662451801125
2020-11-16,160.27623308697795
2020-11-17,162.01145511028994
2020-11-18,160.3946157324465
2020-11-19,168.16837303649345
2020-11-20,158.84970571528643
2020-11-23,165.9387420709065
2020-11-24,169.94479278193958
2020-11-25,168.55150641981697
2020-11-26,153.2964565203257
2020-11-27,158.39025854734314
2020-11-30,155.69199454698466
2020-12-01,149.5920583449965
2020-12-02,149.37404824041093
2020-12-03,144.64758271380626
2020-12-04,146.87044564408583
2020-12-07,147.64828483824667
2020-12-08,145.71370984298522
2020-12-09,141.95839024275318
2020-12-10,144.8796370893026
2020-12-11,144.06711018982887
2020-12-14,142.01055181911067
2020-12-15,141.0123360676318
2020-12-16,143.11263266300438
2020-12-17,152.38253403324663
2020-12-18,155.13111488533679
2020-12-21,153.38602595990943
2020-12-22,156.60382117283933
2020-12-23,151.73944837709786
2020-12-24,158.11251643853697
2020-12-25,154.83096420070174
2020-12-28,160.74720208848447
2020-12-29,165.5541023771484
2020-12-30,160.93408447313826
2020-12-31,159.11186166336324
2021-01-01,160.05446200613454
2021-01-04,161.83220325644137
2021-01-05,163.5421554463438
2021-01-06,154.33666684999832
2021-01-07,160.00316053600883
2021-01-08,156.70842539182235
2021-01-11,149.23609224311343
2021-01-12,152.44139358202435
2021-01-13,149.34976658414897
2021-01-14,146.5379935070508
2021-01-15,142.54102695373712
2021-01-18,139.810252200554
2021-01-19,138.10471147596982
2021-01-20,139.03988602391684
2021-01-21,136.95202698487304
2021-01-22,135.33240956110228
2021-01-25,132.72084226563584
2021-01-26,131.36727020801385
2021-01-27,129.26792758852613
2021-01-28,130.6376250782787
2021-01-29,125.45475490478249
2021-02-01,126.0129232376037
2021-02-02,127.30246382817592
2021-02-03,132.61111822072968
2021-02-04,136.21856710943143
2021-02-05,143.83565273599035
2021-02-08,143.07354095416315
2021-02-09,142.9993836399117
2021-02-10,142.64588983046372
2021-02-11,146.33156440721558
2021-02-12,140.84842432261732
2021-02-15,141.89704608405458
2021-02-16,140.92884575725495
2021-02-17,147.13212632993364
2021-02-18,146.84033504508412
2021-02-19,138.01359948319418
2021-02-22,140.48065573547134
2021-02-23,132.55241396441934
2021-02-24,130.30953819759054
2021-02-25,131.38568781679652
2021-02-26,125.82991381614711
2021-03-01,134.07085283799452
2021-03-02,137.23938702905235
2021-03-03,134.04123489467835
2021-03-04,130.19310885449562
2021-03-05,129.57016328230307
2021-03-08,125.3983267370344
2021-03-09,127.24514925959545
2021-03-10,126.99784054968823
2021-03-11,127.5097309098213
2021-03-12,129.17624030927618
2021-03-15,129.70163753981694
2021-03-16,125.86102381890913
2021-03-17,127.3045859628291
2021-03-18,130.03333540128563
2021-03-19,124.58316049912169
2021-03-22,131.5252900099114
2021-03-23,127.95155549846898
2021-03-24,135.12185715669762
2021-03-25,133.3650397258669
2021-03-26,134.36612578873712
2021-03-29,132.7828288268321
2021-03-30,129.6426385155523
2021-03-31,128.86446488268894
2021-04-01,129.2932265675345
2021-04-02,126.03579010383255
2021-04-05,133.67479202057996
2021-04-06,139.86729268988879
2021-04-07,130.30748057444669
2021-04-08,137.50247735397704
2021-04-09,138.59766665044074
2021-04-12,132.1148835250274
2021-04-13,134.84378816187123
2021-04-14,139.5927583038868
2021-04-15,137.00378195469492
2021-04-16,146.55424218711985
2021-04-19,146.92595925979882
2021-04-20,148.16530054961117
2021-04-21,147.5784259200712
2021-04-22,153.126136782398
2021-04-23,154.57959018208913
2021-04-26,157.21947971926744
2021-04-27,150.78729393151687
2021-04-28,152.05036513410644
2021-04-29,154.63278455260425
2021-04-30,151.984883952498
2021-05-03,149.24914156306102
2021-05-04,148.9265590692302
2021-05-05,147.05348926357004
2021-05-06,147.7000058798286
2021-05-07,147.80869306574394
2021-05-10,146.7997861714408
2021-05-11,140.3755212258835
2021-05-12,143.77829161263102
2021-05-13,139.4945931585916
2021-05-14,144.4630436288411
2021-05-17,148.78610038872696
2021-05-18,143.02370340931273
2021-05-19,142.71741435818114
2021-05-20,150.42055679890345
2021-05-21,153.99139851736768
2021-05-24,154.70488582660337
2021-05-25,147.82076783237093
2021-05-26,150.7826417822048
2021-05-27,149.4931023899477
2021-05-28,147.27088410534495
2021-05-31,135.7421931217396
2021-06-01,130.8341564581282
2021-06-02,136.16798927600775
2021-06-03,134.45274764702467
2021-06-04,133.42706677813078
2021-06-07,130.14352300845317
2021-06-08,127.72747879253637
2021-06-09,123.16785913685888
2021-06-10,120.30347889486067
2021-06-11,131.3781079338254
2021-06-14,132.52706644851742
2021-06-15,131.73280131525362
2021-06-16,133.02139306426508
2021-06-17,140.86471281891733
2021-06-18,137.3405375017949
2021-06-21,136.3878710676363
2021-06-22,136.30809545375823
2021-06-23,129.4173329294421
2021-06-24,131.763730164107
2021-06-25,132.16418968044687
2021-06-28,132.7367427386214
2021-06-29,137.2808648661405
2021-06-30,136.71264436153655
2021-07-01,136.14633382549053
2021-07-02,134.0786837091349
2021-07-05,138.5642357425309
2021-07-06,142.7929424280461
2021-07-07,148.06942736385983
2021-07-08,146.93013112775625
2021-07-09,146.3148705370675
2021-07-12,144.01942790030088
2021-07-13,142.67415311314338
2021-07-14,137.6480850524096
2021-07-15,128.44095440965236
2021-07-16,128.7878444254603
2021-07-19,130.24707068509522
2021-07-20,138.65601359357123
2021-07-21,135.48711409804116
2021-07-22,135.3782293497025
2021-07-23,144.59984823901956
2021-07-26,144.60449997477738
2021-07-27,146.75077117528946
2021-07-28,141.7146830238446
2021-07-29,142.66817003856042
2021-07-30,142.4209309965602
2021-08-02,141.4783762279322
2021-08-03,143.25375450837177
2021-08-04,139.4046373685015
2021-08-05,142.00860787753356
2021-08-06,138.69442329840538
2021-08-09,134.72887445742623
2021-08-10,133.33372656164445
2021-08-11,132.24658503738272
2021-08-12,125.2365422677771
2021-08-13,127.56031602556338
2021-08-16,133.74555360352315
2021-08-17,137.49944618471346
2021-08-18,138.61551111698054
2021-08-19,146.00692106712717
2021-08-20,147.50795301833355
2021-08-23,141.05915416340827
2021-08-24,140.74853372752244
2021-08-25,144.936000218449
2021-08-26,143.95648928197716
2021-08-27,148.8776254884191
2021-08-30,156.91357681128116
2021-08-31,164.44745933465833
2021-09-01,162.31085009699868
2021-09-02,159.58133230526488
2021-09-03,165.26915323635166
2021-09-06,161.5468338026145
2021-09-07,166.2735142315691
2021-09-08,169.46607571471932
2021-09-09,161.9357445610347
2021-09-10,160.04067782643438
2021-09-13,163.97675389773966
2021-09-14,163.67234763273262
2021-09-15,166.53350302698522
2021-09-16,162.3736261219644
2021-09-17,162.13562590402918
2021-09-20,161.77621066745306
2021-09-21,151.5738278215228
2021-09-22,144.10064859122477
2021-09-23,144.7107810662793
2021-09-24,143.94988319128487
2021-09-27,144.98005782079034
2021-09-28,152.45909177093608
2021-09-29,156.15384563324392
2021-09-30,156.31414868339382
2021-10-01,156.37174526214378
2021-10-04,154.38999732261635
2021-10-05,150.74395236030895
2021-10-06,150.02388441313397
2021-10-07,143.9490749594575
2021-10-08,146.65318283119004
2021-10-11,144.3244356665907
2021-10-12,144.48257222461203
2021-10-13,142.9104465012255
2021-10-14,143.41744391217145
2021-10-15,144.00929247483344
2021-10-18,144.40595036468022
2021-10-19,145.98430976980734
2021-10-20,144.71843171599008
2021-10-21,140.03364864737318
2021-10-22,139.9229575243063
2021-10-25,140.32436099187157
2021-10-26,141.47557600075706
2021-10-27,142.03432768020048
2021-10-28,143.0169186892409
2021-10-29,141.48990978522468
2021-11-01,148.24069946809496
2021-11-02,143.09936866990589
2021-11-03,148.61267644056488
2021-11-04,152.34208269408558
2021-11-05,151.2462468892773
2021-11-08,148.20759891364904
2021-11-09,144.56201641673653
2021-11-10,147.44420168985505
2021-11-11,147.0174129415916
2021-11-12,147.74704649401917
2021-11-15,148.75683723918547
2021-11-16,140.1911250934937
2021-11-17,137.1657234386236
2021-11-18,133.74125146203545
2021-11-19,130.991738799698
2021-11-22,126.63001137850054
2021-11-23,129.68311203939177
2021-11-24,130.08813986405642
2021-11-25,126.67239973491188
2021-11-26,126.53452252970166
2021-11-29,126.26852484335566
2021-11-30,124.79243863754819
2021-12-01,125.10958427889557
2021-12-02,118.35623974745481
2021-12-03,116.24175545206495
2021-12-06,111.36691732418831
2021-12-07,112.19151042404796
2021-12-08,111.45640673027819
2021-12-09,110.77809104909062
2021-12-10,103.11211172372975
2021-12-13,98.57146971948632
2021-12-14,103.89886850757003
2021-12-15,105.83826793781932
2021-12-16,108.64034799428747
2021-12-17,109.85297291822444
2021-12-20,107.1925520389168
2021-12-21,106.57474526289353
2021-12-22,106.04217171800802
2021-12-23,106.95437157893281
2021-12-24,108.7175667912987
2021-12-27,108.24868852422182
2021-12-28,109.25139397491712
2021-12-29,105.65480172672025
2021-12-30,105.4736601181114
2021-12-31,103.31016108829928
2022-01-03,106.90141421146811
2022-01-04,106.87661214767724
2022-01-05,104.81870056035439
2022-01-06,101.60736013342203
2022-01-07,102.63251694063044
2022-01-10,100.40345506163698
2022-01-11,103.13643385545278
2022-01-12,102.53154530514641
2022-01-13,100.98390984297446
2022-01-14,97.36377259641596
2022-01-17,97.48491386700715
2022-01-18,104.55741231957164
2022-01-19,105.84147749327788
2022-01-20,109.10110588088948
2022-01-21,106.94515509511824
2022-01-24,101.62563899069674
2022-01-25,104.50571905928956
2022-01-26,105.65243155672566
2022-01-27,106.37404944966897
2022-01-28,106.43526761927417
2022-01-31,108.96614271040872
2022-02-01,115.52898024920918
2022-02-02,119.36777110510411
2022-02-03,116.40565118748228
2022-02-04,117.8218239452045
2022-02-07,121.68844475250391
2022-02-08,122.15607437178944
2022-02-09,115.11568900654117
2022-02-10,121.7404045103292
2022-02-11,115.17899749336321
2022-02-14,115.9559180551766
2022-02-15,122.38231097322563
2022-02-16,123.65572450388247
2022-02-17,125.44804018856873
2022-02-18,127.08362025589913
2022-02-21,125.46931800742357
2022-02-22,124.63301657039922
2022-02-23,125.48638716862149
2022-02-24,119.65831159512987
2022-02-25,122.21343111464115
2022-02-28,124.47958657607228
2022-03-01,122.28552957705847
2022-03-02,119.2501159928052
2022-03-03,121.43369419660569
2022-03-04,122.09877565754181
2022-03-07,123.41906433602293
2022-03-08,127.90009102637978
2022-03-09,133.19991872829698
2022-03-10,137.57336516571246
2022-03-11,139.0777249029056
2022-03-14,135.58208627255917
2022-03-15,134.05637526912298
2022-03-16,137.4742956555649
2022-03-17,134.701303844966
2022-03-18,135.39406363581833
2022-03-21,137.52091898348544
2022-03-22,130.08842600675547
2022-03-23,128.13585357288585
2022-03-24,131.02858204115665
2022-03-25,128.46149923814855
2022-03-28,124.55625880821907
2022-03-29,123.41036093869182
2022-03-30,126.68774349162695
2022-03-31,119.76118365245549
2022-04-01,116.8492020415088
2022-04-04,115.10228534698972
2022-04-05,119.59488708076941
2022-04-06,115.25988079107262
2022-04-07,115.20764749540692
2022-04-08,118.90217057900037
2022-04-11,117.17304042138764
2022-04-12,113.99520626951904
2022-04-13,114.84716785992828
2022-04-14,113.92917363695287
2022-04-15,117.05395002525223
2022-04-18,117.18876973351162
2022-04-19,112.73879979516765
2022-04-20,113.06700101010132
2022-04-21,117.70867544535261
2022-04-22,124.76360682159128
2022-04-25,131.37519869404403
2022-04-26,129.242228151193
2022-04-27,132.76105894948017
2022-04-28,131.3425174288231
2022-04-29,129.06827832430182
2022-05-02,127.25874750860801
2022-05-03,125.13735636387287
2022-05-04,122.1303719479994
2022-05-05,127.31641899795241
2022-05-06,131.78728036472882
2022-05-09,127.30887223843776
2022-05-10,124.58469540866699
2022-05-11,122.51135408002972
2022-05-12,125.02854829732173
2022-05-13,123.9138811026014
2022-05-16,130.4949461271762
2022-05-17,125.17958249583623
2022-05-18,131.96264138442456
2022-05-19,132.29767402487084
2022-05-20,126.63900006967941
2022-05-23,120.81364768341373
2022-05-24,123.18702928458794
2022-05-25,121.09826765383683
2022-05-26,117.51802986641414
2022-05-27,124.6506363467282
2022-05-30,128.36856728962343
2022-05-31,136.3841210340784
2022-06-01,131.03356547914387
2022-06-02,133.7951733587704
2022-06-03,130.4294225450484
2022-06-06,126.98246993283664
2022-06-07,128.26543799774842
2022-06-08,128.5239846354482
2022-06-09,131.67306420060305
2022-06-10,135.23334323332753
2022-06-13,134.39055393037023
2022-06-14,135.75045587494634
2022-06-15,134.9229201065263
2022-06-16,146.20661916352316
2022-06-17,143.85774378943768
2022-06-20,139.76119709331783
2022-06-21,148.217625126324
2022-06-22,148.73264852480798
2022-06-23,147.81951559335744
2022-06-24,145.52468841303326
2022-06-27,145.47862580643942
2022-06-28,148.79135879811716
2022-06-29,149.9413288350278
2022-06-30,143.69348797004545
2022-07-01,141.99586360450036
2022-07-04,144.72506890222155
2022-07-05,141.15627822413222
2022-07-06,142.22968539472112
2022-07-07,140.1978149200172
2022-07-08,135.41140011377342
2022-07-11,131.2851020795116
2022-07-12,129.86749430418706
2022-07-13,132.37337616158243
2022-07-14,132.52326009168388
2022-07-15,130.79276165844294
2022-07-18,126.67845977990947
2022-07-19,132.64561703100432
2022-07-20,127.01307192622318
2022-07-21,126.20086996377213
2022-07-22,127.92684130407588
2022-07-25,125.39146099659763
2022-07-26,122.20448672569508
2022-07-27,117.40408306761447
2022-07-28,121.79713893135639
2022-07-29,120.24949117727805
2022-08-01,118.32599266107842
2022-08-02,117.33951588054451
2022-08-03,118.47563777588343
2022-08-04,117.27314442489418
2022-08-05,117.97538728196399
2022-08-08,123.0197513313007
2022-08-09,126.979863330309
2022-08-10,138.64451916784162
2022-08-11,138.14411526841084
2022-08-12,135.79920567728504
2022-08-15,141.40384369133767
2022-08-16,140.5693677388404
2022-08-17,137.95788204760743
2022-08-18,136.27372034851243
2022-08-19,130.5187198515143
2022-08-22,130.52852012482356
2022-08-23,134.59340402737908
2022-08-24,134.18574690748213
2022-08-25,138.82261232333136
2022-08-26,139.91531388595743
2022-08-29,136.3837363672696
2022-08-30,138.44551378095795
2022-08-31,138.8445382466451
2022-09-01,138.36764990833606
2022-09-02,136.9754413042971
2022-09-05,138.26264472215024
2022-09-06,139.8779808030278
2022-09-07,143.70869464212927
2022-09-08,144.27468333929318
2022-09-09,139.047611147556
2022-09-12,133.35026068906637
2022-09-13,133.01104821795056
2022-09-14,142.3699613556534
2022-09-15,141.69536936249688
2022-09-16,134.89969199278192
2022-09-19,130.13447154720882
2022-09-20,127.44706367524314
2022-09-21,121.0759802404735
2022-09-22,123.32386383343714
2022-09-23,121.31378991720246
2022-09-26,120.38832654212628
2022-09-27,119.68068904916981
2022-09-28,117.0712337821882
2022-09-29,114.91342875412286
2022-09-30,112.54168639218753
2022-10-03,112.22469785110394
2022-10-04,108.65000044721553
2022-10-05,108.45178548806504
2022-10-06,106.86500317273355
2022-10-07,108.9798405782591
2022-10-10,106.05432952828073
2022-10-11,103.17153208562253
2022-10-12,103.58653445708372
2022-10-13,106.01878607959792
2022-10-14,105.35579661465195
2022-10-17,108.76356682015349
2022-10-18,113.04417248360095
2022-10-19,113.41018486957309
2022-10-20,118.0654089460505
2022-10-21,117.83163814285071
2022-10-24,121.36642710671899
2022-10-25,120.96213760144212
2022-10-26,116.42770704107551
2022-10-27,117.34779299098268
2022-10-28,119.9506752219337
2022-10-31,120.16649946853207
2022-11-01,117.85277175413145
2022-11-02,118.87933107488134
2022-11-03,117.54349350790879
2022-11-04,114.15466599423407
2022-11-07,107.83056542342966
2022-11-08,105.38298853662255
2022-11-09,110.36978701527569
2022-11-10,113.2878734314932
2022-11-11,112.71248193804749
2022-11-14,114.09182225170734
2022-11-15,118.08747362700936
2022-11-16,114.06480681623887
2022-11-17,112.74636806403078
2022-11-18,107.26113056058749
2022-11-21,104.66205832366406
2022-11-22,102.42272101490549
2022-11-23,99.67544922599197
2022-11-24,100.31305366875169
2022-11-25,104.63724474598014
2022-11-28,103.68873839237283
2022-11-29,108.30081749846178
2022-11-30,110.00434782358275
2022-12-01,113.4509467365635
2022-12-02,112.76479889039621
2022-12-05,114.57458816606349
2022-12-06,121.65053248826675
2022-12-07,119.79696013637522
2022-12-08,121.81432418597343
2022-12-09,128.8392167258558
2022-12-12,134.27967379668468
2022-12-13,129.33318555429568
2022-12-14,129.8508823771078
2022-12-15,131.52394169416405
2022-12-16,129.4537993874281
2022-12-19,127.76417967338138
2022-12-20,127.19752958246424
2022-12-21,128.14740179967094
2022-12-22,122.70966622909573
2022-12-23,125.73353851214164
2022-12-26,129.49775250846184
2022-12-27,132.71886036001533
2022-12-28,128.9952299446943
2022-12-29,129.4569017299124
2022-12-30,126.32025733768282
2023-01-02,121.12004429772507
2023-01-03,120.17064342710123
2023-01-04,122.46074224325527
2023-01-05,119.62512397552338
2023-01-06,118.82531713389095
2023-01-09,115.14457033473937
2023-01-10,117.0703076744682
2023-01-11,121.36128740535348
2023-01-12,121.04715761167594
2023-01-13,118.52582393231752
2023-01-16,116.94030915407801
2023-01-17,112.01572131614304
2023-01-18,107.46229335593627
2023-01-19,106.7650350291153
2023-01-20,100.06098267505213
2023-01-23,98.76119242930884
2023-01-24,100.82166527904765
2023-01-25,101.64668082468555
2023-01-26,104.22814597480988
2023-01-27,105.76910652724072
2023-01-30,105.29322859826335
2023-01-31,101.5957137405193
2023-02-01,95.78734612758268
2023-02-02,93.20036439077144
2023-02-03,94.89075720561104
2023-02-06,97.74828759404885
2023-02-07,96.82310751890552
2023-02-08,98.67564649138227
2023-02-09,98.62248645028863
2023-02-10,97.70041148815537
2023-02-13,91.7921270322918
2023-02-14,92.92446844164839
2023-02-15,94.15386651978343
2023-02-16,90.68038059363566
2023-02-17,85.3759735774403
2023-02-20,86.34282161407064
2023-02-21,87.7675747939042
2023-02-22,86.95079589252268
2023-02-23,84.27313942237016
2023-02-24,85.25506876735743
2023-02-27,81.24652848265107
2023-02-28,81.58093303514964
2023-03-01,80.92108322420117
2023-03-02,80.54092658802008
2023-03-03,83.36728462480026
2023-03-06,84.88497597088211
2023-03-07,82.53254473640555
2023-03-08,83.4942984121514
2023-03-09,85.35058783986473
2023-03-10,87.00168339125649
2023-03-13,84.59853258597012
2023-03-14,84.50724037351199
2023-03-15,85.0596958028853
2023-03-16,84.89526219790108
2023-03-17,81.66022991868655
2023-03-20,84.26159619380986
2023-03-21,85.88501741329827
2023-03-22,85.2410767310515
2023-03-23,84.4092866027523
2023-03-24,82.2459772276073
2023-03-27,83.40599764649097
2023-03-28,83.46842328943224
2023-03-29,82.71907318066411
2023-03-30,80.2310336558345
2023-03-31,83.405532937134
2023-04-03,82.91867287089559
2023-04-04,83.6024286263991
2023-04-05,85.34494831357257
2023-04-06,82.9320689787424
2023-04-07,83.59657301497785
2023-04-10,80.19637762506704
2023-04-11,83.03972327066802
2023-04-12,80.99339522589841
2023-04-13,82.01147744048731
2023-04-14,78.49701882334185
2023-04-17,80.00610060641814
2023-04-18,78.0155709724238
2023-04-19,80.26608719301356
2023-04-20,79.88463353811602
2023-04-21,82.91383590353583
2023-04-24,83.63769844965461
2023-04-25,81.41278930876244
2023-04-26,79.81955006547214
2023-04-27,79.08185297300835
2023-04-28,77.34745973990671
2023-05-01,80.01505836839829
2023-05-02,76.74345162981176
2023-05-03,76.87764972161517
2023-05-04,76.14849965029819
2023-05-05,77.14995850416433
2023-05-08,77.88905836974115
2023-05-09,78.3489383475017
2023-05-10,77.71854186441502
2023-05-11,77.27146688016342
2023-05-12,77.41076502789483
2023-05-15,75.67022642813458
2023-05-16,76.21011531166567
2023-05-17,74.28220394717447
2023-05-18,72.81146689923776
2023-05-19,75.02304903536711
2023-05-22,73.88165084138633
2023-05-23,72.49549795861867
2023-05-24,73.6981661652112
2023-05-25,75.05400764128078
2023-05-26,77.82732281021111
2023-05-29,79.98372044692734
2023-05-30,76.26168601998633
2023-05-31,76.06532273047587
2023-06-01,76.35451203211424
2023-06-02,77.21136674620931
2023-06-05,78.15962854006483
2023-06-06,80.67907525751667
2023-06-07,81.42890852958818
2023-06-08,81.19572064443177
2023-06-09,76.7829141513108
2023-06-12,80.82025764494334
2023-06-13,81.33481708978125
2023-06-14,85.48721108144368
2023-06-15,82.53254145134808
2023-06-16,80.90093056595252
2023-06-19,83.44300579144961
2023-06-20,84.67086396313441
2023-06-21,85.84848032578742
2023-06-22,87.85934731524867
2023-06-23,87.77057657586519
2023-06-26,88.86067480451315
2023-06-27,90.69170386159473
2023-06-28,90.03245807066023
2023-06-29,92.65225456840315
2023-06-30,87.06284674972204
2023-07-03,88.27173100811964
2023-07-04,94.79210372898433
2023-07-05,96.30429730713749
2023-07-06,95.44736609031375
2023-07-07,97.00951421166955
2023-07-10,96.8517858776147
2023-07-11,97.15425078636339
2023-07-12,99.62750291378981
2023-07-13,100.00270387548052
2023-07-14,102.0741008753696
2023-07-17,103.94727158908151
2023-07-18,103.01713774381896
2023-07-19,103.63089363132443
2023-07-20,108.52046745661323
2023-07-21,102.92696897022158
2023-07-24,102.8479872290787
2023-07-25,105.39287493100863
2023-07-26,101.04225427050858
2023-07-27,104.36727501899435
2023-07-28,103.9230473608435
2023-07-31,101.59798839663799
