Date,APD
2020-06-05,498.45447565143684
2020-06-08,487.01477294021
2020-06-09,496.34426046010526
2020-06-10,509.7305511125433
2020-06-11,514.1399544872983
2020-06-12,515.3214178739104
2020-06-15,505.7981438806392
2020-06-16,497.8998408561848
2020-06-17,493.7900532769046
2020-06-18,494.18166803413743
2020-06-19,481.2844686883508
2020-06-22,478.7302073993789
2020-06-23,458.96344395414553
2020-06-24,460.0996309260914
2020-06-25,468.461178222133
2020-06-26,468.0459752722789
2020-06-29,464.64821665332033
2020-06-30,488.7365470393948
2020-07-01,485.976978138957
2020-07-02,473.04119004514007
2020-07-03,472.6058361088022
2020-07-06,466.6716817578457
2020-07-07,457.48523021190135
2020-07-08,461.2864478050351
2020-07-09,472.870660422027
2020-07-10,482.0094662141836
2020-07-13,482.060377450263
2020-07-14,487.2348877174893
2020-07-15,479.1001308888856
2020-07-16,481.8306963066301
2020-07-17,489.01469358007114
2020-07-20,513.0246411738937
2020-07-21,520.7367860723274
2020-07-22,505.6131293039004
2020-07-23,517.2163896995625
2020-07-24,527.0973044960556
2020-07-27,555.107320054814
2020-07-28,558.386771223591
2020-07-29,555.9839472591354
2020-07-30,598.4789419855308
2020-07-31,607.7566905575334
2020-08-03,609.9258204753611
2020-08-04,608.3346497148829
2020-08-05,613.4761879259962
2020-08-06,605.1966942507662
2020-08-07,619.6561286768234
2020-08-10,636.0999821753877
2020-08-11,644.2338014438682
2020-08-12,646.2171547618593
2020-08-13,650.495975403032
2020-08-14,630.6875767948866
2020-08-17,616.9924757046701
2020-08-18,619.8585967321259
2020-08-19,608.115121810687
2020-08-20,603.5820752561033
2020-08-21,612.1317733156512
2020-08-24,599.7047703439519
2020-08-25,584.2125998003984
2020-08-26,574.1303063903126
2020-08-27,575.1970828538974
2020-08-28,555.8839192126243
2020-08-31,549.4136897557156
2020-09-01,538.8112167139126
2020-09-02,521.9643811261241
2020-09-03,529.0833313725367
2020-09-04,543.157692945313
2020-09-07,559.0007120133797
2020-09-08,546.9756600772582
2020-09-09,549.2029381870957
2020-09-10,556.4840512753465
2020-09-11,572.407805800683
2020-09-14,591.6413072400431
2020-09-15,593.5095823481622
2020-09-16,571.5199997152265
2020-09-17,559.9693768457613
2020-09-18,565.4421103169927
2020-09-21,579.7540762315418
2020-09-22,584.2194021491346
2020-09-23,600.3993759967012
2020-09-24,593.6022305633827
2020-09-25,598.5058626456522
2020-09-28,620.5132206114884
2020-09-29,611.5400132178127
2020-09-30,624.4438509791714
2020-10-01,635.5947200343039
2020-10-02,615.34032316638
2020-10-05,617.5015889119729
2020-10-06,623.7306994705518
2020-10-07,624.0296960404814
2020-10-08,611.1790170148884
2020-10-09,595.6264553125994
2020-10-12,593.0129692558407
2020-10-13,613.4588417477145
2020-10-14,614.4935600164044
2020-10-15,614.880348335765
2020-10-16,590.9268846898026
2020-10-19,578.4255925455813
2020-10-20,556.7172288438267
2020-10-21,566.5031601610551
2020-10-22,570.3219533850711
2020-10-23,553.4536459116678
2020-10-26,558.8622897329138
2020-10-27,557.435263565919
2020-10-28,559.6714218096585
2020-10-29,547.0416577965125
2020-10-30,563.5595605409407
2020-11-02,580.1926878666843
2020-11-03,585.8660303132381
2020-11-04,590.3106051339626
2020-11-05,611.2768849928126
2020-11-06,624.6717040999482
2020-11-09,651.857413479182
2020-11-10,655.1945364186752
2020-11-11,661.8987561640706
2020-11-12,655.9278813299061
2020-11-13,654.357129826982
2020-11-16,666.7447561067481
2020-11-17,661.0863094940167
2020-11-18,664.8596857198411
2020-11-19,665.2876229165678
2020-11-20,684.6205805183776
2020-11-23,671.9427611220532
2020-11-24,660.0123514189661
2020-11-25,673.6412462781277
2020-11-26,682.5272747947514
2020-11-27,671.2261490971308
2020-11-30,663.1065265737218
2020-12-01,668.3540904889625
2020-12-02,657.3118321017192
2020-12-03,672.6006188138601
2020-12-04,683.2802973028505
2020-12-07,681.8264187640989
2020-12-08,692.9323866037722
2020-12-09,717.1976053657121
2020-12-10,720.223288961235
2020-12-11,706.05082169853
2020-12-14,709.5069920528108
2020-12-15,709.2834447027506
2020-12-16,693.2985089589349
2020-12-17,685.453175396045
2020-12-18,670.3970682274316
2020-12-21,644.7458102298195
2020-12-22,646.0311506228395
2020-12-23,631.3469249394857
2020-12-24,632.9292584817726
2020-12-25,622.2218127869755
2020-12-28,637.1600553070652
2020-12-29,648.047308997748
2020-12-30,639.4854954452553
2020-12-31,662.9416641510563
2021-01-01,647.6739848039148
2021-01-04,645.1100419785499
2021-01-05,644.7617101850748
2021-01-06,665.1781666319873
2021-01-07,666.4937717627365
2021-01-08,668.8914460732443
2021-01-11,668.0259394842193
2021-01-12,671.2213956035959
2021-01-13,671.238528786662
2021-01-14,662.7193311160378
2021-01-15,648.8405898877102
2021-01-18,656.588495042554
2021-01-19,646.7892415715119
2021-01-20,638.2053783814356
2021-01-21,646.7266983851059
2021-01-22,638.204611771533
2021-01-25,635.9934587088649
2021-01-26,642.4821370871091
2021-01-27,620.361863035536
2021-01-28,598.8490968193659
2021-01-29,597.0119528249057
2021-02-01,577.6322448114934
2021-02-02,589.3518964942728
2021-02-03,585.7451915417329
2021-02-04,569.2238050988686
2021-02-05,559.6167403283162
2021-02-08,549.4934122658156
2021-02-09,551.3437208800956
2021-02-10,563.1519296033778
2021-02-11,549.0086063323224
2021-02-12,539.1687348542986
2021-02-15,529.875665898174
2021-02-16,532.9827115322593
2021-02-17,525.5218863245843
2021-02-18,508.4029723205827
2021-02-19,516.041982674618
2021-02-22,514.4095513724731
2021-02-23,525.0639532015814
2021-02-24,521.471787112114
2021-02-25,515.4261195731046
2021-02-26,526.5253262269712
2021-03-01,533.9210226948576
2021-03-02,523.017118869883
2021-03-03,535.3058041082929
2021-03-04,524.8848653888639
2021-03-05,516.7619173220924
2021-03-08,522.1630297153708
2021-03-09,538.3726179188255
2021-03-10,538.3125567599054
2021-03-11,539.4644905002633
2021-03-12,543.2666624963122
2021-03-15,545.9459469779745
2021-03-16,552.8298602394145
2021-03-17,538.4741136750542
2021-03-18,542.2277047828455
2021-03-19,540.0203458184893
2021-03-22,543.4551916789459
2021-03-23,523.1292509492932
2021-03-24,524.7477553614164
2021-03-25,539.9934929341208
2021-03-26,553.3966627542567
2021-03-29,557.5852461065585
2021-03-30,572.0668171904551
2021-03-31,560.6430324590006
2021-04-01,568.7045897134452
2021-04-02,560.8183249360344
2021-04-05,552.7856792238553
2021-04-06,569.5014706545726
2021-04-07,572.5292233267284
2021-04-08,577.4922242649981
2021-04-09,572.1151599054741
2021-04-12,561.5506180011852
2021-04-13,579.8599986410825
2021-04-14,572.1330140529624
2021-04-15,575.7578475442552
2021-04-16,557.066840523904
2021-04-19,563.2881942237185
2021-04-20,543.7118792513087
2021-04-21,568.9016605648513
2021-04-22,579.8050894235903
2021-04-23,566.2498272021713
2021-04-26,562.304798040775
2021-04-27,569.1270062537639
2021-04-28,552.2084199138349
2021-04-29,566.3327396859153
2021-04-30,554.1732664580417
2021-05-03,539.6767645505182
2021-05-04,537.9456411871923
2021-05-05,541.540256651811
2021-05-06,514.533212966177
2021-05-07,512.7980568808464
2021-05-10,487.9359860256906
2021-05-11,465.4862368051537
2021-05-12,447.327312984831
2021-05-13,440.5530122170638
2021-05-14,465.10673120048295
2021-05-17,486.87000565752226
2021-05-18,478.0494781606266
2021-05-19,469.4591759104789
2021-05-20,466.39242038952847
2021-05-21,447.2365505932312
2021-05-24,458.92647977409763
2021-05-25,466.64433142991805
2021-05-26,471.4963278945278
2021-05-27,470.59482499353817
2021-05-28,490.3714575840159
2021-05-31,496.9506020376683
2021-06-01,501.62792787560414
2021-06-02,526.5084423666063
2021-06-03,528.965949189757
2021-06-04,524.9633756344363
2021-06-07,544.2564145950446
2021-06-08,538.1573619192447
2021-06-09,553.7516619375511
2021-06-10,559.7018991716056
2021-06-11,563.7983861401929
2021-06-14,558.3140863906342
2021-06-15,561.7502495934012
2021-06-16,592.9428902099262
2021-06-17,603.9017742077895
2021-06-18,623.8672956387866
2021-06-21,638.187370005609
2021-06-22,624.274700606024
2021-06-23,618.137318351919
2021-06-24,618.8545415524734
2021-06-25,616.5328586115966
2021-06-28,620.0544070214133
2021-06-29,638.8522661462782
2021-06-30,648.2372707657449
2021-07-01,636.8707869962622
2021-07-02,625.0747889914833
2021-07-05,610.7097003532679
2021-07-06,606.7101111784762
2021-07-07,612.4562102506666
2021-07-08,621.4961003954222
2021-07-09,627.7675939417242
2021-07-12,640.1008996561216
2021-07-13,632.2623461329334
2021-07-14,664.7189481583829
2021-07-15,653.2424604401758
2021-07-16,651.2806889131614
2021-07-19,669.8854204915705
2021-07-20,687.2928833353945
2021-07-21,730.61852470695
2021-07-22,743.904551031865
2021-07-23,706.2930074530541
2021-07-26,696.9741879291261
2021-07-27,686.1730416159492
2021-07-28,696.9453799654945
2021-07-29,676.722080195148
2021-07-30,663.9274433564256
2021-08-02,670.7407097901905
2021-08-03,675.7160392506532
2021-08-04,683.940636903672
2021-08-05,685.3894541745796
2021-08-06,686.8936831578427
2021-08-09,668.8750683859793
2021-08-10,686.4529745680578
2021-08-11,697.1335231105546
2021-08-12,677.169806029839
2021-08-13,682.081574217631
2021-08-16,688.4193042617991
2021-08-17,686.3998782396793
2021-08-18,676.6680608123459
2021-08-19,675.6159800335878
2021-08-20,703.490980672095
2021-08-23,703.9235520843268
2021-08-24,700.6528693825031
2021-08-25,698.3023926791635
2021-08-26,708.3825922199035
2021-08-27,736.4381175344053
2021-08-30,762.9139578188878
2021-08-31,766.0881459945157
2021-09-01,797.9520082407806
2021-09-02,793.134664257816
2021-09-03,788.0060945364826
2021-09-06,789.1242538855175
2021-09-07,787.7759121237301
2021-09-08,818.8084226428703
2021-09-09,810.0065245676997
2021-09-10,788.9466584420826
2021-09-13,795.4440217749427
2021-09-14,779.189440502218
2021-09-15,789.528622027665
2021-09-16,778.2552141471372
2021-09-17,769.3395482979004
2021-09-20,810.1549437964189
2021-09-21,825.0171862335243
2021-09-22,842.333117886395
2021-09-23,843.0614715741782
2021-09-24,829.2602123358628
2021-09-27,824.1855037816654
2021-09-28,855.2163619425482
2021-09-29,869.2198422595059
2021-09-30,872.7759824717598
2021-10-01,869.3068775420485
2021-10-04,890.0848010104977
2021-10-05,840.3958399414773
2021-10-06,862.5189748545241
2021-10-07,841.2795840785615
2021-10-08,829.1556911787887
2021-10-11,861.420392859217
2021-10-12,837.085224025841
2021-10-13,869.8211785263635
2021-10-14,850.6936136729313
2021-10-15,818.9514493756021
2021-10-18,808.4562667107348
2021-10-19,806.4227408657738
2021-10-20,796.8775544972431
2021-10-21,797.0761147778363
2021-10-22,759.9076863171078
2021-10-25,791.7086010100763
2021-10-26,790.6900334651069
2021-10-27,779.3081758635116
2021-10-28,776.1952816373134
2021-10-29,783.3190654919815
2021-11-01,814.7881548589963
2021-11-02,820.0623581712017
2021-11-03,790.4980219877853
2021-11-04,807.2710673214654
2021-11-05,807.640045612474
2021-11-08,817.6862056497671
2021-11-09,843.506171634555
2021-11-10,850.5827866786178
2021-11-11,846.230520357347
2021-11-12,839.0663138594489
2021-11-15,801.3818140375203
2021-11-16,799.2366212483693
2021-11-17,825.5104894824934
2021-11-18,863.3784431216213
2021-11-19,859.39308432711
2021-11-22,859.8082376535971
2021-11-23,891.5315214988773
2021-11-24,851.1524939344806
2021-11-25,846.1830427506737
2021-11-26,843.2457334694732
2021-11-29,864.245756185987
2021-11-30,904.4325176842277
2021-12-01,903.4295381519258
2021-12-02,886.5556071423126
2021-12-03,876.826675160064
2021-12-06,907.8334393164356
2021-12-07,899.0995081085322
2021-12-08,893.4567146269532
2021-12-09,895.3756812668198
2021-12-10,894.0552552474769
2021-12-13,918.996737190509
2021-12-14,902.9217296624047
2021-12-15,875.4890780944093
2021-12-16,880.8606260307388
2021-12-17,869.5690347316528
2021-12-20,873.1614244805419
2021-12-21,876.4762047193233
2021-12-22,882.4499157034319
2021-12-23,884.1370143465217
2021-12-24,884.3017826244559
2021-12-27,879.7796173663066
2021-12-28,880.4000544673892
2021-12-29,896.7775683270949
2021-12-30,892.9704249270702
2021-12-31,939.2982354803305
2022-01-03,936.8847758916994
2022-01-04,962.1561035268337
2022-01-05,977.8752592966621
2022-01-06,992.5951865364112
2022-01-07,1009.8254638910214
2022-01-10,1005.7179253961059
2022-01-11,1042.8599210644504
2022-01-12,1039.1213881239669
2022-01-13,1065.6746730720354
2022-01-14,1081.5128048518068
2022-01-17,1096.2494262866362
2022-01-18,1095.2501919523904
2022-01-19,1089.6107030923747
2022-01-20,1115.149453706629
2022-01-21,1116.489148561301
2022-01-24,1124.9013476124903
2022-01-25,1152.7374915701448
2022-01-26,1161.2778543302084
2022-01-27,1138.391287917671
2022-01-28,1155.159291177045
2022-01-31,1133.7285224467048
2022-02-01,1127.6223815721619
2022-02-02,1120.9319178484755
2022-02-03,1117.9537254627542
2022-02-04,1121.6813384714792
2022-02-07,1086.945126466574
2022-02-08,1093.6530718798906
2022-02-09,1092.634561485697
2022-02-10,1133.922043048764
2022-02-11,1141.6368631688774
2022-02-14,1158.0884630271103
2022-02-15,1106.025452506301
2022-02-16,1111.969750044586
2022-02-17,1096.476048469877
2022-02-18,1119.3183815742336
2022-02-21,1106.1612703038
2022-02-22,1084.2530088519982
2022-02-23,1096.2789926487517
2022-02-24,1093.7041897630747
2022-02-25,1077.5825750268448
2022-02-28,1084.1413723671262
2022-03-01,1042.0561905073585
2022-03-02,996.0104962263633
2022-03-03,987.8770920550455
2022-03-04,972.6701054532876
2022-03-07,975.8929399700555
2022-03-08,955.2762065994539
2022-03-09,995.896146709402
2022-03-10,1006.1140993670325
2022-03-11,1012.1141496122938
2022-03-14,987.2404248553526
2022-03-15,981.9370151862022
2022-03-16,996.3533997144206
2022-03-17,984.2779595277785
2022-03-18,947.201679034478
2022-03-21,982.1138484186949
2022-03-22,989.3813039650012
2022-03-23,972.2504280545163
2022-03-24,969.5767028799012
2022-03-25,967.5800827975174
2022-03-28,960.7432096960238
2022-03-29,929.1070992282828
2022-03-30,977.4259200942032
2022-03-31,970.3817981655202
2022-04-01,954.5932382502036
2022-04-04,955.3303568893082
2022-04-05,982.9209598319617
2022-04-06,971.6303754128169
2022-04-07,944.4368408797184
2022-04-08,982.3492694916062
2022-04-11,970.0485380479093
2022-04-12,967.8939858806704
2022-04-13,971.280746302313
2022-04-14,952.9645304614176
2022-04-15,930.9243379631835
2022-04-18,938.6131358806798
2022-04-19,913.982948619371
2022-04-20,887.9497311950539
2022-04-21,873.8384858101601
2022-04-22,859.6914217495873
2022-04-25,867.0259063795057
2022-04-26,877.5471268513559
2022-04-27,889.444414394587
2022-04-28,859.0286413886289
2022-04-29,843.8657968169106
2022-05-02,863.7071201177876
2022-05-03,854.9486489618822
2022-05-04,831.1977444023736
2022-05-05,784.8925581403228
2022-05-06,805.4247971609818
2022-05-09,801.8084265517839
2022-05-10,825.418407808052
2022-05-11,798.545453126465
2022-05-12,773.5929321176686
2022-05-13,762.532384402484
2022-05-16,772.8286775873703
2022-05-17,776.6691328579225
2022-05-18,765.2015391860236
2022-05-19,754.3895509011446
2022-05-20,738.1135748669349
2022-05-23,747.7653227140463
2022-05-24,718.5427749366958
2022-05-25,738.843596377819
2022-05-26,761.1085696908104
2022-05-27,758.6130379582637
2022-05-30,771.5615122113721
2022-05-31,795.0186206121565
2022-06-01,803.9161329824884
2022-06-02,832.214196766123
2022-06-03,825.7892014236769
2022-06-06,823.7299504760023
2022-06-07,818.0641237516096
2022-06-08,809.1166179932004
2022-06-09,827.9515451233526
2022-06-10,823.5620635372311
2022-06-13,827.1964842710042
2022-06-14,833.4395248866389
2022-06-15,848.1980727167896
2022-06-16,810.4978792788361
2022-06-17,793.6719513583646
2022-06-20,774.8868747671809
2022-06-21,773.9880826337289
2022-06-22,797.5471326336452
2022-06-23,812.8958524375943
2022-06-24,815.0731408725126
2022-06-27,833.7151111050853
2022-06-28,839.5605145414949
2022-06-29,836.9780928815372
2022-06-30,843.201129723589
2022-07-01,844.1080638132523
2022-07-04,842.6378874529108
2022-07-05,873.0392016887906
2022-07-06,813.3407106464862
2022-07-07,825.6568196147886
2022-07-08,825.6643325203665
2022-07-11,832.8789715414489
2022-07-12,847.3775394819255
2022-07-13,843.2871329855247
2022-07-14,838.2839982620111
2022-07-15,828.398482129037
2022-07-18,817.6714136901797
2022-07-19,808.745575031732
2022-07-20,810.8453333697171
2022-07-21,807.8388987823623
2022-07-22,814.0339340050922
2022-07-25,822.424175558051
2022-07-26,842.0103418416114
2022-07-27,827.8972602124069
2022-07-28,841.7923891830831
2022-07-29,824.7342357666247
2022-08-01,827.350024973798
2022-08-02,838.7716853730817
2022-08-03,846.0769883716273
2022-08-04,867.558573611318
2022-08-05,887.6410819410013
2022-08-08,932.3193648128379
2022-08-09,919.3026557727596
2022-08-10,937.7729395019657
2022-08-11,949.4530723771059
2022-08-12,1006.3267597313459
2022-08-15,1013.7911137406434
2022-08-16,1031.570732523225
2022-08-17,996.6650032071096
2022-08-18,999.3914700691296
2022-08-19,967.4976288670862
2022-08-22,997.7131486843457
2022-08-23,964.8200009596284
2022-08-24,1008.0455981995767
2022-08-25,991.4806088464228
2022-08-26,1007.265936413919
2022-08-29,1019.6856231512206
2022-08-30,1038.0246520248181
2022-08-31,1063.80623919936
2022-09-01,1068.7237241358218
2022-09-02,1086.7319551485864
2022-09-05,1080.2639595658745
2022-09-06,1051.856741488161
2022-09-07,1058.8856932940557
2022-09-08,1008.59063823186
2022-09-09,1022.2339055096311
2022-09-12,1015.8339437831129
2022-09-13,1006.875126028053
2022-09-14,1067.5446233868036
2022-09-15,1063.6665643927367
2022-09-16,1081.9863095587548
2022-09-19,1098.5864020617526
2022-09-20,1110.1026479215052
2022-09-21,1154.0978739812294
2022-09-22,1170.1017599026547
2022-09-23,1158.4368599873985
2022-09-26,1122.813483318064
2022-09-27,1145.350059243205
2022-09-28,1190.126596949484
2022-09-29,1206.234173300309
2022-09-30,1191.9385594472856
2022-10-03,1188.3595771709581
2022-10-04,1196.1264971915946
2022-10-05,1190.0403787411474
2022-10-06,1157.9507360051487
2022-10-07,1134.190230346355
2022-10-10,1098.6516503921198
2022-10-11,1094.1355632872253
2022-10-12,1092.1191612434243
2022-10-13,1077.716262700917
2022-10-14,1079.8205699139482
2022-10-17,1086.5596794549197
2022-10-18,1136.9159455441759
2022-10-19,1159.1589181053507
2022-10-20,1105.6545029635242
2022-10-21,1121.8675255548667
2022-10-24,1165.8334424841867
2022-10-25,1185.0406610897635
2022-10-26,1162.505379374574
2022-10-27,1148.81502242493
2022-10-28,1149.136270421526
2022-10-31,1099.900730349635
2022-11-01,1118.0333352082482
2022-11-02,1101.0174489128722
2022-11-03,1112.1360718593546
2022-11-04,1129.6890437251352
2022-11-07,1118.5911169145727
2022-11-08,1130.2072580109723
2022-11-09,1097.8355175561169
2022-11-10,1111.1142047062501
2022-11-11,1137.6761605459233
2022-11-14,1143.7904992360209
2022-11-15,1157.8064409300996
2022-11-16,1144.2439490309475
2022-11-17,1151.9625216268334
2022-11-18,1120.5099560996014
2022-11-21,1088.2314624812568
2022-11-22,1103.9293933847466
2022-11-23,1117.8127785946351
2022-11-24,1082.4049694783466
2022-11-25,1099.845580561628
2022-11-28,1134.2895771022197
2022-11-29,1163.5401910187784
2022-11-30,1139.6060626477488
2022-12-01,1142.8529519410758
2022-12-02,1143.4603133145781
2022-12-05,1131.6555309151115
2022-12-06,1164.1337043554886
2022-12-07,1120.4604472531748
2022-12-08,1123.114561254545
2022-12-09,1164.0939087390316
2022-12-12,1168.1780559893125
2022-12-13,1145.5025769293213
2022-12-14,1088.6295073044844
2022-12-15,1072.2667302212662
2022-12-16,1084.8402589723848
2022-12-19,1103.2986015076308
2022-12-20,1109.9391922526993
2022-12-21,1092.9285600813917
2022-12-22,1110.764334278015
2022-12-23,1082.4575270390199
2022-12-26,1090.27932665612
2022-12-27,1159.9971718484346
2022-12-28,1161.0456273529367
2022-12-29,1141.819769295796
2022-12-30,1163.017002852496
2023-01-02,1156.199043442795
2023-01-03,1172.4303504294849
2023-01-04,1157.2984632870566
2023-01-05,1125.347867518171
2023-01-06,1126.0420537558934
2023-01-09,1154.2652522951846
2023-01-10,1198.7179060552942
2023-01-11,1174.4722125265598
2023-01-12,1133.9104070953927
2023-01-13,1170.989468972727
2023-01-16,1146.5709655307535
2023-01-17,1159.806800689501
2023-01-18,1178.320947402463
2023-01-19,1183.2128710910413
2023-01-20,1155.1300057418691
2023-01-23,1156.3080053434387
2023-01-24,1113.7994485039771
2023-01-25,1117.398616126523
2023-01-26,1104.7327336462295
2023-01-27,1097.047901325594
2023-01-30,1128.7379318298038
2023-01-31,1128.363414219794
2023-02-01,1141.5331048449373
2023-02-02,1137.3345928715692
2023-02-03,1136.4818607871898
2023-02-06,1104.0916421542256
2023-02-07,1096.4761661085017
2023-02-08,1104.689053700807
2023-02-09,1137.6738219745284
2023-02-10,1114.840845155308
2023-02-13,1167.0746707641347
2023-02-14,1162.151912051346
2023-02-15,1145.2687114935381
2023-02-16,1134.3484276219963
2023-02-17,1123.7045601968382
2023-02-20,1134.165771772579
2023-02-21,1139.2605434436275
2023-02-22,1195.2145198293847
2023-02-23,1196.807533291429
2023-02-24,1175.0466288844823
2023-02-27,1200.457721626517
2023-02-28,1181.8430861275526
2023-03-01,1160.674504694975
2023-03-02,1176.8158681353498
2023-03-03,1159.8370708727214
2023-03-06,1173.2086343317367
2023-03-07,1177.8736072660142
2023-03-08,1176.1510060440721
2023-03-09,1219.6520832203205
2023-03-10,1219.2436139074484
2023-03-13,1224.235532204632
2023-03-14,1217.294782172695
2023-03-15,1263.9853290973829
2023-03-16,1239.4893142679418
2023-03-17,1272.527408742667
2023-03-20,1321.546376761875
2023-03-21,1349.772209256714
2023-03-22,1384.634267154575
2023-03-23,1425.3709824445757
2023-03-24,1388.7772484379975
2023-03-27,1426.3570155787143
2023-03-28,1411.8161707677302
2023-03-29,1414.967495571354
2023-03-30,1381.001119039909
2023-03-31,1369.567932315031
2023-04-03,1404.0791717006607
2023-04-04,1440.0733531313813
2023-04-05,1471.441202522555
2023-04-06,1459.8878027415892
2023-04-07,1448.690850642886
2023-04-10,1473.7371548203087
2023-04-11,1552.6045966280774
2023-04-12,1517.8817999068044
2023-04-13,1482.429339926925
2023-04-14,1501.9495262332014
2023-04-17,1495.086130668781
2023-04-18,1542.0208672941465
2023-04-19,1531.3566964573647
2023-04-20,1547.7687406857333
2023-04-21,1491.89657780362
2023-04-24,1498.2474192735842
2023-04-25,1466.3004947909947
2023-04-26,1435.2587603669622
2023-04-27,1427.7724966790984
2023-04-28,1394.668218496406
2023-05-01,1447.6406135379225
2023-05-02,1387.9455922547024
2023-05-03,1394.1485599832217
2023-05-04,1362.0332869092001
2023-05-05,1394.3379545703826
2023-05-08,1348.1906998270072
2023-05-09,1332.314265599088
2023-05-10,1371.025235077106
2023-05-11,1346.158661169171
2023-05-12,1343.266965834856
2023-05-15,1289.101937765023
2023-05-16,1260.2576906934926
2023-05-17,1261.719692510517
2023-05-18,1228.920244384532
2023-05-19,1212.9497221886145
2023-05-22,1198.8735675995345
2023-05-23,1241.0225432576171
2023-05-24,1242.3761476702293
2023-05-25,1269.2333213133231
2023-05-26,1261.1261048966592
2023-05-29,1263.424618466156
2023-05-30,1259.3717625112238
2023-05-31,1253.3128457388261
2023-06-01,1281.3835905713677
2023-06-02,1263.2281210557917
2023-06-05,1247.4366305385004
2023-06-06,1211.4672668536418
2023-06-07,1270.356004187084
2023-06-08,1277.9169989918398
2023-06-09,1288.170497300882
2023-06-12,1247.4818751395455
2023-06-13,1236.9088828872673
2023-06-14,1283.9841522509216
2023-06-15,1280.8839784784998
2023-06-16,1229.0814090948927
2023-06-19,1219.0867933465697
2023-06-20,1235.6708828842866
2023-06-21,1264.4094915124463
2023-06-22,1272.7799483672775
2023-06-23,1279.3672203531955
2023-06-26,1253.9533200852572
2023-06-27,1268.9652710401588
2023-06-28,1282.4402403348615
2023-06-29,1312.6259364496125
2023-06-30,1370.113472358328
2023-07-03,1411.4447046298756
2023-07-04,1394.4573942431255
2023-07-05,1419.5019142993362
2023-07-06,1450.8314319163808
2023-07-07,1428.1232433393507
2023-07-10,1459.2026394197974
2023-07-11,1497.3469177620577
2023-07-12,1472.8044842680667
2023-07-13,1471.5052430428805
2023-07-14,1486.9018253435559
2023-07-17,1443.263248439853
