Date,TMO
2020-12-18,458.9895470506693
2020-12-21,478.28082645980083
2020-12-22,485.26265763822573
2020-12-23,485.3937605742298
2020-12-24,487.1218302382714
2020-12-25,469.8655320141803
2020-12-28,461.1791878983595
2020-12-29,471.071536660069
2020-12-30,477.45315359493503
2020-12-31,470.99240039644303
2021-01-01,463.7868862994725
2021-01-04,460.9300533223371
2021-01-05,456.57715872020333
2021-01-06,443.9798778967594
2021-01-07,442.65778795974194
2021-01-08,427.5017259241874
2021-01-11,426.0923395661988
2021-01-12,432.47413485760654
2021-01-13,433.94683882198524
2021-01-14,427.4312901154835
2021-01-15,413.58849103856403
2021-01-18,419.83822282591086
2021-01-19,411.02193856370855
2021-01-20,412.50666195631015
2021-01-21,417.791542302955
2021-01-22,433.3667360757006
2021-01-25,423.2036046830902
2021-01-26,456.4355354577319
2021-01-27,461.29020370240727
2021-01-28,460.2866476932346
2021-01-29,447.30835892325
2021-02-01,443.5182631138694
2021-02-02,443.9061251627774
2021-02-03,447.80055237891537
2021-02-04,435.78154789970785
2021-02-05,428.527877767182
2021-02-08,423.07910699221355
2021-02-09,413.9358223251255
2021-02-10,403.71323396009086
2021-02-11,396.1457068480304
2021-02-12,408.35029312040626
2021-02-15,400.63547809833705
2021-02-16,400.2747636573942
2021-02-17,409.8810374341546
2021-02-18,413.11632346271756
2021-02-19,411.2294170924622
2021-02-22,414.16289103096955
2021-02-23,424.15952794726263
2021-02-24,414.01188475568887
2021-02-25,411.3922241651801
2021-02-26,412.4121933571346
2021-03-01,423.65155871206616
2021-03-02,419.25816595548287
2021-03-03,414.44855720901757
2021-03-04,418.3540649671921
2021-03-05,425.8424121168842
2021-03-08,439.39640351515834
2021-03-09,440.0458282326642
2021-03-10,453.41282521885586
2021-03-11,447.33843409151297
2021-03-12,445.6683504205985
2021-03-15,440.5937438369002
2021-03-16,457.63271124267294
2021-03-17,461.2502429050098
2021-03-18,463.33356255870535
2021-03-19,461.05540066943246
2021-03-22,485.184334625377
2021-03-23,489.9900069856672
2021-03-24,497.7409233792671
2021-03-25,489.8735421770674
2021-03-26,482.70429609276175
2021-03-29,498.9444354003511
2021-03-30,484.02308603804653
2021-03-31,477.8589847876196
2021-04-01,473.94439695472255
2021-04-02,463.57659311744567
2021-04-05,452.2479191478011
2021-04-06,454.08746584282625
2021-04-07,459.880628835069
2021-04-08,460.1334693108573
2021-04-09,464.46009033603457
2021-04-12,472.63403899868035
2021-04-13,467.2131454225385
2021-04-14,468.47096782166017
2021-04-15,470.55892737188645
2021-04-16,456.1497904735071
2021-04-19,467.55876484974874
2021-04-20,470.44652807559055
2021-04-21,472.10965437910863
2021-04-22,474.5578847233508
2021-04-23,447.1360018371543
2021-04-26,432.58806114202537
2021-04-27,435.65241231866645
2021-04-28,428.7375711151034
2021-04-29,426.6219856685909
2021-04-30,423.41268217850495
2021-05-03,409.65216958685875
2021-05-04,411.1647226183132
2021-05-05,413.35143224542077
2021-05-06,395.1531800104685
2021-05-07,383.5955289689515
2021-05-10,381.6983819581273
2021-05-11,379.5657573464443
2021-05-12,368.34914229005926
2021-05-13,358.27883637824266
2021-05-14,346.47909365308834
2021-05-17,344.37282952192027
2021-05-18,348.04447224218114
2021-05-19,339.3529766183628
2021-05-20,344.43194755800783
2021-05-21,345.72284894418954
2021-05-24,331.7824489581561
2021-05-25,330.4610079317397
2021-05-26,334.09285318388197
2021-05-27,325.5812465011541
2021-05-28,335.3263122853904
2021-05-31,335.70746360459174
2021-06-01,339.37172624699036
2021-06-02,359.4257117844373
2021-06-03,368.51094141158273
2021-06-04,369.38737664558164
2021-06-07,365.03322024815634
2021-06-08,376.4557186575569
2021-06-09,372.52577592758024
2021-06-10,364.96341835206846
2021-06-11,362.81277852020264
2021-06-14,348.8878953140915
2021-06-15,340.7569114009448
2021-06-16,342.1999632248193
2021-06-17,339.5806826330461
2021-06-18,337.37491580707905
2021-06-21,338.7320838916516
2021-06-22,330.50651328583706
2021-06-23,328.6849874603903
2021-06-24,328.3311930489809
2021-06-25,332.3607967300656
2021-06-28,330.14618341195865
2021-06-29,338.72993388767316
2021-06-30,339.4126849577687
2021-07-01,337.7375643065279
2021-07-02,341.3486538653629
2021-07-05,327.306194358449
2021-07-06,326.12033762158245
2021-07-07,319.0567070198994
2021-07-08,326.4421757388099
2021-07-09,337.1469575230915
2021-07-12,332.6522295490338
2021-07-13,333.49969179661974
2021-07-14,320.96264460195
2021-07-15,326.4149754583113
2021-07-16,321.4871330253772
2021-07-19,313.30694816483395
2021-07-20,317.07191425570386
2021-07-21,316.4508743050279
2021-07-22,315.3969891549436
2021-07-23,315.04831384626027
2021-07-26,318.04099444414254
2021-07-27,315.3050561980071
2021-07-28,303.3457835819051
2021-07-29,304.6101150315375
2021-07-30,312.74158344745695
2021-08-02,312.1340245600464
2021-08-03,311.2722712658814
2021-08-04,303.67636489995203
2021-08-05,303.8121245330017
2021-08-06,303.2784016093687
2021-08-09,306.90238092054506
2021-08-10,309.6219025024386
2021-08-11,317.66041656035895
2021-08-12,306.30687850057745
2021-08-13,313.9186073007154
2021-08-16,313.38254856559576
2021-08-17,310.1250252060782
2021-08-18,312.0882964637839
2021-08-19,324.6813489738769
2021-08-20,322.57172558560325
2021-08-23,326.6234022171569
2021-08-24,324.8425858041057
2021-08-25,339.36653190279196
2021-08-26,343.2187610491152
2021-08-27,344.55763876655806
2021-08-30,352.61907678397745
2021-08-31,347.26456381040526
2021-09-01,343.3090444171243
2021-09-02,335.55705245427225
2021-09-03,326.18782507325164
2021-09-06,327.53605478700274
2021-09-07,338.4121010871935
2021-09-08,340.52162484023046
2021-09-09,345.2344700052397
2021-09-10,344.72408179917534
2021-09-13,341.54126382752844
2021-09-14,350.01002326842035
2021-09-15,347.7949138372156
2021-09-16,344.30175731490476
2021-09-17,351.70099874882624
2021-09-20,348.33522481811616
2021-09-21,343.2457027026348
2021-09-22,330.33388142699147
2021-09-23,333.4455954573773
2021-09-24,331.533546712478
2021-09-27,322.74993562869
2021-09-28,325.38417685935934
2021-09-29,318.5716883129632
2021-09-30,320.21704607044904
2021-10-01,327.6169475686489
2021-10-04,346.17326915590127
2021-10-05,348.41127715530604
2021-10-06,333.71351432891345
2021-10-07,341.06722972947256
2021-10-08,338.7320465642696
2021-10-11,340.9266901268149
2021-10-12,345.2692575276464
2021-10-13,340.13265139372
2021-10-14,338.7275314544456
2021-10-15,353.49117841591
2021-10-18,336.1673291482331
2021-10-19,345.3904587115262
2021-10-20,346.9032795113417
2021-10-21,333.8981727627124
2021-10-22,337.5020965674176
2021-10-25,342.5576679063361
2021-10-26,337.9722838571916
2021-10-27,337.51797640664637
2021-10-28,326.04336271045537
2021-10-29,318.07434727072354
2021-11-01,327.7511831966069
2021-11-02,331.7465050656785
2021-11-03,324.87543426858286
2021-11-04,331.1763856815058
2021-11-05,339.15255515077627
2021-11-08,344.4100827506766
2021-11-09,345.07240699587106
2021-11-10,354.5264445333902
2021-11-11,341.06587460836374
2021-11-12,339.22307012552517
2021-11-15,337.77037101874225
2021-11-16,334.9510168983896
2021-11-17,330.5650130593138
2021-11-18,334.6490996859909
2021-11-19,331.4841759684105
2021-11-22,333.7416155664199
2021-11-23,335.6799886687855
2021-11-24,336.18368829001645
2021-11-25,339.1921460524311
2021-11-26,335.5003750857
2021-11-29,339.3172574864601
2021-11-30,341.2837901857469
2021-12-01,343.20510064583925
2021-12-02,325.4582288962504
2021-12-03,331.7775798480017
2021-12-06,320.68455726500144
2021-12-07,318.93480911650346
2021-12-08,314.0162558360079
2021-12-09,312.4644145570195
2021-12-10,312.3141287157821
2021-12-13,304.56992628445164
2021-12-14,310.298678711768
2021-12-15,313.134972877937
2021-12-16,306.8623930781227
2021-12-17,316.3548743444505
2021-12-20,312.7541939530596
2021-12-21,308.20975682708684
2021-12-22,303.96028291815986
2021-12-23,309.1493131776581
2021-12-24,308.8940437978304
2021-12-27,302.79991878486084
2021-12-28,302.1115819187872
2021-12-29,307.2628095908253
2021-12-30,305.9116418256269
2021-12-31,300.6316129072656
2022-01-03,302.17925632314257
2022-01-04,299.70933745700466
2022-01-05,296.5649484748973
2022-01-06,293.4054811560367
2022-01-07,290.1894672988557
2022-01-10,279.1061965135272
2022-01-11,288.15395230578645
2022-01-12,288.89580608518213
2022-01-13,285.96731313308055
2022-01-14,286.864467864272
2022-01-17,296.7470512541173
2022-01-18,298.2090534915123
2022-01-19,294.27249481321365
2022-01-20,292.17879885600144
2022-01-21,292.96993498035
2022-01-24,308.5104959147629
2022-01-25,315.2104803066033
2022-01-26,315.77659286476165
2022-01-27,314.3041234918089
2022-01-28,317.8233387498065
2022-01-31,316.51753333681575
2022-02-01,321.8123054071659
2022-02-02,332.6382952680819
2022-02-03,323.4162870246534
2022-02-04,329.4347626499567
2022-02-07,319.1583935434134
2022-02-08,315.1460173721393
2022-02-09,319.6894308334265
2022-02-10,328.5660271420301
2022-02-11,337.22829254396976
2022-02-14,333.11561561497
2022-02-15,340.02979016728256
2022-02-16,357.3808463970663
2022-02-17,361.4096594140275
2022-02-18,368.11179541738596
2022-02-21,367.36686153857045
2022-02-22,365.87555157873356
2022-02-23,357.82767629777425
2022-02-24,362.0901840289293
2022-02-25,373.6732351815138
2022-02-28,380.476807205759
2022-03-01,377.2076964404161
2022-03-02,376.22980304301035
2022-03-03,363.3607127737475
2022-03-04,360.73233524845386
2022-03-07,353.92037933230495
2022-03-08,355.0636391125487
2022-03-09,357.8111506997069
2022-03-10,370.82789314142144
2022-03-11,359.10937177796956
2022-03-14,374.0493206996671
2022-03-15,363.8520276435804
2022-03-16,368.7565586300604
2022-03-17,380.98994226020585
2022-03-18,388.36705870815297
2022-03-21,380.7805083875841
2022-03-22,370.0479561701423
2022-03-23,372.55127030729784
2022-03-24,383.6577845817612
2022-03-25,385.19596486563876
2022-03-28,394.95708048468856
2022-03-29,398.55737539362656
2022-03-30,385.397024454008
2022-03-31,395.786020008116
2022-04-01,380.0893336181679
2022-04-04,371.29296105114173
2022-04-05,366.9473567059496
2022-04-06,372.89276089325745
2022-04-07,367.16153103334136
2022-04-08,373.7671665871897
2022-04-11,377.0911976019826
2022-04-12,375.21058547944745
2022-04-13,385.1382671220383
2022-04-14,393.648446031026
2022-04-15,407.10523545747407
2022-04-18,409.787450056518
2022-04-19,409.90365823962924
2022-04-20,429.194095310785
2022-04-21,411.03035406490176
2022-04-22,417.15821284871083
2022-04-25,419.4449054230014
2022-04-26,428.2362577471565
2022-04-27,438.1393948063655
2022-04-28,450.5048619778018
2022-04-29,433.55586765874114
2022-05-02,445.6571313323631
2022-05-03,457.1630637261601
2022-05-04,444.12220262041757
2022-05-05,434.67363586199343
2022-05-06,439.30542965418476
2022-05-09,440.27364584988703
2022-05-10,435.6073329279359
2022-05-11,429.44188707749737
2022-05-12,415.46031891905574
2022-05-13,414.7811681376879
2022-05-16,422.39434812063155
2022-05-17,402.6868002678342
2022-05-18,416.9872460612126
2022-05-19,421.833597905298
2022-05-20,421.2934916632407
2022-05-23,430.38321650870193
2022-05-24,439.15365709829626
2022-05-25,444.26093506830756
2022-05-26,428.63910514271333
2022-05-27,443.5915809393812
2022-05-30,453.905496970794
2022-05-31,446.2390131851572
2022-06-01,445.85001350223973
2022-06-02,461.94966617955765
2022-06-03,473.0279058479027
2022-06-06,484.50944381257926
2022-06-07,471.2063555902791
2022-06-08,475.61056968855604
2022-06-09,468.38203140923656
2022-06-10,479.6789325649122
2022-06-13,498.0725878501136
2022-06-14,479.7270288511799
2022-06-15,484.5271044652647
2022-06-16,493.53976107240226
2022-06-17,492.1459275453084
2022-06-20,495.7681208858069
2022-06-21,512.4919708591739
2022-06-22,510.9094258179686
2022-06-23,518.6438256398967
2022-06-24,509.9884832335064
2022-06-27,516.2095589708252
2022-06-28,509.60330323913035
2022-06-29,492.50797799837454
2022-06-30,476.4266810574827
2022-07-01,465.5893936336238
2022-07-04,470.52037084778044
2022-07-05,488.18356863744737
2022-07-06,498.9597582185721
2022-07-07,513.5719958824271
2022-07-08,488.7398844309673
2022-07-11,493.5281219799531
2022-07-12,521.9811535635882
2022-07-13,515.3966083063834
2022-07-14,502.5983501901005
2022-07-15,492.4796359817601
2022-07-18,491.69095750697005
2022-07-19,499.1571277476335
2022-07-20,480.0128518310774
2022-07-21,472.7471275191379
2022-07-22,482.9869112826375
2022-07-25,483.5234050304304
2022-07-26,481.42183093012346
2022-07-27,481.27655592210215
2022-07-28,469.75550928199124
2022-07-29,463.1564411935349
2022-08-01,474.7118698769444
2022-08-02,470.1183991499391
2022-08-03,460.8555985663282
2022-08-04,468.2269920357548
2022-08-05,460.7022329158168
2022-08-08,458.40076235709756
2022-08-09,452.6733368129564
2022-08-10,456.1366018949676
2022-08-11,455.3372872610334
2022-08-12,445.91127739044464
2022-08-15,445.31662707047803
2022-08-16,446.76872906893834
2022-08-17,445.05784072586454
2022-08-18,444.98285481760854
2022-08-19,452.3763504299178
2022-08-22,446.06980600672256
2022-08-23,455.67230731288356
2022-08-24,451.9402992949377
2022-08-25,450.0829701740353
2022-08-26,450.68406383121805
2022-08-29,445.62963994849093
2022-08-30,449.9228579351206
2022-08-31,431.9990339906325
2022-09-01,421.09778641572683
2022-09-02,426.4761952117543
2022-09-05,410.7380375189049
2022-09-06,419.21521046264775
2022-09-07,423.2208182125107
2022-09-08,405.1739098367908
2022-09-09,411.1552116259351
2022-09-12,406.57936844426473
2022-09-13,415.6819050800731
2022-09-14,426.99661812529644
2022-09-15,436.86258279548707
2022-09-16,442.62085132599856
2022-09-19,433.9948733682879
2022-09-20,424.47974651501863
2022-09-21,419.32253638640736
2022-09-22,432.57783837402195
2022-09-23,430.6712707548349
2022-09-26,432.0605701249846
2022-09-27,431.1621546496451
2022-09-28,431.3123692925782
2022-09-29,426.09392431270646
2022-09-30,430.4837117978237
2022-10-03,421.68314765698284
2022-10-04,413.06270313733745
2022-10-05,418.0998785429376
2022-10-06,419.29107150163634
2022-10-07,414.0037953619489
2022-10-10,411.9256083886156
2022-10-11,427.14715953560676
2022-10-12,422.3973455880625
2022-10-13,414.02066480674443
2022-10-14,416.1429685735625
2022-10-17,418.87435251124543
2022-10-18,404.15858896083915
2022-10-19,404.5250518959739
2022-10-20,394.48463258096547
2022-10-21,389.4825708048054
2022-10-24,402.4016368671674
2022-10-25,402.7767141245336
2022-10-26,396.9991690078253
2022-10-27,373.798047833225
2022-10-28,378.41614500241434
2022-10-31,382.23311809161925
2022-11-01,379.45738845009515
2022-11-02,365.3388618028358
2022-11-03,366.48608569036
2022-11-04,374.8899277382162
2022-11-07,372.2935977902877
2022-11-08,367.0657458735826
2022-11-09,359.7076061458642
2022-11-10,361.84132192354144
2022-11-11,367.91890988226714
2022-11-14,368.3212904599616
2022-11-15,380.26567631532015
2022-11-16,385.1064306018517
2022-11-17,377.2990914355036
2022-11-18,381.22368069109365
2022-11-21,379.79150960295675
2022-11-22,381.04768079307
2022-11-23,391.3418731888637
2022-11-24,390.4462077793141
2022-11-25,385.4468507507617
2022-11-28,400.2803544173227
2022-11-29,399.82209478226184
2022-11-30,402.3312003641787
2022-12-01,409.1967159211978
2022-12-02,405.71533608225013
2022-12-05,408.74871134966264
2022-12-06,427.7764204012874
2022-12-07,419.4388715052618
2022-12-08,428.1434389364183
2022-12-09,415.36501086004597
2022-12-12,411.0408432600645
2022-12-13,414.7812492665499
2022-12-14,431.3785577429378
2022-12-15,440.95982203979435
2022-12-16,453.3441504833838
2022-12-19,429.259110658215
2022-12-20,433.03664690352326
2022-12-21,436.21020303246854
2022-12-22,426.5538821881128
2022-12-23,426.21311859135733
2022-12-26,417.74797604256935
2022-12-27,419.2998502520207
2022-12-28,421.65590301574036
2022-12-29,410.6448687220871
2022-12-30,407.9179460486893
2023-01-02,397.381869592161
2023-01-03,395.2067376795837
2023-01-04,392.90633833875916
2023-01-05,388.6944252498007
2023-01-06,387.536613617869
2023-01-09,387.4347243628345
2023-01-10,397.3582382823227
2023-01-11,407.5533580445862
2023-01-12,422.80087101232067
2023-01-13,425.9021476942272
2023-01-16,428.1596807682318
2023-01-17,409.789439729759
2023-01-18,427.57134440206704
2023-01-19,423.27373054210165
2023-01-20,417.6116525696678
2023-01-23,422.3383694754681
2023-01-24,440.1077018046217
2023-01-25,441.726894296495
2023-01-26,436.2692519059124
2023-01-27,438.04934840940643
2023-01-30,416.5754037797659
2023-01-31,420.67930861664746
2023-02-01,421.80820773935073
2023-02-02,411.24389968611865
2023-02-03,395.0673196136661
2023-02-06,392.82335883241956
2023-02-07,402.4704986121014
2023-02-08,399.82998527357506
2023-02-09,397.2348009271372
2023-02-10,411.055326683342
2023-02-13,417.1962847618394
2023-02-14,414.19064341719184
2023-02-15,411.219515371998
2023-02-16,424.45261115552483
2023-02-17,422.05414265686176
2023-02-20,443.0362824504015
2023-02-21,454.0997369260719
2023-02-22,450.71737247962625
2023-02-23,437.61640029142785
2023-02-24,433.6589664609615
2023-02-27,421.01902476851365
2023-02-28,418.6448026955704
2023-03-01,415.402852593132
2023-03-02,423.4612063099545
2023-03-03,422.34931681878857
2023-03-06,426.21078854282166
2023-03-07,417.8681534258572
2023-03-08,420.57699556155626
2023-03-09,432.4942304953483
2023-03-10,431.78179351822763
2023-03-13,423.6656139190862
2023-03-14,426.04061821875774
2023-03-15,442.72135654492394
2023-03-16,443.6959557495322
2023-03-17,458.25798230854764
2023-03-20,461.7735200823596
2023-03-21,475.20975380589505
2023-03-22,452.29874108948894
2023-03-23,431.0790678921857
2023-03-24,433.3023452927712
2023-03-27,439.6821288531211
2023-03-28,436.33535155632796
2023-03-29,441.0007687958173
2023-03-30,445.5281921329285
2023-03-31,462.93812267413944
2023-04-03,458.51756943633194
2023-04-04,460.54463633309683
2023-04-05,464.31939098461675
2023-04-06,467.75582689376415
2023-04-07,466.2813764345617
2023-04-10,482.44516778412697
2023-04-11,487.64097431432094
2023-04-12,488.43127063566425
2023-04-13,499.53650464256646
2023-04-14,515.3201977042928
2023-04-17,500.037908953009
2023-04-18,522.3625799313065
2023-04-19,512.2723517023486
2023-04-20,515.0020840833182
2023-04-21,503.9324215417764
2023-04-24,517.2277023418591
2023-04-25,540.5798059050021
2023-04-26,564.2250776512935
2023-04-27,527.7964399690158
2023-04-28,519.0158301828303
2023-05-01,505.4445973134487
2023-05-02,530.667249078038
2023-05-03,529.974281825427
2023-05-04,525.4393354929708
2023-05-05,514.6262970182763
2023-05-08,505.0911364640219
2023-05-09,500.9517968411342
2023-05-10,486.3760059508083
2023-05-11,487.71097025806375
2023-05-12,503.2459277601806
2023-05-15,516.4270809177237
2023-05-16,519.8043175491146
2023-05-17,519.884463304832
2023-05-18,511.1292893135931
2023-05-19,519.9349565309682
2023-05-22,504.31556769712097
2023-05-23,499.5657976792796
2023-05-24,481.7465062468263
2023-05-25,493.10965610442906
2023-05-26,484.29716515513326
2023-05-29,479.55544959922224
2023-05-30,497.70238815670274
2023-05-31,502.84932291651813
2023-06-01,507.51063988339246
2023-06-02,528.245845225253
2023-06-05,543.6376118523688
2023-06-06,554.3045773981335
2023-06-07,554.4074239635283
2023-06-08,573.9700311306372
2023-06-09,564.2772468608548
2023-06-12,557.2416686439987
2023-06-13,567.368715109375
2023-06-14,560.0383072409891
2023-06-15,550.312497744906
2023-06-16,566.8753720917871
2023-06-19,573.4740063872453
2023-06-20,567.9497053033472
2023-06-21,569.0209932118734
2023-06-22,570.7186162735787
2023-06-23,569.9899574624452
2023-06-26,572.3382211056928
2023-06-27,569.5662578632155
2023-06-28,587.6225883210801
2023-06-29,604.8902785792931
2023-06-30,589.8435587242485
2023-07-03,597.9485309882454
2023-07-04,585.4964672288194
2023-07-05,610.0414929265995
2023-07-06,584.9851592634226
2023-07-07,583.0014901762512
2023-07-10,602.9829612508502
2023-07-11,619.396123952
2023-07-12,616.3882717208318
2023-07-13,608.1079343903633
2023-07-14,602.7814556859689
2023-07-17,617.5592683234065
2023-07-18,628.0843988243063
2023-07-19,640.117660984714
2023-07-20,621.7373066550208
2023-07-21,618.3642272442728
2023-07-24,626.4894993487616
2023-07-25,631.9509890470538
2023-07-26,633.4313352069378
2023-07-27,626.9980415674986
2023-07-28,654.2293654291726
2023-07-31,661.8102464409544
2023-08-01,681.0824915728222
2023-08-02,681.8093397996859
