Date,XOM
2020-07-31,275.81312423684494
2020-08-03,270.24086043538523
2020-08-04,271.4190368103489
2020-08-05,273.6829392615158
2020-08-06,275.41892092375883
2020-08-07,279.3078938625717
2020-08-10,273.8554779782819
2020-08-11,271.88955932015506
2020-08-12,267.76801489375003
2020-08-13,265.69051697756987
2020-08-14,263.33466276729814
2020-08-17,264.12453741106975
2020-08-18,264.8871419303535
2020-08-19,264.8086259699685
2020-08-20,263.72329506311445
2020-08-21,266.47826374627886
2020-08-24,263.80577102821513
2020-08-25,257.3114996676117
2020-08-26,256.4216891394957
2020-08-27,251.7219856449632
2020-08-28,251.4892537210513
2020-08-31,249.21253974854991
2020-09-01,244.75262532351914
2020-09-02,247.20153959347618
2020-09-03,249.1189584662211
2020-09-04,244.13457021006283
2020-09-07,241.42690927138256
2020-09-08,241.01998640493474
2020-09-09,245.8787526546465
2020-09-10,248.17669917511782
2020-09-11,250.73085954828036
2020-09-14,244.90125870267315
2020-09-15,246.84594310840416
2020-09-16,247.45928817470343
2020-09-17,244.5192825226141
2020-09-18,249.62608782708284
2020-09-21,251.183424802506
2020-09-22,248.26285564654836
2020-09-23,245.84156680918971
2020-09-24,245.88278160234893
2020-09-25,247.89611481335703
2020-09-28,246.39085819002267
2020-09-29,247.46237355768287
2020-09-30,251.8349637818253
2020-10-01,255.66938727574237
2020-10-02,253.63298114734368
2020-10-05,249.00092611913507
2020-10-06,244.55665663999343
2020-10-07,245.19661186680872
2020-10-08,240.53509087213212
2020-10-09,240.72456664924303
2020-10-12,241.41311072550312
2020-10-13,240.52517812019767
2020-10-14,243.51527238027225
2020-10-15,242.95892675573353
2020-10-16,247.10690671534766
2020-10-19,246.0054339421912
2020-10-20,243.49561572275098
2020-10-21,243.5657765381409
2020-10-22,245.1613631014153
2020-10-23,247.09032769780262
2020-10-26,253.01632286697583
2020-10-27,257.6878828861144
2020-10-28,256.8496562436265
2020-10-29,254.8499512507291
2020-10-30,253.28331049664857
2020-11-02,253.66348649850693
2020-11-03,254.50845722717884
2020-11-04,255.07054523546623
2020-11-05,248.75406629200205
2020-11-06,249.08491165938898
2020-11-09,248.40304872080563
2020-11-10,248.0290937166534
2020-11-11,251.54794173358877
2020-11-12,252.14875908276701
2020-11-13,247.34494479940327
2020-11-16,245.93576906333416
2020-11-17,242.96026052874046
2020-11-18,242.33425545339048
2020-11-19,239.30462586981946
2020-11-20,239.34601307538296
2020-11-23,241.49209191533657
2020-11-24,239.83031938489827
2020-11-25,241.56726134285879
2020-11-26,238.44793189280384
2020-11-27,237.6084416422706
2020-11-30,242.52929485955227
2020-12-01,242.16956569415305
2020-12-02,244.58516671235654
2020-12-03,243.7930556430553
2020-12-04,242.06024939264975
2020-12-07,240.30319338174527
2020-12-08,242.73351351819736
2020-12-09,249.47542598403646
2020-12-10,245.62493144911775
2020-12-11,247.17574696521075
2020-12-14,247.75250399938813
2020-12-15,247.3749027080925
2020-12-16,253.003962445636
2020-12-17,254.59120012202678
2020-12-18,258.1891081552887
2020-12-21,261.19279197717145
2020-12-22,263.27039129766644
2020-12-23,263.6706605307942
2020-12-24,262.4773001397921
2020-12-25,259.8356393898046
2020-12-28,261.5388751143188
2020-12-29,262.667386187896
2020-12-30,267.9978795080661
2020-12-31,269.09719075616164
2021-01-01,269.3243581503941
2021-01-04,259.5032000771857
2021-01-05,262.56219726176124
2021-01-06,258.3918811891237
2021-01-07,259.13736739726517
2021-01-08,259.3485918481466
2021-01-11,254.04267716124215
2021-01-12,255.1337881797554
2021-01-13,251.4496966715692
2021-01-14,250.11575673128925
2021-01-15,251.44772143171718
2021-01-18,257.8345889363909
2021-01-19,260.7747590115606
2021-01-20,256.4894715598308
2021-01-21,261.60554685129995
2021-01-22,259.47370299254834
2021-01-25,255.91935479265547
2021-01-26,253.8561048788034
2021-01-27,255.12033546290718
2021-01-28,258.46269206783995
2021-01-29,256.9256773847651
2021-02-01,261.6949588343604
2021-02-02,264.9581283841213
2021-02-03,262.8143209947793
2021-02-04,256.8369673929376
2021-02-05,254.97666218467742
2021-02-08,257.3926761825467
2021-02-09,259.1578260246996
2021-02-10,258.0316578200087
2021-02-11,260.059108004146
2021-02-12,262.20491139412303
2021-02-15,257.6682087964361
2021-02-16,255.845448458714
2021-02-17,260.21910738763125
2021-02-18,265.4367627820215
2021-02-19,269.3829700826959
2021-02-22,268.87872152453923
2021-02-23,269.7172386289268
2021-02-24,267.95269691646405
2021-02-25,265.16351697616255
2021-02-26,267.5036674752404
2021-03-01,270.1582656725728
2021-03-02,266.5618994875787
2021-03-03,264.8378296772362
2021-03-04,264.9705963373159
2021-03-05,265.50633781368555
2021-03-08,263.2618443795827
2021-03-09,264.21443785017595
2021-03-10,268.10461317860864
2021-03-11,266.5712428318615
2021-03-12,263.4722582361435
2021-03-15,265.8944059456662
2021-03-16,267.57057942683826
2021-03-17,269.97591106528137
2021-03-18,274.03308267448426
2021-03-19,277.85215336766976
2021-03-22,274.0195758670377
2021-03-23,271.0942253846086
2021-03-24,271.9820601130439
2021-03-25,272.135188807799
2021-03-26,272.9292728622918
2021-03-29,280.07598423985155
2021-03-30,276.60868912478634
2021-03-31,275.9364144668897
2021-04-01,274.0945688779437
2021-04-02,273.43729075881174
2021-04-05,268.2707592237878
2021-04-06,267.18916473700534
2021-04-07,272.20736255133033
2021-04-08,275.8558921819579
2021-04-09,277.09543219824076
2021-04-12,279.83072299837295
2021-04-13,278.26476780197726
2021-04-14,275.719358228489
2021-04-15,282.10968559368723
2021-04-16,280.15507013036677
2021-04-19,276.48816531471806
2021-04-20,280.0054231556979
2021-04-21,282.99958390459363
2021-04-22,279.9664233946816
2021-04-23,277.616310985502
2021-04-26,275.2648958611428
2021-04-27,279.2390962317362
2021-04-28,279.90860021821135
2021-04-29,281.3507003244992
2021-04-30,287.27915166095266
2021-05-03,284.3949709790094
2021-05-04,286.22412189203584
2021-05-05,282.478058793581
2021-05-06,276.9883400447955
2021-05-07,281.85671544956494
2021-05-10,284.86634959101804
2021-05-11,283.44256857139146
2021-05-12,287.564221748953
2021-05-13,290.3515805113632
2021-05-14,284.5614978270052
2021-05-17,289.79619604645757
2021-05-18,286.75767967651416
2021-05-19,282.4383418146296
2021-05-20,280.1831499483111
2021-05-21,283.1980105379636
2021-05-24,285.2726108218808
2021-05-25,284.04374657957595
2021-05-26,285.9254188300498
2021-05-27,288.26737740671405
2021-05-28,293.06857483916474
2021-05-31,292.9096216616165
2021-06-01,295.1248989283485
2021-06-02,301.3407951410933
2021-06-03,301.9572132126282
2021-06-04,303.8314986416126
2021-06-07,308.6876912694749
2021-06-08,306.37074386761395
2021-06-09,310.61071352834904
2021-06-10,299.4469496381229
2021-06-11,298.1677481911768
2021-06-14,299.7282093305221
2021-06-15,301.2637563222219
2021-06-16,295.0343874675093
2021-06-17,297.54263177685846
2021-06-18,297.14185015130306
2021-06-21,299.9758064783272
2021-06-22,310.5749026859896
2021-06-23,311.917495906875
2021-06-24,314.9202394673952
2021-06-25,315.7895246231214
2021-06-28,318.74336216377986
2021-06-29,314.3868475286182
2021-06-30,309.31343181485323
2021-07-01,308.1702744386263
2021-07-02,307.12858924142773
2021-07-05,301.4409104934378
2021-07-06,306.1146275840817
2021-07-07,305.6127687186456
2021-07-08,310.8936866116696
2021-07-09,314.24431849845774
2021-07-12,317.5500232752455
2021-07-13,314.81190832629255
2021-07-14,314.6034638308746
2021-07-15,309.66222373124504
2021-07-16,310.05362287203826
2021-07-19,312.6386537038346
2021-07-20,315.12342952327884
2021-07-21,317.99494289194564
2021-07-22,317.2778948709264
2021-07-23,317.4996472705862
2021-07-26,319.3617264908592
2021-07-27,320.5704191459063
2021-07-28,316.97226173863754
2021-07-29,317.58245804588483
2021-07-30,317.34379637196247
2021-08-02,319.2059957025095
2021-08-03,315.95006277874535
2021-08-04,317.90649025289724
2021-08-05,317.33995297626075
2021-08-06,316.96668680045997
2021-08-09,321.7730084101986
2021-08-10,320.0962455249533
2021-08-11,311.40209101688976
2021-08-12,312.37749885014813
2021-08-13,316.7294511077492
2021-08-16,319.24735179536896
2021-08-17,322.1732526920714
2021-08-18,323.41259844687454
2021-08-19,327.6752148071519
2021-08-20,321.452818518084
2021-08-23,316.57966779590606
2021-08-24,317.84601356133
2021-08-25,319.94768735216076
2021-08-26,315.33828148513896
2021-08-27,314.83386691112463
2021-08-30,308.619220121731
2021-08-31,307.4617321710686
2021-09-01,309.923036029196
2021-09-02,306.8468387581087
2021-09-03,308.23432482113645
2021-09-06,308.6086921236871
2021-09-07,314.10238350723984
2021-09-08,315.3575289846454
2021-09-09,313.3837020022558
2021-09-10,313.3176484515692
2021-09-13,315.2041485371459
2021-09-14,316.09946943902924
2021-09-15,319.0242795801869
2021-09-16,316.45512587018794
2021-09-17,310.6138379165028
2021-09-20,308.26474962679094
2021-09-21,309.2368541208362
2021-09-22,306.1048319564058
2021-09-23,305.08719218244386
2021-09-24,310.4571707966375
2021-09-27,308.74476069165365
2021-09-28,306.0994836624533
2021-09-29,304.7098204557961
2021-09-30,296.8543233135277
2021-10-01,304.93548411482664
2021-10-04,308.07733464166034
2021-10-05,309.0592369027819
2021-10-06,308.79126284892095
2021-10-07,315.90377437505947
2021-10-08,316.0754254840851
2021-10-11,323.28889721629093
2021-10-12,326.3830674424477
2021-10-13,324.7455385676941
2021-10-14,328.9376270843548
2021-10-15,323.14486187336956
2021-10-18,322.71117909587497
2021-10-19,314.06082512030895
2021-10-20,320.42116739500375
2021-10-21,313.60033528497513
2021-10-22,306.6547779761799
2021-10-25,301.4029287589605
2021-10-26,302.47523250735014
2021-10-27,297.11668548382
2021-10-28,292.40288138777856
2021-10-29,295.76998353272296
2021-11-01,300.6140117473769
2021-11-02,299.9583613991972
2021-11-03,300.3316298560582
2021-11-04,295.047574584311
2021-11-05,295.61771452130137
2021-11-08,293.23090292160725
2021-11-09,292.45638398061647
2021-11-10,298.05196855272385
2021-11-11,300.0990065261268
2021-11-12,300.00079874755914
2021-11-15,299.24089977463234
2021-11-16,297.22770917473906
2021-11-17,297.381552454875
2021-11-18,301.47115516008114
2021-11-19,297.2148173293225
2021-11-22,295.7533139921777
2021-11-23,293.1934096959229
2021-11-24,288.2116565379543
2021-11-25,290.98634140969745
2021-11-26,294.8020517766866
2021-11-29,295.8477138722893
2021-11-30,294.4119964910085
2021-12-01,297.7557452590022
2021-12-02,297.0316389322289
2021-12-03,297.05945646585644
2021-12-06,292.7637980210783
2021-12-07,291.39750248896604
2021-12-08,286.55275274838044
2021-12-09,287.752788553674
2021-12-10,287.8272505742139
2021-12-13,285.19128448459975
2021-12-14,278.8845487031564
2021-12-15,280.9616500544506
2021-12-16,284.6347822217217
2021-12-17,291.4733974366737
2021-12-20,283.2510212331052
2021-12-21,280.3577783406412
2021-12-22,280.7169290932852
2021-12-23,282.57551900196927
2021-12-24,289.7367918056096
2021-12-27,299.8478570001953
2021-12-28,300.2053122043589
2021-12-29,297.989142973116
2021-12-30,300.9425136290434
2021-12-31,306.77547209579046
2022-01-03,300.3206739712773
2022-01-04,301.8868362519184
2022-01-05,303.916076687755
2022-01-06,303.0290688810921
2022-01-07,304.9753447027278
2022-01-10,307.1601299637259
2022-01-11,315.5135120789041
2022-01-12,321.65310134732607
2022-01-13,329.22730100201125
2022-01-14,326.6803850807279
2022-01-17,325.84607312644175
2022-01-18,327.73008540336576
2022-01-19,328.92635890340364
2022-01-20,326.6609828106242
2022-01-21,328.9145849041723
2022-01-24,331.38665077219804
2022-01-25,336.9140509403077
2022-01-26,342.4922578887918
2022-01-27,349.2549581797254
2022-01-28,344.4748853364671
2022-01-31,348.2256767008559
2022-02-01,348.96534958656315
2022-02-02,347.53586445134044
2022-02-03,350.9437969476252
2022-02-04,351.3650437763045
2022-02-07,355.77158031111594
2022-02-08,349.9448659756069
2022-02-09,354.3845084842436
2022-02-10,350.59799086336636
2022-02-11,349.56340655553214
2022-02-14,355.2933859809592
2022-02-15,357.74782802946555
2022-02-16,366.694719095478
2022-02-17,365.1069709051694
2022-02-18,367.80858619732163
2022-02-21,365.8518776066899
2022-02-22,365.73269499851074
2022-02-23,362.6819516779856
2022-02-24,362.51631265899294
2022-02-25,361.89326505099433
2022-02-28,360.4283738181811
2022-03-01,354.25479536240107
2022-03-02,358.07685323425864
2022-03-03,352.684862678808
2022-03-04,350.94219213045005
2022-03-07,344.3903480316353
2022-03-08,347.6020286017319
2022-03-09,347.7510015391611
2022-03-10,350.3394637786977
2022-03-11,352.7307635996817
2022-03-14,347.8886683580563
2022-03-15,357.30971390382405
2022-03-16,357.1572234420166
2022-03-17,360.3361597293793
2022-03-18,357.96155850281355
2022-03-21,351.512283653785
2022-03-22,358.4341096777824
2022-03-23,357.4316961914541
2022-03-24,357.6169042464721
2022-03-25,364.0273501757194
2022-03-28,364.69015123721374
2022-03-29,364.97622666042986
2022-03-30,363.54446317510735
2022-03-31,375.09880790055803
2022-04-01,377.0704245935162
2022-04-04,374.79318459873446
2022-04-05,369.94852280682215
2022-04-06,369.03023886087
2022-04-07,374.22497641764295
2022-04-08,375.93605175933067
2022-04-11,377.9145319293978
2022-04-12,380.59628292997513
2022-04-13,384.0771528223162
2022-04-14,380.3806686975131
2022-04-15,374.30554921500044
2022-04-18,370.8574774687155
2022-04-19,364.9319639521929
2022-04-20,364.2124999796626
2022-04-21,355.22945877948933
2022-04-22,352.270622041863
2022-04-25,356.0772009177748
2022-04-26,354.8494550428519
2022-04-27,350.88040944701964
2022-04-28,350.6625001010226
2022-04-29,345.1359167976564
2022-05-02,343.18207955827063
2022-05-03,348.06774653094567
2022-05-04,338.90572971380635
2022-05-05,340.3756515531197
2022-05-06,340.33835719593594
2022-05-09,337.78340440576306
2022-05-10,338.08540426355967
2022-05-11,327.1803760755671
2022-05-12,325.01155588913923
2022-05-13,324.8524316403272
2022-05-16,329.8073692797394
2022-05-17,329.0028551599222
2022-05-18,325.1527508236742
2022-05-19,326.4947605421173
2022-05-20,334.37875663637135
2022-05-23,338.7513254340804
2022-05-24,346.3844933982249
2022-05-25,347.0333262456598
2022-05-26,342.4985157298209
2022-05-27,345.2632604727959
2022-05-30,340.65972571015845
2022-05-31,339.6942232389219
2022-06-01,334.94987291559903
2022-06-02,334.5113351537761
2022-06-03,333.493243216955
2022-06-06,335.0799010994196
2022-06-07,339.96202099476875
2022-06-08,335.61695561143813
2022-06-09,334.48471444222963
2022-06-10,330.6055884945688
2022-06-13,328.70471224888695
2022-06-14,328.4724357706455
2022-06-15,325.6055249231421
2022-06-16,325.8532366571973
2022-06-17,320.87737511402395
2022-06-20,323.87655693097145
2022-06-21,325.29283623801643
2022-06-22,329.28552253137275
2022-06-23,332.9120286604336
2022-06-24,327.01697053097735
2022-06-27,330.73991462794476
2022-06-28,331.06353960674403
2022-06-29,334.00407630931915
2022-06-30,336.41404707000476
2022-07-01,334.04159124046396
2022-07-04,337.3617095768331
2022-07-05,337.3339407061377
2022-07-06,337.2737742970578
2022-07-07,330.0227198569669
2022-07-08,329.5455913067974
2022-07-11,327.42449787829713
2022-07-12,320.8974406570408
2022-07-13,324.4285280304893
2022-07-14,325.39828117401623
2022-07-15,329.86404199015305
2022-07-18,335.12612628540097
2022-07-19,336.8407259919933
2022-07-20,334.6685764305485
2022-07-21,335.00381257968337
2022-07-22,325.2193911117355
2022-07-25,323.0833460614302
2022-07-26,320.4068126059162
2022-07-27,317.01401999614
2022-07-28,317.3966898127488
2022-07-29,317.1883544228165
2022-08-01,316.0349976731265
2022-08-02,319.74693938859735
2022-08-03,323.3005624237656
2022-08-04,317.6628235276792
2022-08-05,315.580664443632
2022-08-08,319.97579560326267
2022-08-09,319.2913804718807
2022-08-10,323.8927167349816
2022-08-11,331.5843139223935
2022-08-12,333.9023901808778
2022-08-15,327.84894746518086
2022-08-16,322.9010853668585
2022-08-17,321.86637350444084
2022-08-18,322.3957249481127
2022-08-19,323.2021522314484
2022-08-22,324.302273749236
2022-08-23,321.27981248886687
2022-08-24,330.8580586727277
2022-08-25,333.2375098107039
2022-08-26,333.04249191722363
2022-08-29,333.5032008775303
2022-08-30,337.70884692852775
2022-08-31,341.4667703761656
2022-09-01,346.1066524283504
2022-09-02,345.8927803464097
2022-09-05,341.49892389175216
2022-09-06,335.35692817622254
2022-09-07,329.3129168339073
2022-09-08,325.75998935118923
2022-09-09,320.03199135703477
2022-09-12,317.79922135388654
2022-09-13,313.56374284342445
2022-09-14,310.2639261661057
2022-09-15,303.78128616991177
2022-09-16,309.478720648728
2022-09-19,315.7730311976558
2022-09-20,311.3512687433128
2022-09-21,306.1349649809528
2022-09-22,302.96102612964813
2022-09-23,303.88428920012313
2022-09-26,304.06969912265606
2022-09-27,296.1905689689479
2022-09-28,295.62001561690244
2022-09-29,293.0017526217586
2022-09-30,293.3180603448466
2022-10-03,289.3384113666207
2022-10-04,294.00694406583824
2022-10-05,296.8509966611779
2022-10-06,298.72292804451155
2022-10-07,302.1666670308695
2022-10-10,298.950959780062
2022-10-11,292.93716042553547
2022-10-12,291.2416889488351
2022-10-13,286.15073445171674
2022-10-14,283.9190698938573
2022-10-17,285.17542919511374
2022-10-18,283.2813636788735
2022-10-19,281.0082704682444
2022-10-20,279.49654187898733
2022-10-21,276.64560727842064
2022-10-24,278.8080718078869
2022-10-25,282.77516192033033
2022-10-26,287.97897092462466
2022-10-27,282.86548703144047
2022-10-28,282.05431617747627
2022-10-31,280.6602209004584
2022-11-01,278.18461935976626
2022-11-02,280.0539059979122
2022-11-03,276.04386765193595
2022-11-04,270.2964251176997
2022-11-07,273.32913940451334
2022-11-08,279.2657542097887
2022-11-09,279.916693131036
2022-11-10,281.81948617066575
2022-11-11,282.47518208841655
2022-11-14,282.42216909671686
2022-11-15,279.3903924460882
2022-11-16,278.0022344582232
2022-11-17,281.9494664744975
2022-11-18,286.1330961954852
2022-11-21,289.62746835665985
2022-11-22,283.6784893752588
2022-11-23,281.43306933969427
2022-11-24,279.0024063828889
2022-11-25,283.20397721109254
2022-11-28,286.4968415359776
2022-11-29,290.4103464307975
2022-11-30,292.4240461241001
2022-12-01,295.6397799277948
2022-12-02,302.18485509641306
2022-12-05,302.1328597613376
2022-12-06,304.64414100184547
2022-12-07,300.35047311575784
2022-12-08,298.6163273239198
2022-12-09,301.40113466844355
2022-12-12,303.00529182734533
2022-12-13,305.96812707592017
2022-12-14,306.238076093113
2022-12-15,309.86257872435874
2022-12-16,312.8135729883933
2022-12-19,312.4151125052835
2022-12-20,315.3169354267745
2022-12-21,315.68845976491366
2022-12-22,312.63046693956517
2022-12-23,310.8345311324647
2022-12-26,310.49337125308966
2022-12-27,307.68267196841396
2022-12-28,309.2369484512865
2022-12-29,302.89196441685556
2022-12-30,301.367878250884
2023-01-02,300.9597564020386
2023-01-03,293.93056746657624
2023-01-04,288.8698797776892
2023-01-05,290.7715155120395
2023-01-06,289.2744564326483
2023-01-09,287.8146957446591
2023-01-10,286.11761567606874
2023-01-11,280.99875822788965
2023-01-12,284.06710980452675
2023-01-13,284.5886132060883
2023-01-16,288.32167260695024
2023-01-17,290.13927347008115
2023-01-18,289.8589628033729
2023-01-19,294.7449164867932
2023-01-20,302.1390416659829
2023-01-23,302.44231744755376
2023-01-24,304.84475384083794
2023-01-25,313.12899596060214
2023-01-26,315.1738749944553
2023-01-27,307.4282780356563
2023-01-30,307.0497205290163
2023-01-31,306.5773146785166
2023-02-01,304.60231171437437
2023-02-02,301.4374248123523
2023-02-03,310.96334214461143
2023-02-06,305.4713326849366
2023-02-07,308.0100856713858
2023-02-08,310.3546223843666
2023-02-09,311.7313486395796
2023-02-10,312.29833791701316
2023-02-13,314.4490977555988
2023-02-14,314.7322921169039
2023-02-15,315.5042768865483
2023-02-16,311.9038740333074
2023-02-17,306.12923494538234
2023-02-20,309.41900763485563
2023-02-21,311.14561209174485
2023-02-22,311.6706803751033
2023-02-23,313.2403695010774
2023-02-24,315.55372970868746
2023-02-27,307.82028790973635
2023-02-28,306.4885007931307
2023-03-01,305.92256422798755
2023-03-02,308.649520068481
2023-03-03,309.8727174144925
2023-03-06,319.6252770560914
2023-03-07,325.93116724846465
2023-03-08,323.4372815137758
2023-03-09,328.06238033384807
2023-03-10,332.5434956446894
2023-03-13,323.7203172061667
2023-03-14,317.66317110375434
2023-03-15,319.4477946040773
2023-03-16,318.67080594017915
2023-03-17,323.3215739409141
2023-03-20,311.6282315962647
2023-03-21,313.484630463245
2023-03-22,312.5469399301621
2023-03-23,313.5359298798977
2023-03-24,313.4651844906385
2023-03-27,312.8624972433241
2023-03-28,309.3439471014097
2023-03-29,308.4952225144772
2023-03-30,308.1210075220181
2023-03-31,308.7669637687699
2023-04-03,305.22362285722096
2023-04-04,298.599601196467
2023-04-05,299.1454378909961
2023-04-06,296.0693288606378
2023-04-07,290.6629974715615
2023-04-10,290.28045144978523
2023-04-11,294.26832022185914
2023-04-12,293.7641720631318
2023-04-13,297.5097371737516
2023-04-14,296.58071894220296
2023-04-17,296.2197232163987
2023-04-18,296.64657274465515
2023-04-19,299.58288487465256
2023-04-20,296.95471710256044
2023-04-21,287.26778551287947
2023-04-24,289.65058085464807
2023-04-25,287.68065164438974
2023-04-26,293.9404040520478
2023-04-27,294.6214502298792
2023-04-28,292.57163746360027
2023-05-01,291.12715986069594
2023-05-02,291.1488360737881
2023-05-03,287.54653506277907
2023-05-04,285.24003328022934
2023-05-05,294.53351778284554
2023-05-08,304.48061712296607
2023-05-09,307.7336209763906
2023-05-10,305.4999872350936
2023-05-11,314.634288279218
2023-05-12,306.5896276273773
2023-05-15,299.3443171787959
2023-05-16,300.29675807756524
2023-05-17,298.58222090114504
2023-05-18,296.12069348256625
2023-05-19,298.2715107819335
2023-05-22,297.8541116241178
2023-05-23,294.86123834476626
2023-05-24,293.2898552795459
2023-05-25,292.90654246818843
2023-05-26,297.08145286784077
2023-05-29,297.61696162156653
2023-05-30,293.3596194443463
2023-05-31,298.1447915169189
2023-06-01,304.4370035336616
2023-06-02,304.87424473549186
2023-06-05,305.52359525842104
2023-06-06,305.4580355337411
2023-06-07,299.4318250042005
2023-06-08,299.3829163275023
2023-06-09,300.68633698144197
2023-06-12,305.61669048268294
2023-06-13,302.858055935743
2023-06-14,300.5948133073341
2023-06-15,301.9824766730154
2023-06-16,304.8035234077349
2023-06-19,298.84157067183867
2023-06-20,302.37087499101693
2023-06-21,296.78544791898923
2023-06-22,300.02585207940643
2023-06-23,294.99245980708423
2023-06-26,295.9248810486934
2023-06-27,301.4837148303755
2023-06-28,302.27722493009503
2023-06-29,300.8591156803901
2023-06-30,298.7936478251795
2023-07-03,294.64423407207
2023-07-04,291.1614054406974
2023-07-05,292.5846750882728
2023-07-06,297.9088906667318
2023-07-07,296.28852558325184
2023-07-10,293.64314133613027
2023-07-11,293.3038051991257
2023-07-12,292.89948364728605
2023-07-13,295.6699300701481
2023-07-14,298.7705843197745
2023-07-17,297.73988844770446
2023-07-18,301.19569137064605
2023-07-19,302.5467086820109
2023-07-20,300.2319434630857
2023-07-21,309.9099539028777
2023-07-24,315.3961919262192
2023-07-25,310.1038580994226
2023-07-26,306.6193837085411
2023-07-27,303.29465629906514
2023-07-28,296.6849686881922
2023-07-31,292.5792663139023
2023-08-01,297.02379857550875
2023-08-02,288.00794746117793
