Date,ANET
2020-05-19,128.0688580667365
2020-05-20,127.74135354235005
2020-05-21,126.33167066763808
2020-05-22,125.55153299510039
2020-05-25,123.78723624615334
2020-05-26,124.30250786876583
2020-05-27,122.01775724037198
2020-05-28,123.43250702661943
2020-05-29,129.9128929018362
2020-06-01,132.42760178851202
2020-06-02,134.54940374193592
2020-06-03,130.57650603916645
2020-06-04,133.55729027578423
2020-06-05,135.83166564766955
2020-06-08,138.5624559002254
2020-06-09,140.83769838987712
2020-06-10,144.31322346354145
2020-06-11,141.3946518977977
2020-06-12,139.20970253171447
2020-06-15,143.9747156257809
2020-06-16,143.8966560747615
2020-06-17,147.34178588402648
2020-06-18,147.6149547081113
2020-06-19,144.91113714831977
2020-06-22,144.98168422083103
2020-06-23,149.40794797884823
2020-06-24,146.67159559579162
2020-06-25,147.24992667461538
2020-06-26,149.48057849934017
2020-06-29,145.76561015468957
2020-06-30,146.94322131078158
2020-07-01,144.54193081184505
2020-07-02,141.63246112982023
2020-07-03,142.2169250420461
2020-07-06,146.30560190311738
2020-07-07,145.34206009862044
2020-07-08,145.7158663009685
2020-07-09,146.4643155235565
2020-07-10,144.19754140319284
2020-07-13,142.22520942761994
2020-07-14,143.2533016528275
2020-07-15,144.11513029290253
2020-07-16,140.72185873694698
2020-07-17,143.55252433037452
2020-07-20,148.7379710446934
2020-07-21,144.92986959192714
2020-07-22,142.95761507558788
2020-07-23,145.03657754142267
2020-07-24,137.53064891733493
2020-07-27,138.6070155623059
2020-07-28,137.7823324615943
2020-07-29,140.6240105167464
2020-07-30,141.0891707539451
2020-07-31,140.63008145111883
2020-08-03,137.79113728306447
2020-08-04,140.32274675968134
2020-08-05,135.1654205597017
2020-08-06,139.12197797914087
2020-08-07,137.22270838812187
2020-08-10,136.28771491815536
2020-08-11,140.8612876624042
2020-08-12,143.01888718887707
2020-08-13,145.47541947081115
2020-08-14,145.4631933991594
2020-08-17,141.57824424473623
2020-08-18,143.22565671818433
2020-08-19,141.4371539330783
2020-08-20,140.4108776683207
2020-08-21,137.23551502969676
2020-08-24,134.5702556984313
2020-08-25,132.39134470212045
2020-08-26,135.66112490134012
2020-08-27,135.08447282333523
2020-08-28,134.1959830899095
2020-08-31,133.92010320955586
2020-09-01,135.09196002823882
2020-09-02,130.6487951532938
2020-09-03,130.94618876938486
2020-09-04,127.59247904268433
2020-09-07,128.311791657081
2020-09-08,128.70599139234585
2020-09-09,126.226734892513
2020-09-10,129.11546487910343
2020-09-11,127.9398948993533
2020-09-14,123.2802386033079
2020-09-15,119.74865094783559
2020-09-16,122.72755744990275
2020-09-17,121.07486000137096
2020-09-18,121.4124383029288
2020-09-21,122.64213804952834
2020-09-22,121.5253943956428
2020-09-23,120.91419172262802
2020-09-24,121.9100883895437
2020-09-25,120.55033256805737
2020-09-28,121.94426995096315
2020-09-29,118.02861310703526
2020-09-30,117.74104904152577
2020-10-01,116.6599756284126
2020-10-02,116.32118537693017
2020-10-05,113.40924622406216
2020-10-06,114.46893938327446
2020-10-07,111.82722134026547
2020-10-08,110.53262875865168
2020-10-09,109.80798387814846
2020-10-12,112.92157542014212
2020-10-13,115.55269823457134
2020-10-14,116.4142394204045
2020-10-15,114.46180321963398
2020-10-16,118.40169626364455
2020-10-19,119.55207455947473
2020-10-20,123.52283122102706
2020-10-21,121.56473265762229
2020-10-22,122.8842880777511
2020-10-23,121.99647434375024
2020-10-26,122.18095733749813
2020-10-27,123.89607817026804
2020-10-28,123.53676813453673
2020-10-29,124.86098444065276
2020-10-30,124.78914804216352
2020-11-02,123.34473773536887
2020-11-03,123.37992747543255
2020-11-04,120.98733093087681
2020-11-05,121.12626775019136
2020-11-06,119.03258449425837
2020-11-09,114.04095006784341
2020-11-10,112.31396183748059
2020-11-11,113.62980424970185
2020-11-12,113.41375779349976
2020-11-13,111.22417508256707
2020-11-16,115.4815051549111
2020-11-17,112.11478410927994
2020-11-18,111.81410705314767
2020-11-19,111.80443420580035
2020-11-20,114.49458108940577
2020-11-23,111.68661425782102
2020-11-24,110.9106899195682
2020-11-25,113.14951555056881
2020-11-26,114.79012765690317
2020-11-27,113.61811621661603
2020-11-30,114.50946007908257
2020-12-01,116.04440271866132
2020-12-02,114.03056378961472
2020-12-03,113.00162300229681
2020-12-04,111.63611733112158
2020-12-07,111.95525555353493
2020-12-08,115.2658501510814
2020-12-09,113.05530713858316
2020-12-10,111.8433165222034
2020-12-11,113.97257188819219
2020-12-14,113.48802450702426
2020-12-15,114.44049895955571
2020-12-16,113.27670749817356
2020-12-17,110.59350465447265
2020-12-18,111.24675104599703
2020-12-21,106.07600257860979
2020-12-22,106.48598459358375
2020-12-23,106.96626113310529
2020-12-24,108.33999996264099
2020-12-25,107.75305870557203
2020-12-28,104.96791681424203
2020-12-29,103.99928785843288
2020-12-30,102.91955414392758
2020-12-31,103.71294451401656
2021-01-01,102.85927810748771
2021-01-04,104.27627438732227
2021-01-05,103.6319537441372
2021-01-06,105.68412865470953
2021-01-07,105.47990118040742
2021-01-08,107.59897024254637
2021-01-11,109.67541035814375
2021-01-12,108.59959394465186
2021-01-13,111.59711701821782
2021-01-14,110.14816159943106
2021-01-15,113.74596001610232
2021-01-18,109.63494669256711
2021-01-19,111.44535579909044
2021-01-20,112.50511622315969
2021-01-21,111.4163823710433
2021-01-22,110.89793191800037
2021-01-25,114.31922307046915
2021-01-26,114.59035374286847
2021-01-27,116.21456488140215
2021-01-28,112.66144403860235
2021-01-29,108.22835143994902
2021-02-01,108.82907522526617
2021-02-02,111.00746977947327
2021-02-03,110.20898466353638
2021-02-04,109.11461997614
2021-02-05,106.81964004793925
2021-02-08,106.9833545036328
2021-02-09,107.93019471394464
2021-02-10,105.92300268382466
2021-02-11,105.7415835172717
2021-02-12,105.60916681441698
2021-02-15,105.6623849394394
2021-02-16,103.6437374311255
2021-02-17,103.56056353688622
2021-02-18,102.19658650055281
2021-02-19,101.37908660437013
2021-02-22,103.0272109088087
2021-02-23,102.35209464109607
2021-02-24,108.42790249072833
2021-02-25,106.72093967935936
2021-02-26,102.6141267182558
2021-03-01,100.70732618074864
2021-03-02,100.43815085694776
2021-03-03,100.96270003858702
2021-03-04,104.58505942295909
2021-03-05,102.47835788876822
2021-03-08,100.7997803604834
2021-03-09,100.83577826708006
2021-03-10,101.73137664037534
2021-03-11,101.32514462098564
2021-03-12,101.61625139475754
2021-03-15,103.3754736798952
2021-03-16,106.95960139484868
2021-03-17,109.56097777862844
2021-03-18,112.05740518322223
2021-03-19,109.25710019245263
2021-03-22,108.4564727425729
2021-03-23,107.73229269495114
2021-03-24,106.2595867716481
2021-03-25,102.47528853096382
2021-03-26,103.48846196570956
2021-03-29,105.44668497065231
2021-03-30,106.76895222104059
2021-03-31,106.39695692011178
2021-04-01,105.53184816663521
2021-04-02,106.8218186089481
2021-04-05,105.21226774024316
2021-04-06,105.62186215964137
2021-04-07,108.36821624875968
2021-04-08,105.44388659924552
2021-04-09,105.44042218449881
2021-04-12,105.93855907048935
2021-04-13,101.00323092184844
2021-04-14,99.82742297666749
2021-04-15,98.49165044061151
2021-04-16,98.85276055019479
2021-04-19,96.96201030911993
2021-04-20,97.0830013896923
2021-04-21,95.57131139148566
2021-04-22,94.8607685109722
2021-04-23,93.38802417242796
2021-04-26,92.20997086000813
2021-04-27,92.23970591028065
2021-04-28,92.35589540838735
2021-04-29,90.16545798744153
2021-04-30,90.37962651482312
2021-05-03,89.63293175544487
2021-05-04,89.04094859351872
2021-05-05,92.57377694764581
2021-05-06,90.66368317644985
2021-05-07,90.3884049502552
2021-05-10,88.10305669563662
2021-05-11,90.38019216196898
2021-05-12,90.31314550736879
2021-05-13,88.50159033325035
2021-05-14,89.53149099476926
2021-05-17,89.9802190700694
2021-05-18,88.77107614576668
2021-05-19,91.27300552815765
2021-05-20,93.49609935990587
2021-05-21,92.88878535590385
2021-05-24,91.895226000504
2021-05-25,94.33897769090176
2021-05-26,94.72713269948453
2021-05-27,97.11734024247663
2021-05-28,96.6135568842265
2021-05-31,97.95169578184124
2021-06-01,98.19287829190212
2021-06-02,98.35752279847941
2021-06-03,99.73321147648932
2021-06-04,98.05725506332368
2021-06-07,95.55896043085997
2021-06-08,92.82752089571066
2021-06-09,93.79109198069385
2021-06-10,92.17103986272178
2021-06-11,96.34703424083054
2021-06-14,95.8581032363805
2021-06-15,94.26687118296485
2021-06-16,96.77582382250014
2021-06-17,95.05391920078984
2021-06-18,94.19960527937361
2021-06-21,93.36533993084304
2021-06-22,93.05611139352447
2021-06-23,91.05231595160924
2021-06-24,94.11055110724182
2021-06-25,97.62613562951053
2021-06-28,98.01896735117009
2021-06-29,96.33044958768612
2021-06-30,96.87408970061591
2021-07-01,99.94060134309582
2021-07-02,103.54098962037038
2021-07-05,101.57662559680907
2021-07-06,102.0342078357349
2021-07-07,101.24000194857756
2021-07-08,100.88626887589209
2021-07-09,98.93208095894697
2021-07-12,100.60487779182449
2021-07-13,97.26646410491745
2021-07-14,96.59147045719452
2021-07-15,98.52114103781692
2021-07-16,98.88238149206417
2021-07-19,100.53525004773975
2021-07-20,100.27011837155837
2021-07-21,100.98321344268344
2021-07-22,101.51523777627321
2021-07-23,102.63716200356949
2021-07-26,101.24844498760993
2021-07-27,103.4889769578219
2021-07-28,107.74740215702721
2021-07-29,109.76076885003918
2021-07-30,114.39728893451063
2021-08-02,115.4701268095533
2021-08-03,115.91365565853653
2021-08-04,115.87269228157487
2021-08-05,119.62697028841426
2021-08-06,123.65409387815946
2021-08-09,122.85851239851965
2021-08-10,120.15366768011862
2021-08-11,117.00289177938032
2021-08-12,120.39150005703003
2021-08-13,119.55298770784901
2021-08-16,122.65139323993317
2021-08-17,120.15302421272082
2021-08-18,120.43401954999236
2021-08-19,122.09286311550964
2021-08-20,125.11307831763528
2021-08-23,128.1448867796241
2021-08-24,132.10425070442005
2021-08-25,131.31953632118075
2021-08-26,131.64544836102036
2021-08-27,126.60398467466298
2021-08-30,122.79166696884377
2021-08-31,121.7808082829995
2021-09-01,116.41762654685823
2021-09-02,115.41088639350514
2021-09-03,114.92942600686503
2021-09-06,115.30328982798898
2021-09-07,117.73400187098183
2021-09-08,117.83558124990094
2021-09-09,117.41478842546714
2021-09-10,118.8778803384161
2021-09-13,116.84222425344315
2021-09-14,116.19435849579588
2021-09-15,116.35487129920261
2021-09-16,116.28260491154965
2021-09-17,118.77622390732311
2021-09-20,117.5398641620337
2021-09-21,117.54351182061805
2021-09-22,120.26300633861561
2021-09-23,121.71243556008743
2021-09-24,119.71722121317529
2021-09-27,117.59337900257864
2021-09-28,123.26283410375034
2021-09-29,123.39820825292904
2021-09-30,124.28272117676482
2021-10-01,124.87963889008275
2021-10-04,123.01153282167982
2021-10-05,122.96627021933251
2021-10-06,117.38151666286805
2021-10-07,117.04844533108131
2021-10-08,114.69701516919433
2021-10-11,115.33547313431173
2021-10-12,114.62781756431937
2021-10-13,111.03354513390494
2021-10-14,110.36566172693641
2021-10-15,109.54384233358677
2021-10-18,109.96185977327168
2021-10-19,107.36860151564875
2021-10-20,107.91106132112347
2021-10-21,106.09691951788837
2021-10-22,108.48559466892624
2021-10-25,109.00748778243431
2021-10-26,109.77159015526215
2021-10-27,108.03056038982601
2021-10-28,109.03514280663703
2021-10-29,108.58117016822591
2021-11-01,109.53974985063363
2021-11-02,111.90962824006826
2021-11-03,111.95319452067933
2021-11-04,114.26504316841515
2021-11-05,112.67256531585546
2021-11-08,114.33916094834105
2021-11-09,114.46481821955703
2021-11-10,116.67598248948168
2021-11-11,114.97158647959849
2021-11-12,116.44080065919628
2021-11-15,115.79752871099747
2021-11-16,112.48038652088624
2021-11-17,113.6975429126518
2021-11-18,114.07860289294966
2021-11-19,113.5590860937538
2021-11-22,116.56557181907318
2021-11-23,117.25391021302899
2021-11-24,120.37346465817059
2021-11-25,119.33048229715875
2021-11-26,120.28231289291807
2021-11-29,121.88833361950914
2021-11-30,122.73130218812564
2021-12-01,125.2145698163927
2021-12-02,126.43965849513624
2021-12-03,125.66842659266922
2021-12-06,123.93471563426333
2021-12-07,125.23459320181223
2021-12-08,124.721458823875
2021-12-09,128.49093104872867
2021-12-10,128.84382358709814
2021-12-13,133.41444977862972
2021-12-14,130.49796188144182
2021-12-15,134.3222897904549
2021-12-16,130.9309875049715
2021-12-17,132.29534161679874
2021-12-20,131.95455271332878
2021-12-21,133.11790280857673
2021-12-22,131.90059557902768
2021-12-23,132.34983975130376
2021-12-24,135.16381694636016
2021-12-27,133.27706855071582
2021-12-28,130.07923593328738
2021-12-29,130.17219473875465
2021-12-30,126.05644530185978
2021-12-31,123.2130710456996
2022-01-03,121.53989394172807
2022-01-04,118.45185616267585
2022-01-05,119.33296077551736
2022-01-06,118.47828121096715
2022-01-07,118.7521835861317
2022-01-10,118.06197866008038
2022-01-11,115.52732257597006
2022-01-12,114.0320031267485
2022-01-13,110.03538908695492
2022-01-14,110.43258571244611
2022-01-17,108.36473575411279
2022-01-18,109.8899569420232
2022-01-19,108.98229180976712
2022-01-20,109.76486140026057
2022-01-21,107.82666518857424
2022-01-24,108.12154325859858
2022-01-25,105.42424445804153
2022-01-26,110.21267030338937
2022-01-27,108.48821691278246
2022-01-28,108.12284852226166
2022-01-31,108.0490327302783
2022-02-01,110.26835499286621
2022-02-02,108.91459777747318
2022-02-03,108.69759681623094
2022-02-04,106.1705511852212
2022-02-07,105.91833008207351
2022-02-08,105.86845355325131
2022-02-09,103.41875369285474
2022-02-10,103.28490140489295
2022-02-11,103.20629807526716
2022-02-14,104.24746312316117
2022-02-15,101.88193680192332
2022-02-16,98.89682368439456
2022-02-17,98.18233252205108
2022-02-18,96.59062915849582
2022-02-21,95.49086295409174
2022-02-22,95.07002932698559
2022-02-23,95.25189799074887
2022-02-24,94.90770718555235
2022-02-25,96.61201921135121
2022-02-28,95.0487151300082
2022-03-01,95.02967158875587
2022-03-02,93.5104119363365
2022-03-03,91.23007925048334
2022-03-04,89.59523839527556
2022-03-07,93.57186015239957
2022-03-08,93.62732904908249
2022-03-09,93.68751748715533
2022-03-10,96.15929146053259
2022-03-11,97.14462603826196
2022-03-14,96.89010542073945
2022-03-15,94.65421242727669
2022-03-16,94.89133191971351
2022-03-17,95.27553936640949
2022-03-18,95.02247440894462
2022-03-21,94.84523141014945
2022-03-22,93.63885272727704
2022-03-23,93.695277071982
2022-03-24,94.1328001471727
2022-03-25,91.37705215420019
2022-03-28,92.81967464194473
2022-03-29,91.60326857140005
2022-03-30,91.87993978251968
2022-03-31,91.09313280097963
2022-04-01,89.74653304747044
2022-04-04,88.82287240514951
2022-04-05,90.03251762067734
2022-04-06,86.74223574560902
2022-04-07,88.21366820961238
2022-04-08,88.06889229742553
2022-04-11,88.94302009209066
2022-04-12,88.76675127244299
2022-04-13,87.604697126718
2022-04-14,88.99531195135523
2022-04-15,87.93154979231217
2022-04-18,88.45593430053627
2022-04-19,91.60197516091662
2022-04-20,91.73310592806773
2022-04-21,89.22638331432135
2022-04-22,89.58753961915431
2022-04-25,88.38151386355479
2022-04-26,88.17313466463708
2022-04-27,87.25157575266351
2022-04-28,87.5009938406268
2022-04-29,86.67685739105703
2022-05-02,86.89405206780627
2022-05-03,88.44364388552353
2022-05-04,85.44899616741846
2022-05-05,84.26918384394719
2022-05-06,86.64322339954286
2022-05-09,83.68679424490632
2022-05-10,85.07527944590744
2022-05-11,85.47488445504065
2022-05-12,84.09437742914106
2022-05-13,83.56193557105715
2022-05-16,83.27281054183186
2022-05-17,81.84418641313157
2022-05-18,84.36465821923231
2022-05-19,85.47148738398965
2022-05-20,85.14074046765325
2022-05-23,82.9323373361333
2022-05-24,81.42667022489987
2022-05-25,81.66869845232557
2022-05-26,81.04992296522366
2022-05-27,82.83296733311214
2022-05-30,81.45093782855054
2022-05-31,81.35931891015518
2022-06-01,80.2273601486616
2022-06-02,79.1537669134997
2022-06-03,79.55827691214942
2022-06-06,78.91187944002864
2022-06-07,79.44656748150572
2022-06-08,78.43888287257347
2022-06-09,75.86195362713205
2022-06-10,76.18415425360786
2022-06-13,75.31985737323339
2022-06-14,76.87048257081543
2022-06-15,73.72355051339986
2022-06-16,75.00864358121979
2022-06-17,76.52173578820734
2022-06-20,78.6113429476114
2022-06-21,80.39320450371426
2022-06-22,77.79048361784679
2022-06-23,78.880487564461
2022-06-24,76.53653776825132
2022-06-27,75.10934869031821
2022-06-28,74.46384331152906
2022-06-29,74.71713262425642
2022-06-30,75.28601955108935
2022-07-01,75.91587900127512
2022-07-04,75.17386320390233
2022-07-05,72.48105631838853
2022-07-06,71.89268979887268
2022-07-07,72.41429278521576
2022-07-08,74.00794369952457
2022-07-11,73.46824120832969
2022-07-12,72.39921763268912
2022-07-13,70.65349297464917
2022-07-14,70.48575386605323
2022-07-15,73.51876557573223
2022-07-18,73.10805886797081
2022-07-19,72.73482334873624
2022-07-20,74.07068003406786
2022-07-21,73.64369965953279
2022-07-22,73.67955451780152
2022-07-25,70.84540791544639
2022-07-26,71.7123889073824
2022-07-27,75.03158793603316
2022-07-28,73.82510157679965
2022-07-29,73.83934504651651
2022-08-01,73.19846592272579
2022-08-02,72.01869835375601
2022-08-03,74.77376916325733
2022-08-04,76.41153761310517
2022-08-05,76.63591293588637
2022-08-08,78.9396661372317
2022-08-09,80.00950941756335
2022-08-10,80.42302649850404
2022-08-11,76.01271816301615
2022-08-12,78.78015344339468
2022-08-15,80.17372706289036
2022-08-16,79.72095892299697
2022-08-17,80.68258821099629
2022-08-18,81.14904017940147
2022-08-19,84.3040448432223
2022-08-22,82.9829274053959
2022-08-23,82.44308744398428
2022-08-24,82.47928100447056
2022-08-25,81.4011263255406
2022-08-26,80.15331238182046
2022-08-29,80.46212857105412
2022-08-30,80.42445927504731
2022-08-31,82.12663605250798
2022-09-01,80.9856578108609
2022-09-02,79.44710803146963
2022-09-05,78.6121425660403
2022-09-06,79.37021278909143
2022-09-07,77.63208594793929
2022-09-08,78.42721597944806
2022-09-09,78.80113787791815
2022-09-12,79.69337987729575
2022-09-13,78.79302515326066
2022-09-14,78.96451053028844
2022-09-15,82.29894518847395
2022-09-16,84.14461520421612
2022-09-19,85.27054144803955
2022-09-20,84.38091584396797
2022-09-21,84.44572038128463
2022-09-22,85.78260017014446
2022-09-23,83.17557820896072
2022-09-26,82.90028855534138
2022-09-27,83.24238196572288
2022-09-28,86.01991633676136
2022-09-29,83.99185552720651
2022-09-30,81.08106795264025
2022-10-03,80.75383319188873
2022-10-04,80.56017477489756
2022-10-05,80.2218022394715
2022-10-06,80.08278001758426
2022-10-07,78.76122311733855
2022-10-10,77.63686093508159
2022-10-11,76.81360241398929
2022-10-12,78.86757270683498
2022-10-13,81.76561703393153
2022-10-14,80.62170220105
2022-10-17,82.31457135430816
2022-10-18,80.99843332079716
2022-10-19,78.92370160753241
2022-10-20,77.91868773001097
2022-10-21,78.36680968466953
2022-10-24,80.95067443088605
2022-10-25,79.90812419224409
2022-10-26,82.32000067199489
2022-10-27,83.35100440475128
2022-10-28,84.01602219991653
2022-10-31,86.07548042931336
2022-11-01,83.92804472905539
2022-11-02,83.6214500945674
2022-11-03,82.74397053503073
2022-11-04,84.49596643771605
2022-11-07,85.23343005368237
2022-11-08,85.90057600111984
2022-11-09,89.45639252593962
2022-11-10,88.26721932602752
2022-11-11,89.49455334336217
2022-11-14,89.97919069548905
2022-11-15,88.08691093534264
2022-11-16,88.32915143977867
2022-11-17,92.39083769836235
2022-11-18,91.8870440588725
2022-11-21,90.27407430644624
2022-11-22,92.16809421239788
2022-11-23,92.08687954230982
2022-11-24,92.65264803537791
2022-11-25,92.6276074780017
2022-11-28,92.51124672720596
2022-11-29,93.14919823307852
2022-11-30,95.17421759445982
2022-12-01,96.86579914776401
2022-12-02,96.34272497018317
2022-12-05,96.32354409018656
2022-12-06,94.07132667775184
2022-12-07,97.42874195641642
2022-12-08,97.54932193162283
2022-12-09,97.40585835131728
2022-12-12,98.52094718126082
2022-12-13,95.29399340366065
2022-12-14,92.30977785322382
2022-12-15,92.5228188387417
2022-12-16,91.63007529330203
2022-12-19,93.29672209749884
2022-12-20,96.11341268931955
2022-12-21,96.46902498432853
2022-12-22,92.00580810168724
2022-12-23,91.21943726068373
2022-12-26,93.96892081274859
2022-12-27,91.93392158205954
2022-12-28,93.61738519259974
2022-12-29,91.86777770793424
2022-12-30,92.64585479982271
2023-01-02,91.94238323751084
2023-01-03,93.39092199845895
2023-01-04,94.30271186075686
2023-01-05,95.94557602278614
2023-01-06,95.63867728586807
2023-01-09,97.12467356226533
2023-01-10,98.84761350117584
2023-01-11,99.87340109559284
2023-01-12,99.31522150390035
2023-01-13,100.86233192374833
2023-01-16,99.13676491613742
2023-01-17,98.54805925938204
2023-01-18,95.00613916963228
2023-01-19,97.78762689706159
2023-01-20,96.47822880119008
2023-01-23,96.36061424473593
2023-01-24,97.04297109318614
2023-01-25,95.00463085646427
2023-01-26,94.71781075634871
2023-01-27,98.57155363156797
2023-01-30,99.06049409297492
2023-01-31,97.68877174130084
2023-02-01,97.13380899213118
2023-02-02,94.59325921934635
2023-02-03,96.42778885757508
2023-02-06,96.24323802741662
2023-02-07,98.75584167008873
2023-02-08,96.97499088845687
2023-02-09,97.16557259221045
2023-02-10,97.9395042078614
2023-02-13,98.12339919091453
2023-02-14,99.78423063886713
2023-02-15,99.73620586546222
2023-02-16,95.3609118658522
2023-02-17,94.56324071405037
2023-02-20,94.4714774490444
2023-02-21,94.70240527618054
2023-02-22,97.37391646771852
2023-02-23,98.47264233156206
2023-02-24,99.89294549631111
2023-02-27,100.78987123877832
2023-02-28,102.6717184407541
2023-03-01,104.15674708121198
2023-03-02,106.63695995024722
2023-03-03,109.5826717309136
2023-03-06,113.51094476631363
2023-03-07,114.90362914716577
2023-03-08,115.18924856086299
2023-03-09,116.73230203659892
2023-03-10,117.37957758780406
2023-03-13,116.36542525749896
2023-03-14,115.4852729101824
2023-03-15,111.37170020975518
2023-03-16,112.03232515168986
2023-03-17,109.31162201395898
2023-03-20,112.03379874694197
2023-03-21,109.07110113481022
2023-03-22,109.1091646676201
2023-03-23,102.13322289577276
2023-03-24,101.64192738544034
2023-03-27,102.83729154410163
2023-03-28,106.47863128883692
2023-03-29,102.88019347322134
2023-03-30,102.05895073173883
2023-03-31,100.77407651688345
2023-04-03,100.81683969555016
2023-04-04,100.4949230732827
2023-04-05,101.55208248745281
2023-04-06,102.79690991692942
2023-04-07,103.52000531373018
2023-04-10,104.19865076161877
2023-04-11,104.95274711777742
2023-04-12,107.20582927647145
2023-04-13,109.02407510194803
2023-04-14,109.03805616712874
2023-04-17,109.8292422932464
2023-04-18,109.63775241355822
2023-04-19,110.99014012926325
2023-04-20,112.85920113282609
2023-04-21,111.86242933563635
2023-04-24,115.57165952250509
2023-04-25,112.50711896224824
2023-04-26,108.8295495424091
2023-04-27,108.66856338832434
2023-04-28,108.48477238735099
2023-05-01,108.08709543984894
2023-05-02,109.1015654244266
2023-05-03,112.43099844058817
2023-05-04,110.47178653708681
2023-05-05,111.26427244916141
2023-05-08,109.42200712904697
2023-05-09,105.2257236155351
2023-05-10,105.29607428560514
2023-05-11,104.16166793266721
2023-05-12,104.97653971692279
2023-05-15,105.23275544601945
2023-05-16,105.01747741061571
2023-05-17,106.28305462215313
2023-05-18,109.0105634766195
2023-05-19,109.95685515965815
2023-05-22,109.49789732206081
2023-05-23,108.21088669463511
2023-05-24,108.06565563347294
2023-05-25,106.65824126157099
2023-05-26,109.94844648317056
2023-05-29,109.62483834249454
2023-05-30,108.71726556532906
2023-05-31,109.04757612478289
2023-06-01,109.85700787332232
2023-06-02,112.23237038341702
2023-06-05,110.02981538514463
2023-06-06,108.22204089418632
2023-06-07,107.95343128555142
2023-06-08,105.8533141964919
2023-06-09,104.38432504745612
2023-06-12,105.0283812283285
2023-06-13,106.29051227863923
2023-06-14,107.28105647810715
2023-06-15,109.66277765443091
2023-06-16,109.74293176167711
2023-06-19,112.34380227216873
2023-06-20,112.78353469831106
2023-06-21,112.52041607678365
2023-06-22,112.78266955703019
2023-06-23,116.18164413547683
2023-06-26,117.15861310157763
2023-06-27,120.35030624796686
2023-06-28,117.90842220932413
2023-06-29,121.89268575264012
2023-06-30,119.19811987799142
2023-07-03,115.60490243247885
2023-07-04,116.73952034394324
2023-07-05,118.85812407635194
2023-07-06,119.78483213321785
2023-07-07,117.73382936298452
2023-07-10,118.89804493983871
2023-07-11,118.73584598760075
2023-07-12,117.91536898383086
2023-07-13,116.92011829977521
2023-07-14,116.97366659227659
2023-07-17,117.89067990957724
2023-07-18,121.31202172951855
2023-07-19,121.0474211481751
2023-07-20,117.4532484313593
2023-07-21,121.53470982702615
2023-07-24,120.02401242272549
2023-07-25,123.8340708066282
2023-07-26,125.33156847040752
2023-07-27,124.05000084804996
2023-07-28,125.76321843838515
