Date,ECL
2020-07-15,207.47960492613078
2020-07-16,215.55980901395495
2020-07-17,221.55423781477356
2020-07-20,227.8148206610442
2020-07-21,240.5196262762477
2020-07-22,238.34084043152143
2020-07-23,236.35155295693244
2020-07-24,223.30280874098085
2020-07-27,225.0813856655611
2020-07-28,228.03520116585466
2020-07-29,229.11686685195258
2020-07-30,226.1501993162656
2020-07-31,219.2326079431085
2020-08-03,215.6882878540406
2020-08-04,218.56937352887505
2020-08-05,220.15231662509606
2020-08-06,229.7883758487053
2020-08-07,229.47506463154133
2020-08-10,234.49891850244632
2020-08-11,236.0011576819887
2020-08-12,231.2634903444819
2020-08-13,227.8054367057907
2020-08-14,228.19077081070466
2020-08-17,223.93630004268414
2020-08-18,227.77875593883252
2020-08-19,228.53780114392
2020-08-20,227.02587579336648
2020-08-21,221.89315771976655
2020-08-24,235.01532489722047
2020-08-25,237.19371056239007
2020-08-26,231.1522771878652
2020-08-27,228.5111305690535
2020-08-28,221.13694512849926
2020-08-31,218.17787448158174
2020-09-01,215.66125065642242
2020-09-02,222.33304913125772
2020-09-03,215.03603489602628
2020-09-04,216.73633151150338
2020-09-07,211.24570727397855
2020-09-08,213.9114757027531
2020-09-09,217.14421493369335
2020-09-10,224.76570814728694
2020-09-11,220.7783016233978
2020-09-14,218.9547564339735
2020-09-15,223.87126585026985
2020-09-16,219.24256257785595
2020-09-17,212.1704304331684
2020-09-18,217.07970102387105
2020-09-21,220.28673729477876
2020-09-22,222.76256178521822
2020-09-23,220.4614441014808
2020-09-24,222.05953520975035
2020-09-25,226.32115735922872
2020-09-28,227.41371954679568
2020-09-29,229.96990141800597
2020-09-30,218.63510151976874
2020-10-01,224.19454349030494
2020-10-02,229.91979443073677
2020-10-05,237.58230294483025
2020-10-06,230.30624320047272
2020-10-07,225.911886249699
2020-10-08,219.96843069111605
2020-10-09,226.47445295327026
2020-10-12,223.43405067712476
2020-10-13,212.89351964680347
2020-10-14,215.99431923233195
2020-10-15,213.4491766657246
2020-10-16,217.17891157343803
2020-10-19,218.54121004675582
2020-10-20,208.00314620695534
2020-10-21,202.00282607356698
2020-10-22,207.98875688590329
2020-10-23,211.96146086691095
2020-10-26,222.0201328041496
2020-10-27,224.39340858670442
2020-10-28,224.81190920158835
2020-10-29,218.42697475524398
2020-10-30,225.06176756342975
2020-11-02,219.19176992081714
2020-11-03,227.04887334033458
2020-11-04,225.28442418938025
2020-11-05,228.7148153112525
2020-11-06,218.80823238929293
2020-11-09,221.29533412079715
2020-11-10,228.55494385157198
2020-11-11,225.79788452958664
2020-11-12,236.6142063393846
2020-11-13,236.53788634887658
2020-11-16,239.88244306495608
2020-11-17,227.56343627335912
2020-11-18,225.4336901594022
2020-11-19,223.35724153471622
2020-11-20,221.81329487359582
2020-11-23,214.543371497302
2020-11-24,217.25662149684925
2020-11-25,227.3233185811853
2020-11-26,225.53175948247434
2020-11-27,219.45861683939185
2020-11-30,221.68342470589198
2020-12-01,213.59525124023057
2020-12-02,203.28414795858828
2020-12-03,198.63090661366053
2020-12-04,199.9840171003949
2020-12-07,204.69067832796037
2020-12-08,205.43561168381552
2020-12-09,199.28019814496236
2020-12-10,192.073113551125
2020-12-11,199.2761156395074
2020-12-14,191.5969305455206
2020-12-15,192.5235793967608
2020-12-16,183.99853650982308
2020-12-17,187.44961788453963
2020-12-18,186.20666292539582
2020-12-21,190.85522200875036
2020-12-22,190.2682452184913
2020-12-23,192.34374939939966
2020-12-24,201.31289788294126
2020-12-25,209.7210313201294
2020-12-28,206.76447789227677
2020-12-29,197.6972937598185
2020-12-30,204.13825039218156
2020-12-31,201.06530778894216
2021-01-01,203.70525885821786
2021-01-04,200.25907818705156
2021-01-05,202.618299781286
2021-01-06,218.36972295781675
2021-01-07,211.80704557124866
2021-01-08,210.13993806051056
2021-01-11,216.1772985096376
2021-01-12,219.46189393814768
2021-01-13,214.9018119491405
2021-01-14,211.66191926342722
2021-01-15,208.72305943733204
2021-01-18,213.87168064990655
2021-01-19,213.64162574366057
2021-01-20,216.289380167908
2021-01-21,222.2147376671487
2021-01-22,225.31926327932615
2021-01-25,228.85126205769174
2021-01-26,234.0811012957932
2021-01-27,223.93547264889523
2021-01-28,219.85489517022373
2021-01-29,215.34828766552664
2021-02-01,205.27739835495404
2021-02-02,210.3181440134239
2021-02-03,210.7090863945462
2021-02-04,209.38877893269319
2021-02-05,212.5101518778411
2021-02-08,211.01683477804687
2021-02-09,211.27562111660393
2021-02-10,208.86587658903113
2021-02-11,205.65232308456058
2021-02-12,205.70938643823254
2021-02-15,206.20967535284444
2021-02-16,205.40126536914173
2021-02-17,206.36495243673974
2021-02-18,206.3985835866799
2021-02-19,203.69535549510744
2021-02-22,205.67103886730203
2021-02-23,207.54997086246325
2021-02-24,205.26252746419323
2021-02-25,206.35431325638024
2021-02-26,206.80720109769553
2021-03-01,200.69380366907586
2021-03-02,191.02023244179148
2021-03-03,189.3947253100706
2021-03-04,195.0160931568197
2021-03-05,203.59134414962747
2021-03-08,206.49608152683672
2021-03-09,202.95265312420807
2021-03-10,210.0703665554549
2021-03-11,210.60302427211454
2021-03-12,203.82509679694286
2021-03-15,217.19220747453716
2021-03-16,224.94198936415447
2021-03-17,229.7646428333925
2021-03-18,234.27437334460618
2021-03-19,229.88831202770717
2021-03-22,234.12829204216723
2021-03-23,244.1200390332335
2021-03-24,243.71851542644274
2021-03-25,261.7140496465015
2021-03-26,263.2091412702907
2021-03-29,263.42362608675353
2021-03-30,262.1976300253902
2021-03-31,275.80523791170987
2021-04-01,276.60895458991826
2021-04-02,273.72364535620744
2021-04-05,265.74542665099915
2021-04-06,274.6280070529848
2021-04-07,288.8688305038921
2021-04-08,295.4052399980486
2021-04-09,292.16576463365357
2021-04-12,306.4810598916287
2021-04-13,302.40569499287466
2021-04-14,307.3279830559599
2021-04-15,301.71348436340895
2021-04-16,284.91979806784514
2021-04-19,287.37685366838474
2021-04-20,282.26732973311096
2021-04-21,282.3482775321814
2021-04-22,279.47776609807886
2021-04-23,282.0783560206901
2021-04-26,287.1806060912803
2021-04-27,295.1731819206717
2021-04-28,289.48375020144573
2021-04-29,295.6949179069275
2021-04-30,299.63703852538475
2021-05-03,316.3887438258583
2021-05-04,315.79156083870845
2021-05-05,309.2040511735607
2021-05-06,323.0256241092027
2021-05-07,327.92676466265596
2021-05-10,337.30357282141995
2021-05-11,339.55511022132856
2021-05-12,332.49845934066667
2021-05-13,318.75201662925923
2021-05-14,312.8222122463719
2021-05-17,313.9048938121499
2021-05-18,321.8848879578045
2021-05-19,320.34332868929806
2021-05-20,334.254795636512
2021-05-21,329.56066809103294
2021-05-24,325.629586805776
2021-05-25,327.1860389663345
2021-05-26,318.89789998562196
2021-05-27,322.5468208954807
2021-05-28,322.1658246770892
2021-05-31,311.46173001227953
2021-06-01,311.7143176226206
2021-06-02,316.25518455187597
2021-06-03,312.5166600037501
2021-06-04,308.3764023395332
2021-06-07,310.03882632056525
2021-06-08,300.0347093081573
2021-06-09,310.2374473858977
2021-06-10,300.7113989898899
2021-06-11,306.85592034802534
2021-06-14,314.27224665463405
2021-06-15,311.25574127973357
2021-06-16,331.5161662781549
2021-06-17,330.2419955712664
2021-06-18,336.921475845949
2021-06-21,320.94599015126977
2021-06-22,322.23635527749775
2021-06-23,331.17803254627887
2021-06-24,318.0567078981378
2021-06-25,303.0248113976384
2021-06-28,308.6514658921973
2021-06-29,314.2287591982583
2021-06-30,313.52264597780606
2021-07-01,311.6623297080058
2021-07-02,294.019264896882
2021-07-05,305.8676173396019
2021-07-06,299.13326209142986
2021-07-07,305.0507902151991
2021-07-08,296.9193956674424
2021-07-09,301.34756594547287
2021-07-12,304.40577781048756
2021-07-13,324.17606182349994
2021-07-14,309.86993406121763
2021-07-15,301.63873827079374
2021-07-16,299.2561949782194
2021-07-19,300.7748268276015
2021-07-20,287.86728655754325
2021-07-21,296.09746931089836
2021-07-22,293.33133499519977
2021-07-23,297.030945453642
2021-07-26,284.99011986263235
2021-07-27,289.642401857053
2021-07-28,285.5750915289041
2021-07-29,302.59686704459403
2021-07-30,308.00184780273344
2021-08-02,305.37225352231155
2021-08-03,300.8775045772507
2021-08-04,295.04965917556126
2021-08-05,299.09404570250587
2021-08-06,313.92084358362706
2021-08-09,330.95216613863647
2021-08-10,332.47684342487344
2021-08-11,338.3069991179652
2021-08-12,356.7600500509011
2021-08-13,353.352805244911
2021-08-16,352.74780859152685
2021-08-17,358.522823754939
2021-08-18,341.5442352865965
2021-08-19,333.3707843540947
2021-08-20,321.3294040360803
2021-08-23,313.7723510846993
2021-08-24,307.82264441738135
2021-08-25,293.7858834109668
2021-08-26,307.36492401431997
2021-08-27,302.1903391267271
2021-08-30,294.16150843514004
2021-08-31,286.40246042671254
2021-09-01,287.8315362517999
2021-09-02,290.8888095473534
2021-09-03,287.2132777973881
2021-09-06,288.11632289867435
2021-09-07,298.61327226194885
2021-09-08,287.7032476712674
2021-09-09,280.4291228523173
2021-09-10,294.21284727259086
2021-09-13,287.3974523018635
2021-09-14,281.32978193272925
2021-09-15,279.7624339144291
2021-09-16,279.4441002595196
2021-09-17,269.44983191282427
2021-09-20,262.6770085107736
2021-09-21,277.38621467187005
2021-09-22,283.30890624417816
2021-09-23,286.68196684407854
2021-09-24,291.9727736839537
2021-09-27,279.5708271118612
2021-09-28,282.8822715928928
2021-09-29,285.76481469611485
2021-09-30,296.94637795196854
2021-10-01,289.76533356066784
2021-10-04,294.79925916546773
2021-10-05,277.4950981194513
2021-10-06,285.42541496545516
2021-10-07,284.947431341966
2021-10-08,285.04260403295706
2021-10-11,285.80650948053125
2021-10-12,276.59883497337984
2021-10-13,283.4894045444772
2021-10-14,279.64138870141176
2021-10-15,280.2303243680057
2021-10-18,283.03519937932094
2021-10-19,289.9583479926728
2021-10-20,287.1096561954925
2021-10-21,285.7224951467657
2021-10-22,278.46617700229905
2021-10-25,280.9053065967821
2021-10-26,276.8215419255954
2021-10-27,277.905015190811
2021-10-28,281.46997309191283
2021-10-29,288.1202408936323
2021-11-01,280.0273609196134
2021-11-02,271.07230445037266
2021-11-03,276.0162539861846
2021-11-04,281.6616266467623
2021-11-05,285.1415015380527
2021-11-08,277.0799118667467
2021-11-09,276.459497185957
2021-11-10,273.1524659174471
2021-11-11,273.0260832018336
2021-11-12,283.65428052388336
2021-11-15,274.39220358718774
2021-11-16,269.1315237345469
2021-11-17,266.38801995724094
2021-11-18,263.20271423839614
2021-11-19,258.9410110144945
2021-11-22,265.42961432134575
2021-11-23,261.34482183168063
2021-11-24,266.7641904926001
2021-11-25,280.78053165835865
2021-11-26,267.9070946761751
2021-11-29,275.3797375216088
2021-11-30,268.3929709137776
2021-12-01,263.5462849806068
2021-12-02,257.73581542201794
2021-12-03,252.2969278128628
2021-12-06,257.49968072686346
2021-12-07,248.73938795215125
2021-12-08,250.11744660813346
2021-12-09,237.29073838943359
2021-12-10,240.31066130353818
2021-12-13,234.34468252040165
2021-12-14,242.75827315101847
2021-12-15,252.58265780674677
2021-12-16,247.79251200930034
2021-12-17,258.4669717104182
2021-12-20,257.46807963066453
2021-12-21,262.8998494351033
2021-12-22,266.3065702171066
2021-12-23,272.35644612137895
2021-12-24,272.70797424644434
2021-12-27,271.45007033361173
2021-12-28,279.3778152486181
2021-12-29,266.11381179029286
2021-12-30,258.29003736393815
2021-12-31,264.7887191002352
2022-01-03,282.967728689942
2022-01-04,298.2022260924924
2022-01-05,322.152176469587
2022-01-06,336.21236265110457
2022-01-07,330.18458069348225
2022-01-10,332.3925742247276
2022-01-11,334.99699723674587
2022-01-12,345.0642742917573
2022-01-13,348.1338640994139
2022-01-14,349.78171066590704
2022-01-17,346.11356594805915
2022-01-18,366.5564480790859
2022-01-19,369.86792908569515
2022-01-20,362.3381072137966
2022-01-21,355.013982834769
2022-01-24,355.98177418673464
2022-01-25,361.13184060200075
2022-01-26,368.9616173010317
2022-01-27,346.5050457416188
2022-01-28,347.929543722487
2022-01-31,350.88855354401255
2022-02-01,352.2774969028379
2022-02-02,358.2940952136457
2022-02-03,356.14240573000905
2022-02-04,344.9975995196823
2022-02-07,349.83375694481026
2022-02-08,349.50327432349604
2022-02-09,336.1357132776285
2022-02-10,339.06914280182946
2022-02-11,326.61916282712974
2022-02-14,322.7972020958412
2022-02-15,329.6174195535359
2022-02-16,326.61854677417716
2022-02-17,332.2393963040497
2022-02-18,331.2889981814822
2022-02-21,333.04432588985435
2022-02-22,340.11979789567755
2022-02-23,343.3365485361411
2022-02-24,335.80788879753914
2022-02-25,330.6587619752887
2022-02-28,317.83003599956146
2022-03-01,322.5116160786659
2022-03-02,320.0688182841285
2022-03-03,341.98532049849706
2022-03-04,347.63775029169153
2022-03-07,349.03984358028345
2022-03-08,343.3486208944775
2022-03-09,338.9463170929077
2022-03-10,345.87941722869
2022-03-11,354.5034567899933
2022-03-14,356.49221596052945
2022-03-15,362.1149019558498
2022-03-16,354.22192585048913
2022-03-17,365.90802644691524
2022-03-18,374.4449505380636
2022-03-21,377.74153664281914
2022-03-22,377.68870578304694
2022-03-23,381.6169319462529
2022-03-24,394.6665976236403
2022-03-25,386.12905018683966
2022-03-28,403.42365289734664
2022-03-29,429.00494720104587
2022-03-30,432.87449538365536
2022-03-31,417.39158552068335
2022-04-01,419.8905754460913
2022-04-04,423.10946967315607
2022-04-05,421.84553931232585
2022-04-06,409.9018819251723
2022-04-07,410.52741893479816
2022-04-08,404.9055181327235
2022-04-11,409.01167112577133
2022-04-12,400.51103147841985
2022-04-13,400.4154347499705
2022-04-14,378.99050440040236
2022-04-15,382.53976430696184
2022-04-18,385.212692575744
2022-04-19,391.380956921856
2022-04-20,406.13521832467126
2022-04-21,409.8827610473483
2022-04-22,410.6197495558087
2022-04-25,428.39230088918765
2022-04-26,414.6633370094543
2022-04-27,414.03739514056434
2022-04-28,416.87050127069585
2022-04-29,417.8354607983565
2022-05-02,418.0773564639379
2022-05-03,437.7581048940002
2022-05-04,453.5735127752336
2022-05-05,449.07948915006455
2022-05-06,442.07001950716153
2022-05-09,448.9065847596843
2022-05-10,423.6954458100603
2022-05-11,419.3308912349296
2022-05-12,428.3013639616663
2022-05-13,435.2020905817663
2022-05-16,441.3941913101426
2022-05-17,434.645628172774
2022-05-18,438.49153810439475
2022-05-19,436.6044334449708
2022-05-20,438.327515567075
2022-05-23,423.12818748443306
2022-05-24,415.01491046881836
2022-05-25,400.37909044123785
2022-05-26,405.20768345933897
2022-05-27,403.16184714979937
2022-05-30,395.0180730890828
2022-05-31,393.82996499067735
2022-06-01,401.9937828653291
2022-06-02,400.52112078946533
2022-06-03,402.56121424243
2022-06-06,396.64799212557887
2022-06-07,393.98892432060984
2022-06-08,412.4404953747694
2022-06-09,408.17211936708026
2022-06-10,418.4355947204175
2022-06-13,406.7654566580604
2022-06-14,400.730007337616
2022-06-15,421.02801411731025
2022-06-16,412.69177044247806
2022-06-17,439.9964732627054
2022-06-20,459.78321952761235
2022-06-21,455.1838505455064
2022-06-22,460.95121368878114
2022-06-23,437.7957521175995
2022-06-24,448.3973382162153
2022-06-27,476.3945129005456
2022-06-28,465.307180658817
2022-06-29,483.5514963687186
2022-06-30,481.9783626773484
2022-07-01,485.1096563541064
2022-07-04,505.72872148356487
2022-07-05,491.79444608860854
2022-07-06,492.80756502146534
2022-07-07,485.84297399371565
2022-07-08,501.1784571398191
2022-07-11,517.966801124298
2022-07-12,525.1567576573389
2022-07-13,543.0460689225935
2022-07-14,532.3914928601549
2022-07-15,526.3133111423068
2022-07-18,538.5550213811604
2022-07-19,531.8246044757634
2022-07-20,511.2423232869948
2022-07-21,521.3439871299876
2022-07-22,523.8508498734881
2022-07-25,523.9753978676156
2022-07-26,529.7438859758553
2022-07-27,525.967745045847
2022-07-28,527.195867914048
2022-07-29,550.0593991802778
2022-08-01,530.5042645049838
2022-08-02,529.7497298413948
2022-08-03,506.8037239533749
2022-08-04,514.8366103306777
2022-08-05,523.8992154338775
2022-08-08,541.5097232245366
2022-08-09,545.7451082882587
2022-08-10,548.396038199462
2022-08-11,545.7830096269189
2022-08-12,522.0082818738387
2022-08-15,521.0766101750842
2022-08-16,539.5508821197324
2022-08-17,558.493025190574
2022-08-18,574.5548550317725
2022-08-19,563.9868456972301
2022-08-22,542.0865924260738
2022-08-23,551.4380783409392
2022-08-24,560.0278968297713
2022-08-25,556.0089951790183
2022-08-26,577.7962195686059
2022-08-29,595.4372259183068
2022-08-30,589.9917264170152
2022-08-31,603.5745157164105
2022-09-01,608.5649603262679
2022-09-02,593.8246367610114
2022-09-05,578.9006068381282
2022-09-06,581.7163614103739
2022-09-07,565.4004146556424
2022-09-08,562.5611014753264
2022-09-09,573.2718803472918
2022-09-12,583.5857027068577
2022-09-13,566.9537495774845
2022-09-14,562.9102673262458
2022-09-15,554.2835314626349
2022-09-16,572.9945295999026
2022-09-19,617.5750822333973
2022-09-20,618.092227814791
2022-09-21,611.6562635273243
2022-09-22,629.1784120771821
2022-09-23,628.4450723838028
2022-09-26,663.9928863297926
2022-09-27,672.5143174369945
2022-09-28,658.467844379838
2022-09-29,644.3921676580375
2022-09-30,614.803326955185
2022-10-03,613.6343211975661
2022-10-04,637.1754742798399
2022-10-05,664.4171671788803
2022-10-06,683.4135462530941
2022-10-07,702.7484340036387
2022-10-10,721.8624795194288
2022-10-11,729.7554519090936
2022-10-12,714.998187353206
2022-10-13,707.5596086540409
2022-10-14,740.0440437740291
2022-10-17,730.000069007506
2022-10-18,734.4880277704461
2022-10-19,742.2922958325033
2022-10-20,768.0981405773429
2022-10-21,800.9953347103303
2022-10-24,793.0046462415766
2022-10-25,805.5379967129356
2022-10-26,795.1018334736868
2022-10-27,784.2846228066884
2022-10-28,833.8178150625725
2022-10-31,826.6766334635844
2022-11-01,841.3760487361982
2022-11-02,793.7792289244155
2022-11-03,827.7161284309886
2022-11-04,806.5866130395568
2022-11-07,819.1257149788436
2022-11-08,779.4949158045206
2022-11-09,753.4618438162206
2022-11-10,743.4760905232578
2022-11-11,759.1156474999781
2022-11-14,769.8295685350976
2022-11-15,769.9964872582666
2022-11-16,779.3483405767017
2022-11-17,773.3923350762437
2022-11-18,779.8026855061997
2022-11-21,736.6213017948268
2022-11-22,750.7473590742303
2022-11-23,722.4931469589278
2022-11-24,695.5452373293742
2022-11-25,696.2194589319482
2022-11-28,662.8830395637264
2022-11-29,646.4657850821196
2022-11-30,651.3183067011314
2022-12-01,668.2516198405322
2022-12-02,687.4523679834932
2022-12-05,694.4370966575625
2022-12-06,707.0427954679649
2022-12-07,702.032875556959
2022-12-08,712.5879360155549
2022-12-09,687.870991595733
2022-12-12,678.1555314478472
2022-12-13,683.584845351028
2022-12-14,666.7085461340345
2022-12-15,647.8432889641209
2022-12-16,661.5686215094873
2022-12-19,634.8071981451961
2022-12-20,651.651990679489
2022-12-21,657.1514754663787
2022-12-22,642.2161144222285
2022-12-23,625.4631732843632
2022-12-26,610.2928554185229
2022-12-27,591.8070630653988
2022-12-28,590.8471527738141
2022-12-29,559.941699378752
2022-12-30,574.3745445568417
2023-01-02,562.2653986409794
2023-01-03,568.3025618010347
2023-01-04,584.0168039578183
2023-01-05,583.7166485444337
2023-01-06,592.510517201641
2023-01-09,610.9236605844065
2023-01-10,611.0542326823183
2023-01-11,612.9055068643216
2023-01-12,632.2035496238346
2023-01-13,640.4351221730025
2023-01-16,632.1507195237423
2023-01-17,623.1177407375133
2023-01-18,624.0075711799458
2023-01-19,624.9045712651254
2023-01-20,624.3833922188855
2023-01-23,638.2701686211977
2023-01-24,635.066306169627
2023-01-25,639.5126927481896
2023-01-26,642.8094258078569
2023-01-27,650.9611932676563
2023-01-30,642.7391482495507
2023-01-31,648.1984165149912
2023-02-01,663.4748860563111
2023-02-02,680.2127745584394
2023-02-03,690.5895885186095
2023-02-06,732.0389389333815
2023-02-07,728.7673708732299
2023-02-08,719.2075447242385
2023-02-09,719.3445150440173
2023-02-10,698.0558001882229
2023-02-13,706.6414395362798
2023-02-14,723.7871096464612
2023-02-15,703.0700169717062
2023-02-16,667.1740889557523
2023-02-17,663.0124669628166
2023-02-20,631.2927719175489
2023-02-21,655.1408399033894
2023-02-22,674.3852393789177
2023-02-23,692.9137107425366
2023-02-24,707.5445724193498
2023-02-27,730.0675893821565
2023-02-28,729.7656424073164
2023-03-01,760.0576866805711
2023-03-02,743.809770033474
2023-03-03,760.8609518939012
2023-03-06,789.1805945460809
2023-03-07,780.1163417975492
2023-03-08,777.3454731903128
2023-03-09,777.0254448177478
2023-03-10,781.3895885148189
2023-03-13,801.9530866224733
2023-03-14,800.3803879066603
2023-03-15,792.0369084052384
2023-03-16,801.7176673664293
2023-03-17,772.0019549328875
2023-03-20,811.4180390941699
2023-03-21,783.3063872372844
2023-03-22,799.3308704504991
2023-03-23,823.9123893675466
2023-03-24,817.3857650193119
2023-03-27,833.0998212135315
2023-03-28,828.4992602689729
2023-03-29,817.1479711525266
2023-03-30,823.2760715574311
2023-03-31,815.3872703675428
2023-04-03,811.4189006570036
2023-04-04,822.7827687715214
2023-04-05,832.4400331166603
2023-04-06,838.2191594215449
2023-04-07,867.0559985925688
2023-04-10,852.448463722814
2023-04-11,829.4742243269989
2023-04-12,862.0031300169766
2023-04-13,890.5446455620043
2023-04-14,873.3874413601791
2023-04-17,892.0290794395322
2023-04-18,949.9074135560007
2023-04-19,938.1135222431305
2023-04-20,926.1941697287336
2023-04-21,897.6171939138256
2023-04-24,899.0570799464207
2023-04-25,927.0573692777111
2023-04-26,913.2450738869029
2023-04-27,934.5692559204642
2023-04-28,950.90907742475
2023-05-01,996.6357939197368
2023-05-02,969.2334618809764
2023-05-03,932.4737437561928
2023-05-04,925.8190770413373
2023-05-05,964.7686594456193
2023-05-08,978.6258425312103
2023-05-09,985.2772460843212
2023-05-10,978.3458509679201
2023-05-11,967.2660188112704
2023-05-12,965.7197409937713
2023-05-15,932.4211160451624
2023-05-16,916.5555482266416
2023-05-17,910.915276074648
2023-05-18,937.6346902718254
2023-05-19,923.9298867672914
2023-05-22,935.0405197765875
2023-05-23,960.610886315579
2023-05-24,982.2750591982409
2023-05-25,1006.1896632426841
2023-05-26,992.5271948105615
2023-05-29,979.8390406037589
2023-05-30,987.6024975017805
2023-05-31,985.3810785403273
2023-06-01,952.0618829693188
2023-06-02,933.2101802940035
2023-06-05,972.042830788055
2023-06-06,979.656927595533
2023-06-07,991.5779192440435
2023-06-08,1036.2109835109788
2023-06-09,1076.7042392423432
2023-06-12,1051.1826668067865
2023-06-13,1040.3294531269767
2023-06-14,1059.7759493674855
2023-06-15,1063.9995022282872
2023-06-16,1086.0979322311275
2023-06-19,1102.361702079791
2023-06-20,1129.6320715633974
2023-06-21,1138.3154752680225
2023-06-22,1180.8894887941356
2023-06-23,1214.5019052651694
2023-06-26,1222.4748064119187
2023-06-27,1201.1823349947713
2023-06-28,1266.479151107118
2023-06-29,1260.7409022442696
2023-06-30,1274.467850212697
2023-07-03,1251.9309965927919
2023-07-04,1216.710325640177
2023-07-05,1255.3993916236311
2023-07-06,1278.591792023735
2023-07-07,1202.021896580935
2023-07-10,1241.2588357171949
2023-07-11,1306.4085568826906
2023-07-12,1377.2570594363276
2023-07-13,1356.4861398549053
2023-07-14,1341.584696242807
2023-07-17,1298.6501458907612
2023-07-18,1272.9931862585668
2023-07-19,1223.779320979818
2023-07-20,1280.8778984383616
2023-07-21,1305.7800415920226
2023-07-24,1343.2566596731656
2023-07-25,1432.149993199474
2023-07-26,1432.8679676683803
2023-07-27,1443.2938638301134
2023-07-28,1472.8986378606521
2023-07-31,1468.7014376002444
